,rgi_reg,model_author,temp_ch_ipcc,gcm_period_scenario,min_perc_change,resp_time_-50%,resp_time_-80%,resp_time_-90%,diff_resp_time_-50%,diff_resp_time_-80%,diff_resp_time_-90%
5211,RGI16,OGGM_v16,3.5131147480935234,ipsl-cm6a-lr_2061-2080_ssp370,25,10.0,10.0,11.0,0.0,-1.0,-3.0
5212,RGI16,OGGM_v16,3.5323191142029637,gfdl-esm4_2081-2100_ssp370,25,10.0,10.0,11.0,0.0,-1.0,-3.0
5213,RGI16,OGGM_v16,3.541685753482952,mri-esm2-0_2061-2080_ssp585,25,10.0,10.0,12.0,0.0,-1.0,-2.0
5214,RGI16,OGGM_v16,3.646967337572662,ukesm1-0-ll_2041-2060_ssp585,25,10.0,10.0,12.0,0.0,-2.0,-3.0
5215,RGI16,OGGM_v16,3.811452139882864,mri-esm2-0_2081-2100_ssp370,25,10.0,10.0,11.0,0.0,-1.0,-2.0
5216,RGI16,OGGM_v16,3.9907986846486527,mpi-esm1-2-hr_2081-2100_ssp585,25,10.0,10.0,11.0,0.0,0.0,-1.0
5217,RGI16,OGGM_v16,4.001455331400752,gfdl-esm4_2081-2100_ssp585,25,10.0,10.0,11.0,0.0,0.0,-1.0
5218,RGI16,OGGM_v16,4.16009837781178,ipsl-cm6a-lr_2061-2080_ssp585,25,10.0,10.0,11.0,0.0,0.0,-2.0
5219,RGI16,OGGM_v16,4.439976778002009,ukesm1-0-ll_2061-2080_ssp370,25,10.0,10.0,11.0,0.0,0.0,-1.0
5220,RGI16,OGGM_v16,4.5943250252311145,mri-esm2-0_2081-2100_ssp585,25,10.0,10.0,11.0,0.0,0.0,-1.0
5221,RGI16,OGGM_v16,4.677751174879019,ipsl-cm6a-lr_2081-2100_ssp370,25,10.0,10.0,11.0,0.0,0.0,0.0
5222,RGI16,OGGM_v16,5.23054329301376,ukesm1-0-ll_2061-2080_ssp585,25,10.0,10.0,11.0,0.0,0.0,0.0
5223,RGI16,OGGM_v16,5.840495049230714,ukesm1-0-ll_2081-2100_ssp370,25,10.0,10.0,10.0,0.0,0.0,-1.0
5224,RGI16,OGGM_v16,5.849304978170279,ipsl-cm6a-lr_2081-2100_ssp585,25,10.0,10.0,10.0,0.0,0.0,-1.0
5225,RGI16,OGGM_v16,6.884360785697311,ukesm1-0-ll_2081-2100_ssp585,25,10.0,10.0,10.0,0.0,0.0,-1.0
5226,RGI16,PyGEM-OGGM_v13,1.4691135287002737,mpi-esm1-2-hr_2021-2040_ssp126,25,10.0,21.0,43.0,0.0,0.0,0.0
5227,RGI16,PyGEM-OGGM_v13,1.4885639337566965,gfdl-esm4_2021-2040_ssp370,25,13.0,27.0,39.0,1.0,1.5,2.0
5228,RGI16,PyGEM-OGGM_v13,1.4937790687750323,mpi-esm1-2-hr_2021-2040_ssp370,25,12.0,25.0,45.0,0.0,-1.5,-0.5
5229,RGI16,PyGEM-OGGM_v13,1.493791625332881,gfdl-esm4_2021-2040_ssp126,25,13.0,29.0,45.0,1.0,2.5,2.5
5230,RGI16,PyGEM-OGGM_v13,1.5283027574212975,mpi-esm1-2-hr_2021-2040_ssp585,25,10.0,27.0,36.0,-0.5,-2.0,-7.0
5231,RGI16,PyGEM-OGGM_v13,1.5298023875255358,gfdl-esm4_2021-2040_ssp585,25,11.0,25.0,38.0,0.5,1.0,3.0
5232,RGI16,PyGEM-OGGM_v13,1.636714986028974,ipsl-cm6a-lr_2021-2040_ssp126,25,10.0,22.0,33.0,0.0,0.5,-2.0
5233,RGI16,PyGEM-OGGM_v13,1.656830649489223,mpi-esm1-2-hr_2041-2060_ssp126,25,10.0,22.0,32.0,-0.5,-1.0,-0.5
5234,RGI16,PyGEM-OGGM_v13,1.6599956464695365,mpi-esm1-2-hr_2081-2100_ssp126,25,12.0,25.0,38.0,-1.0,-5.5,-13.5
5235,RGI16,PyGEM-OGGM_v13,1.664909941388102,ipsl-cm6a-lr_2021-2040_ssp585,25,10.0,21.0,32.0,0.0,0.0,-2.0
5236,RGI16,PyGEM-OGGM_v13,1.6781632715811343,ipsl-cm6a-lr_2021-2040_ssp370,25,10.0,20.0,32.0,0.0,-0.5,0.5
5237,RGI16,PyGEM-OGGM_v13,1.6787497715238051,gfdl-esm4_2041-2060_ssp126,25,10.0,20.0,32.0,0.0,0.0,0.0
5238,RGI16,PyGEM-OGGM_v13,1.6844760802167618,gfdl-esm4_2081-2100_ssp126,25,10.0,20.0,30.0,0.0,0.5,-0.5
5239,RGI16,PyGEM-OGGM_v13,1.695689895147091,mpi-esm1-2-hr_2061-2080_ssp126,25,10.0,20.0,31.0,0.0,-1.5,-2.0
5240,RGI16,PyGEM-OGGM_v13,1.7054887108734946,mri-esm2-0_2021-2040_ssp370,25,10.0,20.0,32.0,-0.5,-2.0,-2.5
5241,RGI16,PyGEM-OGGM_v13,1.7263241376269964,mri-esm2-0_2021-2040_ssp126,25,10.0,22.0,38.0,-0.5,-1.0,1.5
5242,RGI16,PyGEM-OGGM_v13,1.7300556075408982,gfdl-esm4_2061-2080_ssp126,25,10.0,20.0,30.0,0.0,-1.5,-1.5
5243,RGI16,PyGEM-OGGM_v13,1.9117346788457827,mri-esm2-0_2021-2040_ssp585,25,10.0,22.0,34.0,-1.0,-2.0,-2.0
5244,RGI16,PyGEM-OGGM_v13,1.9477879408841847,mri-esm2-0_2081-2100_ssp126,25,10.0,16.0,24.0,0.0,-3.0,-3.0
5245,RGI16,PyGEM-OGGM_v13,1.996245046811256,mri-esm2-0_2041-2060_ssp126,25,10.0,19.0,29.0,0.0,0.0,-1.0
5246,RGI16,PyGEM-OGGM_v13,2.049075466844948,ipsl-cm6a-lr_2041-2060_ssp126,25,10.0,17.0,25.0,0.0,0.0,0.0
5247,RGI16,PyGEM-OGGM_v13,2.0496075314919837,gfdl-esm4_2041-2060_ssp370,25,10.0,17.0,23.0,0.0,0.0,0.0
5248,RGI16,PyGEM-OGGM_v13,2.0912659163195166,mri-esm2-0_2061-2080_ssp126,25,10.0,17.0,24.0,0.0,0.0,-2.0
5249,RGI16,PyGEM-OGGM_v13,2.092677030991532,mpi-esm1-2-hr_2041-2060_ssp370,25,10.0,16.0,24.0,0.0,0.0,-1.0
5250,RGI16,PyGEM-OGGM_v13,2.1396524250416253,mpi-esm1-2-hr_2041-2060_ssp585,25,10.0,17.0,23.0,0.0,0.0,0.0
5251,RGI16,PyGEM-OGGM_v13,2.1712205231308155,ipsl-cm6a-lr_2081-2100_ssp126,25,10.0,17.0,25.0,0.0,0.5,0.5
5252,RGI16,PyGEM-OGGM_v13,2.1761438977250376,ukesm1-0-ll_2021-2040_ssp126,25,10.0,20.0,29.0,0.0,0.0,0.0
5253,RGI16,PyGEM-OGGM_v13,2.189115489502097,gfdl-esm4_2041-2060_ssp585,25,10.0,16.0,23.0,0.0,0.0,0.0
5254,RGI16,PyGEM-OGGM_v13,2.191208340613269,ipsl-cm6a-lr_2061-2080_ssp126,25,10.0,16.0,22.0,0.0,0.0,0.0
5255,RGI16,PyGEM-OGGM_v13,2.3197325111266047,ukesm1-0-ll_2021-2040_ssp585,25,10.0,18.0,26.0,0.0,0.0,-1.0
5256,RGI16,PyGEM-OGGM_v13,2.3233173057330725,ukesm1-0-ll_2021-2040_ssp370,25,10.0,18.0,29.0,0.0,0.0,0.0
5257,RGI16,PyGEM-OGGM_v13,2.404955505633247,mri-esm2-0_2041-2060_ssp370,25,10.0,15.0,21.0,0.0,0.0,0.0
5258,RGI16,PyGEM-OGGM_v13,2.5948271367994478,ipsl-cm6a-lr_2041-2060_ssp370,25,10.0,13.0,17.0,0.0,0.0,0.0
5259,RGI16,PyGEM-OGGM_v13,2.687006726396547,mri-esm2-0_2041-2060_ssp585,25,10.0,13.0,18.0,0.0,0.0,0.0
5260,RGI16,PyGEM-OGGM_v13,2.718961154542893,mpi-esm1-2-hr_2061-2080_ssp370,25,10.0,13.0,17.0,0.0,0.0,0.0
5261,RGI16,PyGEM-OGGM_v13,2.7398348752990143,ukesm1-0-ll_2041-2060_ssp126,25,10.0,13.0,19.0,0.0,0.0,0.0
5262,RGI16,PyGEM-OGGM_v13,2.8141615409733487,gfdl-esm4_2061-2080_ssp370,25,10.0,13.0,18.0,0.0,0.0,0.0
5263,RGI16,PyGEM-OGGM_v13,2.843937216517189,ipsl-cm6a-lr_2041-2060_ssp585,25,10.0,12.0,16.0,0.0,0.0,0.0
5264,RGI16,PyGEM-OGGM_v13,2.950346953824412,mpi-esm1-2-hr_2061-2080_ssp585,25,10.0,12.0,15.0,0.0,0.0,0.0
5265,RGI16,PyGEM-OGGM_v13,2.951472321285355,ukesm1-0-ll_2061-2080_ssp126,25,10.0,12.0,17.0,0.0,-1.0,0.0
5266,RGI16,PyGEM-OGGM_v13,3.038482494458876,ukesm1-0-ll_2081-2100_ssp126,25,10.0,14.0,18.0,0.0,0.0,0.0
5267,RGI16,PyGEM-OGGM_v13,3.048039247761285,gfdl-esm4_2061-2080_ssp585,25,10.0,12.0,16.0,0.0,0.0,0.0
5268,RGI16,PyGEM-OGGM_v13,3.105613246951532,mri-esm2-0_2061-2080_ssp370,25,10.0,12.0,16.0,0.0,0.0,0.0
5269,RGI16,PyGEM-OGGM_v13,3.414119753355767,ukesm1-0-ll_2041-2060_ssp370,25,10.0,12.0,16.0,0.0,0.0,0.0
5270,RGI16,PyGEM-OGGM_v13,3.4545105505178424,mpi-esm1-2-hr_2081-2100_ssp370,25,10.0,11.0,13.0,0.0,0.0,0.0
5271,RGI16,PyGEM-OGGM_v13,3.5131147480935234,ipsl-cm6a-lr_2061-2080_ssp370,25,10.0,11.0,14.0,0.0,0.0,0.0
5272,RGI16,PyGEM-OGGM_v13,3.5323191142029637,gfdl-esm4_2081-2100_ssp370,25,10.0,11.0,14.0,0.0,0.0,0.0
5273,RGI16,PyGEM-OGGM_v13,3.541685753482952,mri-esm2-0_2061-2080_ssp585,25,10.0,11.0,14.0,0.0,0.0,0.0
5274,RGI16,PyGEM-OGGM_v13,3.646967337572662,ukesm1-0-ll_2041-2060_ssp585,25,10.0,12.0,15.0,0.0,0.0,0.0
5275,RGI16,PyGEM-OGGM_v13,3.811452139882864,mri-esm2-0_2081-2100_ssp370,25,10.0,11.0,13.0,0.0,0.0,0.0
5276,RGI16,PyGEM-OGGM_v13,3.9907986846486527,mpi-esm1-2-hr_2081-2100_ssp585,25,10.0,10.0,12.0,0.0,0.0,0.0
5277,RGI16,PyGEM-OGGM_v13,4.001455331400752,gfdl-esm4_2081-2100_ssp585,25,10.0,10.0,12.0,0.0,0.0,0.0
5278,RGI16,PyGEM-OGGM_v13,4.16009837781178,ipsl-cm6a-lr_2061-2080_ssp585,25,10.0,10.0,13.0,0.0,0.0,0.0
5279,RGI16,PyGEM-OGGM_v13,4.439976778002009,ukesm1-0-ll_2061-2080_ssp370,25,10.0,10.0,12.0,0.0,0.0,0.0
5280,RGI16,PyGEM-OGGM_v13,4.5943250252311145,mri-esm2-0_2081-2100_ssp585,25,10.0,10.0,12.0,0.0,0.0,0.0
5281,RGI16,PyGEM-OGGM_v13,4.677751174879019,ipsl-cm6a-lr_2081-2100_ssp370,25,10.0,10.0,11.0,0.0,0.0,0.0
5282,RGI16,PyGEM-OGGM_v13,5.23054329301376,ukesm1-0-ll_2061-2080_ssp585,25,10.0,10.0,11.0,0.0,0.0,0.0
5283,RGI16,PyGEM-OGGM_v13,5.840495049230714,ukesm1-0-ll_2081-2100_ssp370,25,10.0,10.0,11.0,0.0,0.0,0.0
5284,RGI16,PyGEM-OGGM_v13,5.849304978170279,ipsl-cm6a-lr_2081-2100_ssp585,25,10.0,10.0,11.0,0.0,0.0,0.0
5285,RGI16,PyGEM-OGGM_v13,6.884360785697311,ukesm1-0-ll_2081-2100_ssp585,25,10.0,10.0,11.0,0.0,0.0,0.0
5286,RGI17,GLIMB,1.4885639337566965,gfdl-esm4_2021-2040_ssp370,25,53.0,142.0,220.0,13.5,48.5,77.0
5287,RGI17,GLIMB,1.5298023875255358,gfdl-esm4_2021-2040_ssp585,25,51.0,138.0,227.0,15.0,54.0,104.5
5288,RGI17,GLIMB,1.636714986028974,ipsl-cm6a-lr_2021-2040_ssp126,25,50.0,128.0,216.0,13.0,43.0,64.0
5289,RGI17,GLIMB,1.664909941388102,ipsl-cm6a-lr_2021-2040_ssp585,25,54.0,137.0,223.0,17.5,52.5,100.5
5290,RGI17,GLIMB,1.6781632715811343,ipsl-cm6a-lr_2021-2040_ssp370,25,50.0,132.0,215.0,14.5,49.5,97.0
5291,RGI17,GLIMB,1.6844760802167618,gfdl-esm4_2081-2100_ssp126,25,53.0,144.0,227.0,15.0,55.0,98.0
5292,RGI17,GLIMB,1.7300556075408982,gfdl-esm4_2061-2080_ssp126,25,53.0,148.0,231.0,15.5,59.5,104.5
5293,RGI17,GLIMB,1.9477879408841847,mri-esm2-0_2081-2100_ssp126,25,50.0,136.0,215.0,17.0,53.5,73.5
5294,RGI17,GLIMB,1.996245046811256,mri-esm2-0_2041-2060_ssp126,25,51.0,146.0,225.0,14.0,61.5,99.0
5295,RGI17,GLIMB,2.049075466844948,ipsl-cm6a-lr_2041-2060_ssp126,25,52.0,133.0,205.0,17.5,48.5,79.0
5296,RGI17,GLIMB,2.0496075314919837,gfdl-esm4_2041-2060_ssp370,25,49.0,135.0,217.0,14.0,52.0,97.0
5297,RGI17,GLIMB,2.092677030991532,mpi-esm1-2-hr_2041-2060_ssp370,25,48.0,124.0,193.0,14.0,42.0,72.5
5298,RGI17,GLIMB,2.1396524250416253,mpi-esm1-2-hr_2041-2060_ssp585,25,48.0,133.0,207.0,13.0,52.0,82.0
5299,RGI17,GLIMB,2.1712205231308155,ipsl-cm6a-lr_2081-2100_ssp126,25,49.0,133.0,205.0,14.5,51.0,67.5
5300,RGI17,GLIMB,2.1761438977250376,ukesm1-0-ll_2021-2040_ssp126,25,52.0,134.0,221.0,18.0,51.0,103.0
5301,RGI17,GLIMB,2.189115489502097,gfdl-esm4_2041-2060_ssp585,25,49.0,134.0,216.0,13.5,48.5,76.0
5302,RGI17,GLIMB,2.191208340613269,ipsl-cm6a-lr_2061-2080_ssp126,25,50.0,131.0,201.0,14.5,44.5,58.0
5303,RGI17,GLIMB,2.3197325111266047,ukesm1-0-ll_2021-2040_ssp585,25,50.0,128.0,199.0,12.5,40.0,49.5
5304,RGI17,GLIMB,2.3233173057330725,ukesm1-0-ll_2021-2040_ssp370,25,47.0,126.0,199.0,12.5,46.5,72.0
5305,RGI17,GLIMB,2.404955505633247,mri-esm2-0_2041-2060_ssp370,25,49.0,128.0,202.0,13.0,43.5,48.5
5306,RGI17,GLIMB,2.5948271367994478,ipsl-cm6a-lr_2041-2060_ssp370,25,44.0,121.0,194.0,12.0,45.0,70.0
5307,RGI17,GLIMB,2.687006726396547,mri-esm2-0_2041-2060_ssp585,25,45.0,123.0,196.0,12.5,44.5,70.0
5308,RGI17,GLIMB,2.718961154542893,mpi-esm1-2-hr_2061-2080_ssp370,25,43.0,121.0,189.0,11.0,39.5,51.0
5309,RGI17,GLIMB,2.7398348752990143,ukesm1-0-ll_2041-2060_ssp126,25,46.0,126.0,188.0,14.0,49.0,57.5
5310,RGI17,GLIMB,2.8141615409733487,gfdl-esm4_2061-2080_ssp370,25,45.0,124.0,201.0,10.5,42.0,59.5
5311,RGI17,GLIMB,2.843937216517189,ipsl-cm6a-lr_2041-2060_ssp585,25,43.0,116.0,183.0,12.5,43.0,71.0
5312,RGI17,GLIMB,2.950346953824412,mpi-esm1-2-hr_2061-2080_ssp585,25,44.0,119.0,188.0,12.5,42.0,65.0
5313,RGI17,GLIMB,2.951472321285355,ukesm1-0-ll_2061-2080_ssp126,25,45.0,124.0,193.0,12.5,46.5,60.5
5314,RGI17,GLIMB,3.038482494458876,ukesm1-0-ll_2081-2100_ssp126,25,44.0,122.0,190.0,14.0,48.5,73.5
5315,RGI17,GLIMB,3.048039247761285,gfdl-esm4_2061-2080_ssp585,25,44.0,124.0,200.0,12.5,44.5,69.5
5316,RGI17,GLIMB,3.105613246951532,mri-esm2-0_2061-2080_ssp370,25,39.0,119.0,186.0,11.0,53.5,87.0
5317,RGI17,GLIMB,3.414119753355767,ukesm1-0-ll_2041-2060_ssp370,25,42.0,118.0,180.0,16.5,59.5,96.0
5318,RGI17,GLIMB,3.4545105505178424,mpi-esm1-2-hr_2081-2100_ssp370,25,40.0,113.0,181.0,12.0,48.0,84.0
5319,RGI17,GLIMB,3.5131147480935234,ipsl-cm6a-lr_2061-2080_ssp370,25,41.0,108.0,177.0,14.0,46.0,87.0
5320,RGI17,GLIMB,3.5323191142029637,gfdl-esm4_2081-2100_ssp370,25,43.0,120.0,195.0,13.5,52.0,91.0
5321,RGI17,GLIMB,3.541685753482952,mri-esm2-0_2061-2080_ssp585,25,41.0,111.0,172.0,13.0,47.0,78.0
5322,RGI17,GLIMB,3.646967337572662,ukesm1-0-ll_2041-2060_ssp585,25,43.0,116.0,182.0,17.5,59.0,101.0
5323,RGI17,GLIMB,3.811452139882864,mri-esm2-0_2081-2100_ssp370,25,39.0,110.0,175.0,14.5,55.0,98.0
5324,RGI17,GLIMB,3.9907986846486527,mpi-esm1-2-hr_2081-2100_ssp585,25,38.0,112.0,177.0,13.5,56.5,98.5
5325,RGI17,GLIMB,4.001455331400752,gfdl-esm4_2081-2100_ssp585,25,42.0,118.0,192.0,16.5,58.5,106.0
5326,RGI17,GLIMB,4.16009837781178,ipsl-cm6a-lr_2061-2080_ssp585,25,39.0,106.0,171.0,15.0,52.5,96.0
5327,RGI17,GLIMB,4.439976778002009,ukesm1-0-ll_2061-2080_ssp370,25,37.0,105.0,168.0,16.5,62.0,110.5
5328,RGI17,GLIMB,4.5943250252311145,mri-esm2-0_2081-2100_ssp585,25,38.0,106.0,170.0,16.0,59.0,107.0
5329,RGI17,GLIMB,4.677751174879019,ipsl-cm6a-lr_2081-2100_ssp370,25,36.0,105.0,170.0,14.0,58.5,107.5
5330,RGI17,GLIMB,5.23054329301376,ukesm1-0-ll_2061-2080_ssp585,25,34.0,101.0,165.0,15.0,63.5,116.0
5331,RGI17,GLIMB,5.840495049230714,ukesm1-0-ll_2081-2100_ssp370,25,33.0,96.0,158.0,16.5,63.5,115.0
5332,RGI17,GLIMB,5.849304978170279,ipsl-cm6a-lr_2081-2100_ssp585,25,34.0,99.0,161.0,15.5,61.0,110.0
5333,RGI17,GLIMB,6.884360785697311,ukesm1-0-ll_2081-2100_ssp585,25,29.0,86.0,141.0,15.0,58.5,104.5
5334,RGI17,GloGEMflow,0.0833736138284337,mpi-esm1-2-hr_1851-1870_hist,25,47.0,100.0,129.0,0.0,0.0,0.0
5335,RGI17,GloGEMflow,0.1016562514146834,mpi-esm1-2-hr_1901-1920_hist,25,42.0,91.0,123.0,0.0,0.0,0.0
5336,RGI17,GloGEMflow,0.1909476951352631,mri-esm2-0_1851-1870_hist,25,48.0,115.0,158.0,0.0,0.0,0.0
5337,RGI17,GloGEMflow,0.2314087884401598,gfdl-esm4_1851-1870_hist,25,48.0,109.0,157.0,0.0,0.0,0.0
5338,RGI17,GloGEMflow,0.2524779717488781,mri-esm2-0_1901-1920_hist,25,30.0,88.0,129.0,0.0,0.0,0.0
5339,RGI17,GloGEMflow,0.3028923844731737,ipsl-cm6a-lr_1951-1970_hist,25,36.0,96.0,171.0,-9.0,-15.0,0.0
5340,RGI17,GloGEMflow,0.3530089022449858,mpi-esm1-2-hr_1951-1970_hist,25,43.0,89.0,113.0,0.0,0.0,0.0
5341,RGI17,GloGEMflow,0.3826520320932922,mri-esm2-0_1951-1970_hist,25,32.0,82.0,120.0,0.0,0.0,0.0
5342,RGI17,GloGEMflow,0.3922811293371855,gfdl-esm4_1951-1970_hist,25,36.0,86.0,115.0,0.0,0.0,0.0
5343,RGI17,GloGEMflow,0.478288564324949,gfdl-esm4_1901-1920_hist,25,36.0,88.0,141.0,0.0,0.0,0.0
5344,RGI17,GloGEMflow,0.9014667339962784,gfdl-esm4_1995-2014_hist,25,33.0,76.0,102.0,-13.0,-48.0,-71.0
5345,RGI17,GloGEMflow,0.9049395549636868,mpi-esm1-2-hr_1995-2014_hist,25,36.0,82.0,135.0,-5.0,-34.0,-21.0
5346,RGI17,GloGEMflow,0.913313145803356,ipsl-cm6a-lr_1995-2014_hist,25,32.0,74.0,98.0,-9.0,-30.0,-56.0
5347,RGI17,GloGEMflow,0.9222489478058092,mri-esm2-0_1995-2014_hist,25,27.0,75.0,98.0,-20.0,-48.0,-92.0
5348,RGI17,GloGEMflow,1.0587674077643272,ukesm1-0-ll_1995-2014_hist,25,33.0,71.0,110.0,-7.0,-21.0,-32.0
5349,RGI17,GloGEMflow,1.4691135287002737,mpi-esm1-2-hr_2021-2040_ssp126,25,28.0,63.0,89.0,-9.0,-26.0,-41.0
5350,RGI17,GloGEMflow,1.4885639337566965,gfdl-esm4_2021-2040_ssp370,25,27.0,60.0,87.0,-12.5,-33.5,-56.0
5351,RGI17,GloGEMflow,1.4937790687750323,mpi-esm1-2-hr_2021-2040_ssp370,25,31.0,71.0,102.0,-11.0,-41.0,-73.0
5352,RGI17,GloGEMflow,1.493791625332881,gfdl-esm4_2021-2040_ssp126,25,27.0,60.0,92.0,-13.0,-38.0,-61.0
5353,RGI17,GloGEMflow,1.5283027574212975,mpi-esm1-2-hr_2021-2040_ssp585,25,29.0,69.0,95.0,-9.0,-32.0,-51.0
5354,RGI17,GloGEMflow,1.5298023875255358,gfdl-esm4_2021-2040_ssp585,25,25.0,55.0,79.0,-11.0,-29.0,-43.5
5355,RGI17,GloGEMflow,1.636714986028974,ipsl-cm6a-lr_2021-2040_ssp126,25,25.0,54.0,80.0,-12.0,-31.0,-72.0
5356,RGI17,GloGEMflow,1.656830649489223,mpi-esm1-2-hr_2041-2060_ssp126,25,30.0,67.0,96.0,-5.0,-20.0,-30.0
5357,RGI17,GloGEMflow,1.6599956464695365,mpi-esm1-2-hr_2081-2100_ssp126,25,27.0,60.0,82.0,-7.0,-22.0,-42.0
5358,RGI17,GloGEMflow,1.664909941388102,ipsl-cm6a-lr_2021-2040_ssp585,25,27.0,60.0,90.0,-9.5,-24.5,-32.5
5359,RGI17,GloGEMflow,1.6781632715811343,ipsl-cm6a-lr_2021-2040_ssp370,25,26.0,58.0,85.0,-9.5,-24.5,-33.0
5360,RGI17,GloGEMflow,1.6787497715238051,gfdl-esm4_2041-2060_ssp126,25,28.0,62.0,86.0,-11.0,-31.0,-49.0
5361,RGI17,GloGEMflow,1.6844760802167618,gfdl-esm4_2081-2100_ssp126,25,28.0,61.0,86.0,-10.0,-28.0,-43.0
5362,RGI17,GloGEMflow,1.695689895147091,mpi-esm1-2-hr_2061-2080_ssp126,25,27.0,61.0,88.0,-9.0,-23.0,-29.0
5363,RGI17,GloGEMflow,1.7054887108734946,mri-esm2-0_2021-2040_ssp370,25,28.0,64.0,90.0,-9.0,-31.0,-60.0
5364,RGI17,GloGEMflow,1.7263241376269964,mri-esm2-0_2021-2040_ssp126,25,24.0,61.0,91.0,-14.0,-29.0,-40.0
5365,RGI17,GloGEMflow,1.7300556075408982,gfdl-esm4_2061-2080_ssp126,25,28.0,65.0,88.0,-9.5,-23.5,-38.5
5366,RGI17,GloGEMflow,1.9117346788457827,mri-esm2-0_2021-2040_ssp585,25,24.0,57.0,81.0,-13.0,-39.0,-54.0
5367,RGI17,GloGEMflow,1.9477879408841847,mri-esm2-0_2081-2100_ssp126,25,27.0,63.0,89.0,-6.0,-19.5,-52.5
5368,RGI17,GloGEMflow,1.996245046811256,mri-esm2-0_2041-2060_ssp126,25,27.0,62.0,88.0,-10.0,-22.5,-38.0
5369,RGI17,GloGEMflow,2.049075466844948,ipsl-cm6a-lr_2041-2060_ssp126,25,24.0,55.0,79.0,-10.5,-29.5,-47.0
5370,RGI17,GloGEMflow,2.0496075314919837,gfdl-esm4_2041-2060_ssp370,25,23.0,51.0,72.0,-12.0,-32.0,-48.0
5371,RGI17,GloGEMflow,2.0912659163195166,mri-esm2-0_2061-2080_ssp126,25,28.0,67.0,91.0,-8.0,-18.0,-27.0
5372,RGI17,GloGEMflow,2.092677030991532,mpi-esm1-2-hr_2041-2060_ssp370,25,24.0,54.0,77.0,-10.0,-28.0,-43.5
5373,RGI17,GloGEMflow,2.1396524250416253,mpi-esm1-2-hr_2041-2060_ssp585,25,26.0,58.0,89.0,-9.0,-23.0,-36.0
5374,RGI17,GloGEMflow,2.1712205231308155,ipsl-cm6a-lr_2081-2100_ssp126,25,23.0,50.0,73.0,-11.5,-32.0,-64.5
5375,RGI17,GloGEMflow,2.1761438977250376,ukesm1-0-ll_2021-2040_ssp126,25,23.0,52.0,81.0,-11.0,-31.0,-37.0
5376,RGI17,GloGEMflow,2.189115489502097,gfdl-esm4_2041-2060_ssp585,25,22.0,46.0,64.0,-13.5,-39.5,-76.0
5377,RGI17,GloGEMflow,2.191208340613269,ipsl-cm6a-lr_2061-2080_ssp126,25,24.0,53.0,78.0,-11.5,-33.5,-65.0
5378,RGI17,GloGEMflow,2.3197325111266047,ukesm1-0-ll_2021-2040_ssp585,25,21.0,48.0,66.0,-16.5,-40.0,-83.5
5379,RGI17,GloGEMflow,2.3233173057330725,ukesm1-0-ll_2021-2040_ssp370,25,24.0,50.0,75.0,-10.5,-29.5,-52.0
5380,RGI17,GloGEMflow,2.404955505633247,mri-esm2-0_2041-2060_ssp370,25,23.0,53.0,74.0,-13.0,-31.5,-79.5
5381,RGI17,GloGEMflow,2.5948271367994478,ipsl-cm6a-lr_2041-2060_ssp370,25,19.0,42.0,58.0,-13.0,-34.0,-66.0
5382,RGI17,GloGEMflow,2.687006726396547,mri-esm2-0_2041-2060_ssp585,25,20.0,47.0,65.0,-12.5,-31.5,-61.0
5383,RGI17,GloGEMflow,2.718961154542893,mpi-esm1-2-hr_2061-2080_ssp370,25,21.0,46.0,65.0,-11.0,-35.5,-73.0
5384,RGI17,GloGEMflow,2.7398348752990143,ukesm1-0-ll_2041-2060_ssp126,25,19.0,40.0,55.0,-13.0,-37.0,-75.5
5385,RGI17,GloGEMflow,2.8141615409733487,gfdl-esm4_2061-2080_ssp370,25,21.0,41.0,58.0,-13.5,-41.0,-83.5
5386,RGI17,GloGEMflow,2.843937216517189,ipsl-cm6a-lr_2041-2060_ssp585,25,18.0,37.0,50.0,-12.5,-36.0,-62.0
5387,RGI17,GloGEMflow,2.950346953824412,mpi-esm1-2-hr_2061-2080_ssp585,25,20.0,42.0,57.0,-11.5,-35.0,-66.0
5388,RGI17,GloGEMflow,2.951472321285355,ukesm1-0-ll_2061-2080_ssp126,25,20.0,40.0,56.0,-12.5,-37.5,-76.5
5389,RGI17,GloGEMflow,3.038482494458876,ukesm1-0-ll_2081-2100_ssp126,25,18.0,37.0,50.0,-12.0,-36.5,-66.5
5390,RGI17,GloGEMflow,3.048039247761285,gfdl-esm4_2061-2080_ssp585,25,19.0,41.0,57.0,-12.5,-38.5,-73.5
5391,RGI17,GloGEMflow,3.105613246951532,mri-esm2-0_2061-2080_ssp370,25,19.0,42.0,58.0,-9.0,-23.5,-41.0
5392,RGI17,GloGEMflow,3.414119753355767,ukesm1-0-ll_2041-2060_ssp370,25,15.0,29.0,38.0,-10.5,-29.5,-46.0
5393,RGI17,GloGEMflow,3.4545105505178424,mpi-esm1-2-hr_2081-2100_ssp370,25,17.0,34.0,45.0,-11.0,-31.0,-52.0
5394,RGI17,GloGEMflow,3.5131147480935234,ipsl-cm6a-lr_2061-2080_ssp370,25,16.0,32.0,44.0,-11.0,-30.0,-46.0
5395,RGI17,GloGEMflow,3.5323191142029637,gfdl-esm4_2081-2100_ssp370,25,17.0,34.0,45.0,-12.5,-34.0,-59.0
