,gcm,period_scenario,temp_ch_ipcc,region
337,ipsl-cm6a-lr,1901-1920_hist,-0.14352877364601424,global
338,ipsl-cm6a-lr,1951-1970_hist,0.3028923844731737,global
339,ipsl-cm6a-lr,1995-2014_hist,0.9133131458033561,global
340,ipsl-cm6a-lr,2021-2040_ssp126,1.636714986028974,global
341,ipsl-cm6a-lr,2041-2060_ssp126,2.0490754668449473,global
342,ipsl-cm6a-lr,2061-2080_ssp126,2.191208340613269,global
343,ipsl-cm6a-lr,2081-2100_ssp126,2.1712205231308155,global
344,ipsl-cm6a-lr,2021-2040_ssp370,1.6781632715811345,global
345,ipsl-cm6a-lr,2041-2060_ssp370,2.5948271367994473,global
346,ipsl-cm6a-lr,2061-2080_ssp370,3.5131147480935234,global
347,ipsl-cm6a-lr,2081-2100_ssp370,4.677751174879019,global
348,ipsl-cm6a-lr,2021-2040_ssp585,1.6649099413881019,global
349,ipsl-cm6a-lr,2041-2060_ssp585,2.843937216517189,global
350,ipsl-cm6a-lr,2061-2080_ssp585,4.16009837781178,global
351,ipsl-cm6a-lr,2081-2100_ssp585,5.849304978170279,global
352,ipsl-cm6a-lr,1851-1870_hist,-0.9016447081651573,global_glacier
353,ipsl-cm6a-lr,1901-1920_hist,-0.9615738106040754,global_glacier
354,ipsl-cm6a-lr,1951-1970_hist,0.06704647008311193,global_glacier
355,ipsl-cm6a-lr,1995-2014_hist,1.0664369958907334,global_glacier
356,ipsl-cm6a-lr,2021-2040_ssp126,2.3846842298316333,global_glacier
357,ipsl-cm6a-lr,2041-2060_ssp126,3.232462802345141,global_glacier
