year,incumbent_hindcast_cm,stock_hindcast_cm,A_hindcast_cm,B_hindcast_cm,A+B_hindcast_cm,A+B'_hindcast_cm,A+B+C_hindcast_cm,A+B'+C_hindcast_cm,A+B+C+D_hindcast_cm,A+B'+C+D_hindcast_cm,A+B'+C+D2_hindcast_cm
2024,1.36122638,1.63245372,1.66515372,1.61601503,1.66235692,1.61429105,1.95840451,1.74388399,1.69282954,1.72528348,1.67297928
2025,1.42424625,1.70622881,1.70953553,1.68823225,1.70766747,1.65812059,2.06704756,1.81898083,1.76529461,1.79913019,1.72611942
2026,1.48789581,1.78177824,1.75261693,1.76264074,1.751761,1.65812059,2.17616134,1.89407861,1.83775967,1.8729769,1.77925956
2027,1.55207715,1.85738949,1.79443602,1.83704302,1.79467465,1.65812059,2.28564145,1.96917706,1.91022474,1.94682361,1.8323997
2028,1.61664417,1.93078436,1.83502979,1.90872341,1.83644435,1.65812059,2.39537417,2.04427597,1.9826898,2.02067032,1.88553984
2029,1.68159654,2.00215248,1.87443413,1.97812691,1.87710483,1.65812059,2.5053468,2.11937531,2.05515486,2.09451703,1.93867998
2030,1.74699475,2.07259462,1.91268391,2.04672597,1.91668972,1.65812059,2.61558221,2.19447514,2.12761993,2.16836374,1.99182012
2031,1.81285768,2.14245929,1.94981295,2.11494791,1.95523152,1.65812059,2.72607925,2.26957547,2.20008499,2.24221045,2.04496026
2032,1.87907095,2.2100131,1.98585409,2.18065505,1.99276169,1.65812059,2.83676929,2.34467622,2.27255005,2.31605715,2.0981004
2033,1.94574448,2.277172,2.0208392,2.24630903,2.02931066,1.65812059,2.94770432,2.41977753,2.34501512,2.38990386,2.15124054
2034,2.01304577,2.34654062,2.05479922,2.31500501,2.06490787,1.65812059,3.05896444,2.4948797,2.41748018,2.46375057,2.20438068
2035,2.08114156,2.42045599,2.0877642,2.38930251,2.09958179,1.65812059,3.17061465,2.56998315,2.48994524,2.53759728,2.25752082
2036,2.14999358,2.49777087,2.11976329,2.46736301,2.13335998,1.65812059,3.28260878,2.64508816,2.56241031,2.61144399,2.31066096
2037,2.21962229,2.57838251,2.15082478,2.54886923,2.16626912,1.65812059,3.39493094,2.72019515,2.63487537,2.6852907,2.3638011
2038,2.29005238,2.66225947,2.18097616,2.63366273,2.198335,1.65812059,3.50756739,2.79530607,2.70734043,2.75913741,2.41694124
2039,2.36123678,2.74818713,2.21024408,2.72017749,2.22958259,1.65812059,3.62047984,2.87043241,2.7798055,2.83298412,2.47008138
2040,2.43311042,2.83477848,2.23865444,2.80679585,2.26003606,1.65812059,3.73362954,2.94558359,2.85227056,2.90683083,2.52322152
2041,2.50558015,2.92033802,2.26623236,2.89165042,2.28971879,1.65812059,3.84697406,3.02076334,2.92473562,2.98067754,2.57636166
2042,2.57857763,3.00379542,2.29300223,2.97376061,2.3186534,1.65812059,3.96048371,3.09597293,2.99720069,3.05452425,2.6295018
2043,2.65205564,3.08457646,2.31898773,3.05275777,2.34686181,1.65812059,4.07413831,3.17121274,3.06966575,3.12837096,2.68264194
2044,2.72622068,3.16643037,2.34421184,3.13353606,2.37436522,1.65812059,4.18799295,3.24649746,3.14213081,3.20221767,2.73578208
2045,2.8010524,3.24881767,2.36869686,3.21516096,2.40118415,1.65812059,4.30203464,3.32182776,3.21459588,3.27606438,2.78892222
2046,2.8764476,3.32986198,2.39246446,3.29520737,2.42733847,1.65812059,4.41622978,3.39719741,3.28706094,3.34991109,2.84206236
2047,2.95269127,3.41454187,2.41553566,3.37998958,2.45284742,1.65812059,4.5306514,3.47262263,3.35952601,3.4237578,2.8952025
2048,3.02978614,3.5023623,2.43793086,3.46836545,2.4777296,1.65812059,4.64529588,3.54809872,3.43199107,3.4976045,2.94834264
2049,3.10782462,3.59444049,2.45966987,3.56145643,2.50200306,1.65812059,4.7601833,3.62362173,3.50445613,3.57145121,3.00148278
2050,3.18653105,3.68528929,2.48077191,3.65215603,2.52568524,1.65812059,4.87523835,3.69917074,3.5769212,3.64529792,3.05462292
2051,3.26595508,3.77588294,2.50125565,3.74224548,2.54879305,1.65812059,4.99046942,3.77473816,3.64938626,3.71914463,3.10776306
2052,3.34594442,3.86350045,2.52113921,3.82855288,2.57134285,1.65812059,5.10583497,3.85031279,3.72185132,3.79299134,3.1609032
2053,3.42650386,3.94860081,2.54044016,3.91214582,2.59335049,1.65812059,5.22133245,3.92589245,3.79431639,3.86683805,3.21404334
2054,3.50756898,4.03035954,2.55917559,3.99221055,2.61483133,1.65812059,5.33694308,4.0014763,3.86678145,3.94068476,3.26718348
2055,3.58917093,4.10977881,2.57736206,4.07022068,2.63580022,1.65812059,5.45267015,4.07706422,3.93924651,4.01453147,3.32032362
2056,3.67126233,4.18632311,2.59501566,4.14547696,2.65627157,1.65812059,5.56849925,4.15265564,4.01171158,4.08837818,3.37346376
2057,3.75393926,4.26209713,2.61215199,4.22065409,2.67625933,1.65812059,5.68444606,4.22825083,4.08417664,4.16222489,3.4266039
2058,3.83724274,4.33790682,2.62878622,4.29645905,2.69577701,1.65812059,5.80051283,4.30384968,4.1566417,4.2360716,3.47974404
2059,3.9212229,4.4146018,2.64493306,4.37366089,2.71483769,1.65812059,5.91670152,4.37945211,4.22910677,4.30991831,3.53288418
2060,4.00594296,4.49314019,2.66060679,4.45316517,2.73345405,1.65812059,6.03301422,4.45505805,4.30157183,4.38376502,3.58602432
2061,4.09128116,4.57097105,2.67582126,4.53147058,2.75163839,1.65812059,6.14942081,4.53066671,4.37403689,4.45761173,3.63916446
2062,4.17727044,4.64876019,2.69058995,4.60966728,2.7694026,1.65812059,6.26591786,4.60627798,4.44650196,4.53145844,3.6923046
2063,4.26363368,4.72140559,2.7049259,4.68138954,2.78675822,1.65812059,6.38245866,4.68189078,4.51896702,4.60530515,3.74544474
2064,4.35046396,4.79142288,2.71884181,4.75065058,2.80371644,1.65812059,6.49905134,4.75750533,4.59143208,4.67915186,3.79858488
2065,4.43777884,4.85953369,2.73234997,4.81835945,2.82028808,1.65812059,6.61569375,4.8331216,4.66389715,4.75299856,3.85172502
2066,4.52556734,4.92582254,2.74546233,4.8844909,2.83648364,1.65812059,6.73238083,4.90873947,4.73636221,4.82684527,3.90486516
2067,4.61394345,4.99266117,2.75819049,4.9519385,2.8523133,1.65812059,6.84912126,4.98435922,4.80882728,4.90069198,3.9580053
2068,4.70295004,5.06071846,2.77054571,5.02108315,2.86778694,1.65812059,6.96591514,5.05998088,4.88129234,4.97453869,4.01114544
2069,4.79258428,5.12970256,2.78253892,5.09121409,2.8829141,1.65812059,7.08275785,5.13560443,4.9537574,5.0483854,4.06428558
2070,4.88285006,5.19949385,2.79418072,5.16207271,2.89770406,1.65812059,7.19964631,5.21122982,5.02622247,5.12223211,4.11742572
2071,4.97369117,5.26886426,2.8054814,5.23209035,2.91216582,1.65812059,7.31657276,5.28685682,5.09868753,5.19607882,4.17056586
2072,5.06506646,5.33707994,2.81645097,5.3005662,2.92630808,1.65812059,7.43353189,5.36248526,5.17115259,5.26992553,4.223706
2073,5.15674082,5.39989099,2.82709913,5.36238794,2.94013931,1.65812059,7.55050324,5.43811457,5.24361766,5.34377224,4.27684614
2074,5.24886401,5.46106125,2.83743529,5.42320707,2.95366769,1.65812059,7.66749852,5.51374503,5.31608272,5.41761895,4.32998628
2075,5.34149677,5.52200669,2.84746859,5.48450086,2.96690118,1.65812059,7.78452208,5.58937674,5.38854778,5.49146566,4.38312642
2076,5.43442081,5.57861955,2.85720791,5.54065855,2.97984749,1.65812059,7.9015563,5.66500921,5.46101285,5.56531237,4.43626656
2077,5.52776846,5.63417561,2.86666187,5.59641554,2.99251409,1.65812059,8.01861172,5.74064268,5.53347791,5.63915908,4.4894067
2078,5.62144299,5.68701852,2.87583882,5.64929664,3.00490824,1.65812059,8.1356808,5.81627694,5.60594297,5.71300579,4.54254684
2079,5.71564077,5.74136033,2.88474688,5.70478258,3.01703699,1.65812059,8.25277969,5.89191231,5.67840804,5.7868525,4.59568698
2080,5.81011697,5.7922475,2.89339392,5.75583084,3.02890716,1.65812059,8.36988912,5.96754834,5.7508731,5.86069921,4.64882712
2081,5.90514331,5.84549291,2.90178761,5.81046231,3.04052537,1.65812059,8.4870323,6.04318548,5.82333816,5.93454592,4.70196726
2082,6.00068169,5.89991424,2.90993535,5.86629275,3.05189806,1.65812059,8.60420754,6.11882362,5.89580323,6.00839262,4.7551074
2083,6.09680058,5.95659352,2.91784436,5.92456503,3.06303146,1.65812059,8.7214228,6.19446284,5.96826829,6.08223933,4.80824754
2084,6.19320543,6.00940122,2.92552164,5.97724739,3.07393164,1.65812059,8.83865323,6.27010266,6.04073335,6.15608604,4.86138768
2085,6.28992768,6.05967323,2.93297396,6.02720974,3.08460447,1.65812059,8.95590274,6.34574311,6.11319842,6.22993275,4.91452782
2086,6.38696966,6.10792998,2.94020793,6.07531465,3.09505566,1.65812059,9.07317278,6.42138419,6.18566348,6.30377946,4.96766796
2087,6.48424888,6.15295629,2.94722994,6.11998246,3.10529075,1.65812059,9.1904562,6.49702576,6.25812854,6.37762617,5.0208081
2088,6.58171575,6.19441515,2.95404619,6.16101382,3.11531511,1.65812059,9.30774857,6.57266774,6.33059361,6.45147288,5.07394824
2089,6.67958299,6.23711493,2.96066273,6.2046668,3.12513398,1.65812059,9.42507246,6.64831045,6.40305867,6.52531959,5.12708838
2090,6.77770961,6.27807034,2.9670854,6.24617057,3.13475241,1.65812059,9.54241409,6.72395367,6.47552374,6.5991663,5.18022852
2091,6.87628644,6.32133026,2.97331989,6.29092851,3.14417534,1.65812059,9.65979448,6.79959767,6.5479888,6.67301301,5.23336866
2092,6.97519004,6.36402617,2.9793717,6.33452157,3.15340756,1.65812059,9.77720111,6.87524227,6.62045386,6.74685972,5.2865088
2093,7.07443637,6.40657546,2.98524618,6.37781885,3.16245369,1.65812059,9.89463614,6.95088748,6.69291893,6.82070643,5.33964894
2094,7.17421012,6.45262589,2.99094854,6.42551181,3.17131827,1.65812059,10.0121203,7.02653356,6.76538399,6.89455314,5.39278908
2095,7.27445788,6.5004232,2.99648382,6.47458865,3.18000566,1.65812059,10.1296479,7.10218044,6.83784905,6.96839985,5.44592922
2096,7.37498858,6.54583012,3.00185692,6.51990035,3.18852015,1.65812059,10.2471979,7.17782783,6.91031412,7.04224656,5.49906936
2097,7.47579368,6.58915441,3.00707257,6.56282953,3.19686585,1.65812059,10.3647692,7.25347574,6.98277918,7.11609327,5.5522095
2098,7.57675723,6.62851992,3.01213541,6.60128581,3.2050468,1.65812059,10.482349,7.32912399,7.05524424,7.18993998,5.60534964
2099,7.67776079,6.66239623,3.0170499,6.63383883,3.21306691,1.65812059,10.5999244,7.40477243,7.12770931,7.26378668,5.65848978
2100,7.77899067,6.69559299,3.0218204,6.66712492,3.22092998,1.65812059,10.7175154,7.4804213,7.20017437,7.33763339,5.71162992
2101,7.88042112,6.72773892,3.02645111,6.6997337,3.22863969,1.65812059,10.835119,7.55607057,7.27263943,7.4114801,5.76477006
2102,7.98226683,6.76330774,3.03094615,6.73710241,3.23619964,1.65812059,10.9527577,7.63172052,7.3451045,7.48532681,5.8179102
2103,8.08453086,6.80165865,3.03530948,6.77728519,3.24361333,1.65812059,11.0704306,7.70737114,7.41756956,7.55917352,5.87105034
2104,8.18715531,6.84105782,3.03954495,6.81783535,3.25088414,1.65812059,11.1881308,7.78302235,7.49003462,7.63302023,5.92419048
2105,8.29022345,6.88295447,3.04365633,6.86095394,3.25801538,1.65812059,11.305865,7.85867425,7.56249969,7.70686694,5.97733062
2106,8.39332722,6.91862569,3.04764724,6.8953254,3.26501026,1.65812059,11.423593,7.93432631,7.63496475,7.78071365,6.03047076
2107,8.49654425,6.95094629,3.05152122,6.92662393,3.2718719,1.65812059,11.5413219,8.00997864,7.70742981,7.85456036,6.0836109
2108,8.59980653,6.97926256,3.05528168,6.9540039,3.27860334,1.65812059,11.6590451,8.08563114,7.77989488,7.92840707,6.13675104
2109,8.70332892,7.0087326,3.05893197,6.9841686,3.28520753,1.65812059,11.7767822,8.16128408,7.85235994,8.00225378,6.18989118
2110,8.80698804,7.036633,3.06247529,7.01242795,3.29168735,1.65812059,11.8945213,8.23693731,7.92482501,8.07610049,6.24303132
2111,8.91089264,7.06548594,3.0659148,7.04224041,3.2980456,1.65812059,12.0122713,8.31259094,7.99729007,8.1499472,6.29617146
2112,9.01503481,7.0949299,3.06925353,7.07262062,3.304285,1.65812059,12.1300304,8.38824497,8.06975513,8.22379391,6.3493116
2113,9.11954435,7.12746473,3.07249442,7.1066844,3.31040819,1.65812059,12.2478082,8.46389954,8.1422202,8.29764062,6.40245174
2114,9.22435318,7.16105032,3.07564036,7.14120607,3.31641777,1.65812059,12.3655972,8.53955454,8.21468526,8.37148733,6.45559188
2115,9.32957424,7.19775981,3.07869413,7.1791528,3.32231623,1.65812059,12.4834037,8.61521011,8.28715032,8.44533404,6.50873202
2116,9.43505946,7.23389799,3.08165841,7.2154203,3.32810602,1.65812059,12.6012153,8.69086605,8.35961539,8.51918074,6.56187216
2117,9.54067806,7.26691513,3.08453584,7.24756352,3.33378952,1.65812059,12.7190226,8.76652225,8.43208045,8.59302745,6.6150123
2118,9.64640177,7.29691441,3.08732896,7.27661021,3.33936905,1.65812059,12.8368232,8.84217865,8.50454551,8.66687416,6.66815244
2119,9.75205326,7.320941,3.09004024,7.29902268,3.34484687,1.65812059,12.9546063,8.91783509,8.57701058,8.74072087,6.72129258
2120,9.85784301,7.34460109,3.09267207,7.32274308,3.35022517,1.65812059,13.0723844,8.99349177,8.64947564,8.81456758,6.77443272
2121,9.96387012,7.37000101,3.0952268,7.34927667,3.3555061,1.65812059,13.190163,9.06914878,8.7219407,8.88841429,6.82757286
2122,10.069947,7.39292275,3.09770667,7.3723085,3.36069173,1.65812059,13.307931,9.14480593,8.79440577,8.962261,6.880713
2123,10.1764454,7.42153287,3.10011387,7.4030726,3.3657841,1.65812059,13.4257086,9.22046358,8.86687083,9.03610771,6.93385314
2124,10.283295,7.45314667,3.10245055,7.43631788,3.3707852,1.65812059,13.5434908,9.29612163,8.93933589,9.10995442,6.98699328
2125,10.3904092,7.48531119,3.10471875,7.46905853,3.37569694,1.65812059,13.6612727,9.37177999,9.01180096,9.18380113,7.04013342
2126,10.4976394,7.51483281,3.1069205,7.49792454,3.38052121,1.65812059,13.7790461,9.44743854,9.08426602,9.25764784,7.09327356
2127,10.6049308,7.54116839,3.10905774,7.523272,3.38525985,1.65812059,13.8968085,9.52309723,9.15673108,9.33149455,7.1464137
2128,10.7123077,7.56553686,3.11113235,7.54710037,3.38991463,1.65812059,14.0145607,9.59875607,9.22919615,9.40534126,7.19955384
2129,10.8198218,7.5894492,3.11314618,7.57113331,3.39448731,1.65812059,14.1323052,9.6744151,9.30166121,9.47918797,7.25269398
2130,10.9274983,7.61353148,3.115101,7.5956976,3.39897957,1.65812059,14.2500429,9.75007433,9.37412628,9.55303468,7.30583412
2131,11.0350385,7.63155899,3.11699854,7.6125122,3.40339307,1.65812059,14.3677599,9.82573354,9.44659134,9.62688139,7.35897426
2132,11.1428389,7.65311637,3.11884048,7.63537111,3.40772944,1.65812059,14.4854744,9.90139301,9.5190564,9.7007281,7.4121144
2133,11.2511255,7.68212298,3.12062846,7.66723094,3.41199024,1.65812059,14.6031959,9.9770529,9.59152147,9.7745748,7.46525454
2134,11.3598176,7.7152277,3.12236404,7.70217012,3.416177,1.65812059,14.72092,10.0527131,9.66398653,9.84842151,7.51839468
2135,11.468938,7.75199218,3.12404878,7.74009669,3.42029124,1.65812059,14.8386473,10.1283737,9.73645159,9.92226822,7.57153482
2136,11.5781394,7.78427594,3.12568414,7.77090164,3.42433441,1.65812059,14.9563631,10.2040343,9.80891666,9.99611493,7.62467496
2137,11.6874303,7.81328513,3.12727159,7.79841347,3.42830793,1.65812059,15.0740675,10.2796951,9.88138172,10.0699616,7.6778151
2138,11.7967039,7.83753107,3.12881253,7.8210194,3.4322132,1.65812059,15.1917564,10.355356,9.95384678,10.1438084,7.73095524
2139,11.9059712,7.85834633,3.13030832,7.8408527,3.43605157,1.65812059,15.3094301,10.4310169,10.0263118,10.2176551,7.78409538
2140,12.0154638,7.88138896,3.13176028,7.86487537,3.43982438,1.65812059,15.4270978,10.506678,10.0987769,10.2915018,7.83723552
2141,12.1250282,7.90291899,3.13316969,7.8866626,3.44353292,1.65812059,15.5447535,10.5823391,10.171242,10.3653485,7.89037566
2142,12.2346784,7.92357981,3.13453781,7.9075974,3.44717845,1.65812059,15.6623975,10.6580004,10.243707,10.4391952,7.9435158
2143,12.3443879,7.94301977,3.13586585,7.92721295,3.45076221,1.65812059,15.7800288,10.7336618,10.3161721,10.5130419,7.99665594
2144,12.4544912,7.96858586,3.13715497,7.95502178,3.45428539,1.65812059,15.8976606,10.8093235,10.3886372,10.5868886,8.04979608
2145,12.5648664,7.99628741,3.13840632,7.98393832,3.45774919,1.65812059,16.0152878,10.8849854,10.4611022,10.6607353,8.10293622
2146,12.6753873,8.02294975,3.139621,8.01049384,3.46115474,1.65812059,16.1329057,10.9606473,10.5335673,10.734582,8.15607636
2147,12.7860455,8.04863476,3.14080009,8.03583625,3.46450316,1.65812059,16.2505139,11.0363095,10.6060324,10.8084287,8.2092165
2148,12.8968518,8.07380605,3.14194464,8.06082874,3.46779557,1.65812059,16.3681128,11.1119717,10.6784974,10.8822754,8.26235664
2149,13.0078322,8.09913643,3.14305565,8.08626505,3.47103302,1.65812059,16.4857035,11.1876341,10.7509625,10.9561222,8.31549678
2150,13.1188252,8.12114907,3.1441341,8.10747249,3.47421656,1.65812059,16.6032797,11.2632965,10.8234275,11.0299689,8.36863692
2151,13.2299251,8.14263988,3.14518096,8.1289337,3.47734722,1.65812059,16.7208452,11.338959,10.8958926,11.1038156,8.42177706
2152,13.3412112,8.16542679,3.14619714,8.15241606,3.48042599,1.65812059,16.838403,11.4146217,10.9683577,11.1776623,8.4749172
2153,13.4525816,8.18702484,3.14718355,8.17406907,3.48345386,1.65812059,16.9559492,11.4902845,11.0408227,11.251509,8.52805734
2154,13.5640993,8.20906966,3.14814106,8.19652269,3.48643178,1.65812059,17.0734864,11.5659473,11.1132878,11.3253557,8.58119748
2155,13.6760299,8.23716275,3.14907051,8.22664486,3.48936068,1.65812059,17.1910253,11.6416105,11.1857529,11.3992024,8.63433762
2156,13.788365,8.26969597,3.14997273,8.26072355,3.49224148,1.65812059,17.308566,11.7172738,11.2582179,11.4730491,8.68747776
2157,13.9008905,8.3009906,3.15084851,8.29156454,3.49507506,1.65812059,17.4261,11.7929373,11.330683,11.5468958,8.7406179
2158,14.0136435,8.33214267,3.15169863,8.32225846,3.49786231,1.65812059,17.5436292,11.8686009,11.4031481,11.6207425,8.79375804
2159,14.1265012,8.36052699,3.15252384,8.34953965,3.50060407,1.65812059,17.6611483,11.9442647,11.4756131,11.6945892,8.84689818
2160,14.2393669,8.38471989,3.15332487,8.37233332,3.50330118,1.65812059,17.7786535,12.0199285,11.5480782,11.768436,8.90003832
2161,14.3523514,8.408137,3.15410243,8.39556812,3.50595445,1.65812059,17.8961496,12.0955923,11.6205432,11.8422827,8.95317846
2162,14.4654068,8.42993023,3.15485721,8.41726014,3.5085647,1.65812059,18.0136346,12.1712563,11.6930083,11.9161294,9.0063186
2163,14.5783646,8.44684215,3.15558988,8.43323147,3.51113269,1.65812059,18.1311011,12.2469203,11.7654734,11.9899761,9.05945874
2164,14.6916394,8.4690536,3.15630107,8.45747568,3.51365919,1.65812059,18.2485677,12.3225845,11.8379384,12.0638228,9.11259888
2165,14.8052136,8.49491005,3.15699143,8.48512341,3.51614495,1.65812059,18.3660343,12.3982488,11.9104035,12.1376695,9.16573902
2166,14.9190575,8.52287811,3.15766156,8.51407592,3.51859071,1.65812059,18.4835001,12.4739133,11.9828686,12.2115162,9.21887916
2167,15.0332654,8.55451641,3.15831205,8.54680931,3.52099718,1.65812059,18.6009701,12.5495781,12.0553336,12.2853629,9.2720193
2168,15.1477437,8.58687268,3.15894349,8.57922687,3.52336507,1.65812059,18.7184403,12.625243,12.1277987,12.3592096,9.32515944
2169,15.2621844,8.61300983,3.15955642,8.60325796,3.52569505,1.65812059,18.8358953,12.700908,12.2002638,12.4330563,9.37829958
2170,15.3765892,8.63450658,3.1601514,8.62314991,3.52798781,1.65812059,18.9533353,12.776573,12.2727288,12.5069031,9.43143972
2171,15.4908522,8.65020037,3.16072894,8.63736945,3.530244,1.65812059,19.0707548,12.852238,12.3451939,12.5807498,9.48457986
2172,15.6052892,8.66844134,3.16128956,8.65690348,3.53246427,1.65812059,19.18817,12.9279031,12.4176589,12.6545965,9.53772
2173,15.7196801,8.6837785,3.16183375,8.67228548,3.53464924,1.65812059,19.3055697,13.0035683,12.490124,12.7284432,9.59086014
2174,15.8342975,8.70291771,3.16236199,8.6932132,3.53679955,1.65812059,19.4229681,13.0792336,12.5625891,12.8022899,9.64400028
2175,15.9491139,8.7243171,3.16287476,8.71595928,3.53891578,1.65812059,19.5403638,13.1548991,12.6350541,12.8761366,9.69714042
2176,16.0640963,8.74669212,3.16337251,8.73899238,3.54099855,1.65812059,19.6577555,13.2305647,12.7075192,12.9499833,9.75028056
2177,16.1795667,8.77693285,3.16385567,8.77162473,3.54304842,1.65812059,19.7751602,13.3062306,12.7799843,13.02383,9.8034207
2178,16.2951318,8.80435845,3.16432467,8.79819403,3.54506598,1.65812059,19.8925571,13.3818967,12.8524493,13.0976767,9.85656084
2179,16.4108076,8.83003412,3.16477993,8.82294188,3.54705177,1.65812059,20.0099472,13.4575628,12.9249144,13.1715234,9.90970098
2180,16.5265784,8.85404935,3.16522186,8.84625446,3.54900634,1.65812059,20.1273296,13.5332291,12.9973794,13.2453701,9.96284112
2181,16.6422367,8.87222054,3.16565083,8.8627447,3.55093024,1.65812059,20.2446933,13.6088954,13.0698445,13.3192169,10.0159813
2182,16.7579786,8.89037846,3.16606723,8.88112476,3.55282398,1.65812059,20.3620486,13.6845618,13.1423096,13.3930636,10.0691214
2183,16.8736318,8.9046997,3.16647144,8.8949035,3.55468808,1.65812059,20.4793865,13.7602283,13.2147746,13.4669103,10.1222615
2184,16.9891927,8.91607892,3.1668638,8.9060439,3.55652305,1.65812059,20.5967067,13.8358947,13.2872397,13.540757,10.1754017
2185,17.1050598,8.93411602,3.16724466,8.92676557,3.55832938,1.65812059,20.7140305,13.9115614,13.3597048,13.6146037,10.2285418
2186,17.2210199,8.95238813,3.16761437,8.94584165,3.56010756,1.65812059,20.8313465,13.9872282,13.4321698,13.6884504,10.281682
2187,17.3371026,8.97149945,3.16797324,8.96548059,3.56185806,1.65812059,20.9486562,14.0628951,13.5046349,13.7622971,10.3348221
2188,17.453303,8.99112972,3.16832159,8.98541364,3.56358135,1.65812059,21.0659594,14.1385622,13.5771,13.8361438,10.3879622
2189,17.5698034,9.01523462,3.16865974,9.01087443,3.56527789,1.65812059,21.1832656,14.2142295,13.649565,13.9099905,10.4411024
2190,17.6863911,9.03790781,3.16898798,9.03309275,3.56694812,1.65812059,21.3005634,14.289897,13.7220301,13.9838372,10.4942425
2191,17.8031739,9.06193623,3.16930661,9.05728553,3.56859249,1.65812059,21.4178583,14.3655647,13.7944951,14.057684,10.5473827
2192,17.9199776,9.08306165,3.1696159,9.07742837,3.57021142,1.65812059,21.5351414,14.4412324,13.8669602,14.1315307,10.6005228
2193,18.0367693,9.101291,3.16991612,9.09473702,3.57180534,1.65812059,21.652411,14.5169002,13.9394253,14.2053774,10.6536629
2194,18.1534269,9.11462848,3.17020755,9.10683144,3.57337468,1.65812059,21.7696607,14.592568,14.0118903,14.2792241,10.7068031
2195,18.2703243,9.1327404,3.17049044,9.12675481,3.57491982,1.65812059,21.8869095,14.668236,14.0843554,14.3530708,10.7599432
2196,18.387377,9.15250095,3.17076504,9.14754466,3.57644118,1.65812059,22.0041529,14.7439042,14.1568205,14.4269175,10.8130834
2197,18.5044417,9.17025919,3.1710316,9.16496544,3.57793914,1.65812059,22.1213838,14.8195725,14.2292855,14.5007642,10.8662235
2198,18.6216189,9.18879956,3.17129034,9.18386763,3.5794141,1.65812059,22.2386068,14.8952409,14.3017506,14.5746109,10.9193636
2199,18.7390467,9.21105143,3.17154151,9.20737761,3.58086643,1.65812059,22.3558285,14.9709096,14.3742157,14.6484576,10.9725038
2200,18.8566717,9.2348474,3.17178531,9.23167454,3.58229649,1.65812059,22.4730458,15.0465785,14.4466807,14.7223043,11.0256439
2201,18.9746079,9.26238621,3.17202197,9.26012614,3.58370466,1.65812059,22.5902636,15.1222476,14.5191458,14.796151,11.0787841
2202,19.0927428,9.29013683,3.1722517,9.28762054,3.58509129,1.65812059,22.7074762,15.1979169,14.5916108,14.8699978,11.1319242
2203,19.2108035,9.31182537,3.17247469,9.30714209,3.58645674,1.65812059,22.8246718,15.2735863,14.6640759,14.9438445,11.1850643
2204,19.3288607,9.33065323,3.17269115,9.32497215,3.58780134,1.65812059,22.9418533,15.3492557,14.736541,15.0176912,11.2382045
2205,19.4469297,9.34772325,3.17290127,9.34180399,3.58912543,1.65812059,23.0590214,15.4249252,14.809006,15.0915379,11.2913446
2206,19.5649486,9.36208644,3.17310523,9.35587591,3.59042935,1.65812059,23.1761734,15.5005948,14.8814711,15.1653846,11.3444848
2207,19.6828661,9.37328533,3.17330322,9.36677614,3.59171343,1.65812059,23.2933072,15.5762644,14.9539362,15.2392313,11.3976249
2208,19.8006951,9.38245167,3.17349541,9.37610925,3.59297797,1.65812059,23.4104233,15.651934,15.0264012,15.313078,11.450765
2209,19.9186565,9.39514936,3.17368196,9.39068105,3.59422331,1.65812059,23.5275306,15.7276037,15.0988663,15.3869247,11.5039052
2210,20.0367333,9.41006746,3.17386305,9.40695616,3.59544974,1.65812059,23.6446281,15.8032737,15.1713314,15.4607714,11.5570453
2211,20.1550306,9.42903694,3.17403883,9.42745847,3.59665756,1.65812059,23.7617195,15.8789438,15.2437964,15.5346181,11.6101855
2212,20.2735421,9.45084917,3.17420946,9.45013081,3.59784709,1.65812059,23.8788038,15.9546141,15.3162615,15.6084648,11.6633256
2213,20.3920955,9.47080345,3.17437509,9.46929336,3.5990186,1.65812059,23.9958748,16.0302845,15.3887265,15.6823116,11.7164657
2214,20.5107964,9.49182169,3.17453587,9.49033071,3.60017239,1.65812059,24.1129358,16.1059551,15.4611916,15.7561583,11.7696059
2215,20.6294793,9.50981367,3.17469194,9.50727484,3.60130874,1.65812059,24.2299809,16.1816258,15.5336567,15.830005,11.822746
2216,20.7482121,9.52714837,3.17484343,9.52437535,3.60242792,1.65812059,24.3470124,16.2572965,15.6061217,15.9038517,11.8758862
2217,20.8669693,9.54341539,3.17499049,9.54048445,3.60353021,1.65812059,24.4640293,16.3329674,15.6785868,15.9776984,11.9290263
2218,20.985555,9.55439219,3.17513324,9.55017109,3.60461588,1.65812059,24.5810257,16.4086382,15.7510519,16.0515451,11.9821664
2219,21.1041867,9.56649939,3.1752718,9.56305765,3.60568518,1.65812059,24.6980079,16.4843091,15.8235169,16.1253918,12.0353066
2220,21.2228002,9.57795411,3.17540631,9.5749145,3.60673839,1.65812059,24.8149741,16.5599801,15.895982,16.1992385,12.0884467
2221,21.3415162,9.59171863,3.17553687,9.58984336,3.60777574,1.65812059,24.9319274,16.6356512,15.9684471,16.2730852,12.1415869
2222,21.4603283,9.60703196,3.17566361,9.60595535,3.60879749,1.65812059,25.0488672,16.7113224,16.0409121,16.3469319,12.194727
2223,21.5796225,9.63244037,3.17578663,9.63441484,3.60980389,1.65812059,25.1658025,16.786994,16.1133772,16.4207787,12.2478671
2224,21.6991935,9.66048674,3.17590605,9.66286553,3.61079518,1.65812059,25.2827278,16.8626658,16.1858422,16.4946254,12.3010073
