year,model,member,scenario,tas_global_K,gsat_anom_C,gsat_anom_C_11yr,gis_anom_C,gis_anom_C_11yr,amp_11yr,source,basis
1973,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.6662121880877,0.6865150526050456,0.49815576700352826,1.398917985510991,0.9780538970476894,1.9633495421137264,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1974,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.4128458036274,0.43314866814478137,0.508534127369847,0.8825917995747545,0.9412875557398531,1.8509820778562476,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1975,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.3876050982703,0.40790796278764674,0.5251403384470347,0.3459320268827355,0.8691001788648407,1.654986515480752,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1976,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.54197145698873,0.562274321506095,0.5504219677236868,0.7304177466005513,0.9886744348256813,1.7962118025819753,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1977,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.5360352869826,0.5563381514999719,0.5473863698232435,0.5016365910394995,1.0029729436826849,1.8322943335373052,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1978,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.494691066819,0.5149939313363348,0.5191284505373749,1.4211897964447928,1.115910832172685,2.1495851961447148,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1979,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.56832549669963,0.5886283612169905,0.49071534452608295,0.8434540975163713,1.1876496480230323,2.4202415132749233,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1980,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.71675689960307,0.7370597641204313,0.4770034233443012,0.5162793274075739,1.2134720477625676,2.5439482996890006,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1981,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.6180757299399,0.6383785944572651,0.4934762203859112,2.7951693422683093,1.2338180208024416,2.500258309990224,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1982,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.3442699516492,0.36457281616657156,0.517909439287595,1.1295611449254466,1.1809711407499683,2.2802657205368586,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1983,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.20029246755263,0.2205953320699905,0.5616970804257965,1.7098692957285095,1.3226393055279986,2.3547199222138864,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1984,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.3536680219635,0.37397088648083354,0.622795888141933,2.1880449598648113,1.3418842079474407,2.154613146131803,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1985,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.2620146706278,0.2823175351451823,0.6386928579355423,1.1666381967096413,1.3867130031110961,2.1711734926759507,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1986,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.568805865728,0.589108730245357,0.6333568716251379,0.56973773032135,1.505209983112084,2.376559015219726,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1987,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.81073686490726,0.8310397294246172,0.6282751516357414,0.14910206602334597,1.4030062608011376,2.233107989625804,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1988,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.0176993395028,1.038002204020188,0.6525042895701642,2.059986403597833,1.4499331099423423,2.222105100485213,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1989,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.1667779516965,1.187080816213836,0.6959317544919631,1.6328837230586544,1.5245714046402243,2.1906909618647536,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1990,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.74319216442933,0.7634950289466929,0.7442261900133592,1.336570844316583,1.485768978959297,1.9963943743133075,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1991,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.6580610501886,0.678363914705983,0.8088070390461387,1.819746107418439,1.5335608739963427,1.8960775561559624,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1992,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.56217681005654,0.5824796745739036,0.8389203954782726,1.6709283968478985,1.7180322086885527,2.0479084999585617,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1993,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.61079046892786,0.6310933334452216,0.8382658278953428,1.6457564854786995,1.7909941834260714,2.1365468134646144,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1994,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.6779945816924,0.6982974462097786,0.8271939109947394,2.530890537405213,1.802669728050507,2.1792589429033784,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1995,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.88490681269883,0.9052096772161917,0.8106102091814994,1.76121827737461,1.8628616688086894,2.2980979609048893,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1996,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.9724040099884,0.9927068745057568,0.8241021446850503,1.6923490421171437,2.034269435552747,2.4684675906652203,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1997,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.90005278648147,0.9203556509988289,0.8370243380515024,2.5989224119356606,2.0080939852784847,2.3990867337897237,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1998,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.803536621495,0.823839486012389,0.8672802594687657,0.9516837881360516,1.974085007617196,2.276178877663352,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1999,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.8959082535962,0.9162111181135515,0.8925806001009381,2.188417394466626,2.0108192277211314,2.252815294768603,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2000,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.98435723175083,1.0046600962681964,0.9387618943319725,2.2949950713986595,1.9537245354013584,2.081171537955999,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2001,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.8916034549684,0.9119063194857517,0.9674481105195644,3.2220562785012135,1.9622138579234187,2.0282367980124736,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2002,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.8002051772196,0.8205080417369572,0.9647423851604809,1.5318161544015538,1.9543300405914812,2.025753269113792,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2003,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.89499194564644,0.9152948101638003,0.9761653340619112,1.2968296425737265,1.874990460824891,1.9207714056213083,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2004,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.88909421588176,0.9093970803991169,1.0347305330807537,2.0498329066219867,2.0721997898929256,2.0026467989914862,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2005,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.1859888182338,1.2062916827511572,1.0892829959295383,1.9028489218877098,2.1095873410704526,1.9366751789513055,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2006,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.20045519076234,1.2207580552797026,1.1017415718486476,1.8546008251172736,2.0615437371287055,1.8711681485065277,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2007,IPSL-CM6A-LR,r1i1p1f1,ssp585,286.9426410310385,0.9629438955558385,1.144288122001931,1.6056270514658308,1.9685364823846963,1.7203154035547827,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2008,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.0257052243972,1.0460080889145615,1.1929874146645922,1.7261870345031696,2.0772458408111345,1.7412135411295608,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2009,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.4477538107023,1.4680566752196569,1.221654145446461,3.1209864078844305,2.085596572692401,1.7071906811483106,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2010,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.4959853449328,1.516288209450181,1.2609218821329065,2.5996804574194243,2.1121532867154644,1.6750865510737758,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2011,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.12140156686104,1.1417044313784004,1.3030608642222008,1.7665154280394404,2.2666309610615683,1.739466684401211,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2012,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.3596155066545,1.3799183711718683,1.355961457845307,2.198976476317114,2.3088317852997564,1.7027267050559165,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2013,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.33589739650887,1.3562002610262311,1.4078743811231478,2.727619097092372,2.269960654552392,1.6123318138238336,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2014,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.210325984247,1.2306288487643542,1.4493458399921957,1.3886876932676557,2.2318791729223544,1.539921743546297,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2015,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.32103931943266,1.3413421839500188,1.4532251414986903,2.3419567608756893,2.2174317481765,1.5258693817323405,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2016,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.64951762121603,1.6698204857333963,1.471140143554723,3.6021033396948496,2.231245605516028,1.5166778061841604,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2017,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.7823617206165,1.8026645851338685,1.5005565047194978,2.318809891737345,2.3420071236044335,1.5607590358899746,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2018,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.5136831870947,1.5339860516120893,1.513010132894692,1.178044613244822,2.3718398852519056,1.5676298748337527,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2019,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.4818912719567,1.5021941364740883,1.5324441143362255,1.307290736572753,2.371516998828554,1.547538978186993,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2020,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.49042612727374,1.5107289917910975,1.5678902275294604,2.9620647356800305,2.5234065508639287,1.6094280751019696,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2021,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.6930503675492,1.7133532320665381,1.5955085745665862,2.7516328881542336,2.6308883263254135,1.6489339940025607,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2022,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.44498153967356,1.4652844041909248,1.6030278537298945,2.9848921270119035,2.6784657198805633,1.670879088999209,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2023,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.49660541658164,1.5169082810990062,1.613877356292221,2.5271368544393056,2.753423340840904,1.7060920584242636,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2024,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.54967119236574,1.5699740568830975,1.6664731158115016,2.724067346435504,3.0244061841454353,1.8148544704681167,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2025,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.6002332293726,1.620536093889939,1.7142463650662463,3.0594727656567784,3.2204008492467437,1.8786102831387907,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2026,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.62484113684104,1.6451440013584033,1.73376710790332,3.5242562909520245,3.251733158275073,1.8755305389357977,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2027,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.7322296920124,1.7525325565297862,1.7322969435389373,4.1254546688014955,3.3457198258541685,1.9313777804278427,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2028,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.9017062488021,1.9220091133194614,1.7518014926068561,3.143343722301097,3.2830905449433514,1.8741224726654295,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2029,IPSL-CM6A-LR,r1i1p1f1,ssp585,288.0922365418068,2.1125394063241743,1.7786095564186801,4.158855889594662,3.407898440087543,1.916046401408929,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2030,IPSL-CM6A-LR,r1i1p1f1,ssp585,288.0073970137589,2.0276998782762803,1.7989300387577911,3.4632320526871467,3.3734996184521693,1.8752811647870755,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2031,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.70515429848155,1.7254571629989073,1.829134359249069,3.30672013499165,3.3420463649973233,1.8271191222767056,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2032,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.67687855954097,1.6971814240583285,1.8570003110398157,3.7854862315242883,3.239092811071053,1.7442607800411962,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2033,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.6595315794207,1.6798344439380344,1.9045203354745839,2.2959700369929124,3.240055832831243,1.7012450707300322,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2034,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.7914941185117,1.811796983029069,1.9331916764713966,3.900023701025418,3.276772958903331,1.6950067594354317,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2035,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.77319649809596,1.7934993626133178,1.9379331656670098,2.34568030844639,3.141808236831444,1.6212159905680117,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2036,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.93248075477663,1.9527836192939958,1.9657884975802942,2.7134869776534742,3.126761195334286,1.5905888142000237,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2037,IPSL-CM6A-LR,r1i1p1f1,ssp585,287.93136660653926,1.9516694710566185,2.0333000266519226,2.391767197763045,3.200751496516486,1.574165865618423,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2038,IPSL-CM6A-LR,r1i1p1f1,ssp585,288.2549499607949,2.2752528253122364,2.1226792088765323,4.13604790816359,3.2353358999996726,1.5241756203529382,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2039,IPSL-CM6A-LR,r1i1p1f1,ssp585,288.21709099976704,2.2373938642843996,2.224224719671187,3.547232109094068,3.3894083999284756,1.5238605928404305,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2040,IPSL-CM6A-LR,r1i1p1f1,ssp585,288.14439292295856,2.164695787475921,2.304863249140148,2.674243946803898,3.429090324142999,1.487763026905069,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2041,IPSL-CM6A-LR,r1i1p1f1,ssp585,288.31380566480505,2.334108529322407,2.383877778802659,3.2977145962184125,3.726476090848024,1.5631993066019128,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2042,IPSL-CM6A-LR,r1i1p1f1,ssp585,288.44778111826946,2.4680839827868226,2.464320203096923,4.120613447995851,3.9069482484566227,1.585406086249158,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2043,IPSL-CM6A-LR,r1i1p1f1,ssp585,288.6600495640117,2.6803524285290337,2.5534340964338806,4.165914669839339,4.1840069686375125,1.6385803630024702,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2044,IPSL-CM6A-LR,r1i1p1f1,ssp585,288.7765321981619,2.7968350626792358,2.605174066597277,3.990767536209745,4.2084489214569665,1.61541947442836,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2045,IPSL-CM6A-LR,r1i1p1f1,ssp585,288.6785179426703,2.6988208071876443,2.6729174885276423,4.3365248673851795,4.2669053178302105,1.5963475625955836,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2046,IPSL-CM6A-LR,r1i1p1f1,ssp585,288.64235632438357,2.662659188900932,2.750534316366549,5.616923742201664,4.453222546154742,1.6190390789370122,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2047,IPSL-CM6A-LR,r1i1p1f1,ssp585,288.81734742201354,2.837650286530902,2.826515589532164,4.698680711348061,4.5800735297963096,1.6203956372143657,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2048,IPSL-CM6A-LR,r1i1p1f1,ssp585,288.9116194332458,2.931922297763151,2.894751684156094,5.439413119752828,4.761248889778296,1.6447866377755787,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2049,IPSL-CM6A-LR,r1i1p1f1,ssp585,288.82408963259223,2.8443924971095953,2.940909652309141,4.40490938917759,4.968145843679423,1.6893228392033528,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2050,IPSL-CM6A-LR,r1i1p1f1,ssp585,288.96226864100106,2.982571505518422,2.978801804043816,4.1902524691997485,5.1986600310616495,1.7452185049721358,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2051,IPSL-CM6A-LR,r1i1p1f1,ssp585,288.99817802918653,3.018480893703895,3.0529613397579594,4.723733458373744,5.397694501100589,1.7680192771548564,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2052,IPSL-CM6A-LR,r1i1p1f1,ssp585,289.1495996696268,3.169902534144171,3.1272577032619324,4.693075416275661,5.403877213015803,1.7279922941365558,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2053,IPSL-CM6A-LR,r1i1p1f1,ssp585,289.1983781591327,3.218681023650049,3.187294058221188,6.113542407797695,5.549896143568413,1.741256389335404,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2054,IPSL-CM6A-LR,r1i1p1f1,ssp585,289.1677872136952,3.1880900782125536,3.232289097242756,6.441781162751738,5.615793173305047,1.7374043609204062,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2055,IPSL-CM6A-LR,r1i1p1f1,ssp585,289.1933458672433,3.2136487317606566,3.2993175214354706,6.526423597414237,5.815073187960885,1.7625078975214417,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2056,IPSL-CM6A-LR,r1i1p1f1,ssp585,289.49427283552586,3.514575700043224,3.342186607478673,6.525904037813518,5.908489224892026,1.7678513855781852,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2057,IPSL-CM6A-LR,r1i1p1f1,ssp585,289.4596163229273,3.4799191874446365,3.3936383176912632,5.6849335732690065,6.083026057966361,1.792479188561474,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2058,IPSL-CM6A-LR,r1i1p1f1,ssp585,289.47774732656535,3.4980501910827115,3.4536973979345063,6.304888947426775,6.270907264408513,1.815708367548022,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2059,IPSL-CM6A-LR,r1i1p1f1,ssp585,289.40656486248304,3.426867727000399,3.511858320056433,6.164280446855798,6.295688305046368,1.792694275019956,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2060,IPSL-CM6A-LR,r1i1p1f1,ssp585,289.5614022987121,3.581705163229458,3.573185442470695,6.596989550391811,6.196491178346946,1.7341644530104083,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2061,IPSL-CM6A-LR,r1i1p1f1,ssp585,289.4338285874763,3.4541314519936464,3.657417415895085,5.217828875442308,6.188226337870839,1.6919661154827157,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2062,IPSL-CM6A-LR,r1i1p1f1,ssp585,289.56414684152503,3.584449706042392,3.7104889499572455,6.643638622191418,6.162549054335856,1.6608455482415234,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2063,IPSL-CM6A-LR,r1i1p1f1,ssp585,289.8102495523025,3.8305524168198417,3.7702968745516046,6.759768687139342,6.237889360718999,1.6544822777280266,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2064,IPSL-CM6A-LR,r1i1p1f1,ssp585,289.8381483024739,3.8584511669912445,3.8328146375282586,6.386133854814091,6.229691224926677,1.6253567714780328,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2065,IPSL-CM6A-LR,r1i1p1f1,ssp585,289.84238556025207,3.8626884247694306,3.9185966548702966,5.3506127690581025,6.316889936682602,1.6120286145887317,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2066,IPSL-CM6A-LR,r1i1p1f1,ssp585,290.1198975749116,4.140200439428952,4.008615351315086,6.435510352177062,6.361502191857824,1.5869574988707353,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2067,IPSL-CM6A-LR,r1i1p1f1,ssp585,290.07805971020963,4.098362574726991,4.103474590638345,6.243453918928708,6.493481306794019,1.5824348764357474,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2068,IPSL-CM6A-LR,r1i1p1f1,ssp585,290.1175034934652,4.1378063579825834,4.181327941323601,6.513676943483574,6.534911811174812,1.5628795212618944,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2069,IPSL-CM6A-LR,r1i1p1f1,ssp585,290.16544271930854,4.185745583825906,4.247637757260685,6.214709453711237,6.5805288794823324,1.549220827090052,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2070,IPSL-CM6A-LR,r1i1p1f1,ssp585,290.35016705324546,4.370469917762819,4.301308770934384,7.123466276170973,6.792239129154919,1.5791098688503185,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2071,IPSL-CM6A-LR,r1i1p1f1,ssp585,290.5516079596048,4.571910824122142,4.370725782312093,7.087724357319246,6.951264430620705,1.5904142187898873,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2072,IPSL-CM6A-LR,r1i1p1f1,ssp585,290.4772802200321,4.49758308454949,4.42848791629865,6.6695991397404555,7.078319438949197,1.5983603371476032,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2073,IPSL-CM6A-LR,r1i1p1f1,ssp585,290.42053369906284,4.440836563580206,4.507663367602287,7.099374170380145,7.214774621841007,1.6005575468867996,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2074,IPSL-CM6A-LR,r1i1p1f1,ssp585,290.5396575276104,4.559960392127778,4.588286687896564,7.261556438522064,7.273070572633122,1.5851386513878365,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2075,IPSL-CM6A-LR,r1i1p1f1,ssp585,290.42852945288456,4.448832317401923,4.696107895721824,8.714946601212546,7.470431388638355,1.5907708158587992,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2076,IPSL-CM6A-LR,r1i1p1f1,ssp585,290.60597268540687,4.62627554992423,4.804331928866356,7.099891085181753,7.5940233031430004,1.5806616644272762,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2077,IPSL-CM6A-LR,r1i1p1f1,ssp585,290.7552810487637,4.775583913281082,4.86042975878943,7.8331154437904615,7.737436885237958,1.5919244324528812,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2078,IPSL-CM6A-LR,r1i1p1f1,ssp585,290.94898967454964,4.969292539066998,4.937402225317452,7.744460930738626,7.702710942706372,1.5600736158802868,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2079,IPSL-CM6A-LR,r1i1p1f1,ssp585,291.00436001670226,5.024662881219626,5.035512132438751,7.154932402196835,7.792321507422153,1.5474734848167766,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2080,IPSL-CM6A-LR,r1i1p1f1,ssp585,291.3514760053864,5.371778869903778,5.1079395128254586,8.385678429768802,7.8516787500173715,1.5371518653074676,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2081,IPSL-CM6A-LR,r1i1p1f1,ssp585,291.5406314178353,5.560934282352662,5.213407045457157,8.482977335722069,7.8474539569725925,1.5052448213900127,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2082,IPSL-CM6A-LR,r1i1p1f1,ssp585,291.1686840887586,5.188986953275958,5.327244979915701,8.665273760363789,7.959368695697544,1.4940872300232557,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2083,IPSL-CM6A-LR,r1i1p1f1,ssp585,291.32397735184037,5.344280216357731,5.422666077224991,6.287613771893007,8.043239255257076,1.4832628711988003,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2084,IPSL-CM6A-LR,r1i1p1f1,ssp585,291.49974267739714,5.520045541914499,5.518433127077608,8.085090382253725,8.173997140561163,1.4812170325039093,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2085,IPSL-CM6A-LR,r1i1p1f1,ssp585,291.3363587118642,5.356661576381555,5.6200039390176615,7.914486107069479,8.479195702847909,1.5087526263068802,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2086,IPSL-CM6A-LR,r1i1p1f1,ssp585,291.58867231183325,5.6089751763506115,5.685574015773537,8.668473877719975,8.634303920220505,1.5186336324645993,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2087,IPSL-CM6A-LR,r1i1p1f1,ssp585,291.85818996445084,5.878492828968206,5.734253633876578,8.330953211156213,8.81123706228007,1.536597022884621,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2088,IPSL-CM6A-LR,r1i1p1f1,ssp585,291.8049131191659,5.825215983683279,5.814420843874044,8.755691598945305,8.848778307511013,1.521867533347523,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2089,IPSL-CM6A-LR,r1i1p1f1,ssp585,292.0024272229284,6.02273008744578,5.888734732937916,9.182797669083584,9.189266250739722,1.560482288213916,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2090,IPSL-CM6A-LR,r1i1p1f1,ssp585,292.12163894804286,6.141941812560219,5.97219052791433,10.512116587351045,9.409555998115174,1.5755619239095635,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2091,IPSL-CM6A-LR,r1i1p1f1,ssp585,292.07274684970105,6.0930497142184095,6.0802583096558,10.091868820867376,9.656846780053824,1.5882296916100087,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2092,IPSL-CM6A-LR,r1i1p1f1,ssp585,292.07610721696875,6.096410081486113,6.155383673882119,10.429241898377256,9.789059828066819,1.5903248841502335,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2093,IPSL-CM6A-LR,r1i1p1f1,ssp585,292.0505233987307,6.07082626324808,6.227633358116908,9.078227457904177,9.977117576601637,1.6020720878819505,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2094,IPSL-CM6A-LR,r1i1p1f1,ssp585,292.14143013154296,6.161732996060323,6.3263801711603636,10.032981147408805,10.205460991837645,1.6131596135117807,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2095,IPSL-CM6A-LR,r1i1p1f1,ssp585,292.4177564221377,6.438059286655061,6.392423474673566,10.508277603383704,10.343048660401069,1.6180168134009996,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2096,IPSL-CM6A-LR,r1i1p1f1,ssp585,292.52510431102036,6.545407175537719,6.457219559528436,10.634684708394616,10.425515727750104,1.6145518410266768,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
2097,IPSL-CM6A-LR,r1i1p1f1,ssp585,292.41505131832275,6.435354182840115,6.526262163888325,10.122817405862918,10.547413029844211,1.6161491470885223,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
