year,before_ais,after_ais,before_gsic,after_gsic,before_gis,after_gis,before_te,after_te,before_lws,after_lws,before_total,after_total,lws_fred
1978,-0.6550590346267215,-0.18088096775312734,-1.2559653973471896,-1.769349796840233,-1.0874913253690561,-1.0874913253690561,-1.5469550391085938,-1.6587525338583524,0.0,0.0,-4.648443776972503,-4.799447604341712,-0.102972980520942
1979,-0.619655461093167,-0.17334972351984423,-1.212574727755376,-1.7009340437747973,-1.0394806813048003,-1.0394806813048003,-1.462770951494469,-1.5684845137089443,0.0,0.0,-4.494068485869316,-4.64183562652989,-0.15958666422150353
1980,-0.5852126112501148,-0.16571431803786818,-1.1667627771463511,-1.630147400234124,-0.9911913630866582,-0.9911913630866582,-1.37849539829732,-1.478118417814756,0.0,0.0,-4.080761605635554,-4.2242709550285165,0.04090054414489053
1981,-0.5520260730220006,-0.1580247596087656,-1.1179684467582405,-1.5564213147208967,-0.9425486538660994,-0.9425486538660994,-1.3006228308574057,-1.3946180475432022,0.0,0.0,-3.9577447913753963,-4.096191562610613,-0.04457878687165007
1982,-0.5195010727738492,-0.15033125616258336,-1.0677005408659106,-1.4813415241721994,-0.893749587871346,-0.893749587871346,-1.2206801615999607,-1.308897970461584,0.0,0.0,-3.7837088625223894,-3.9163978380790354,-0.08207749941132286
1983,-0.48756406421187126,-0.14259473212357965,-1.0160447292720143,-1.4050063684688903,-0.84480491292876,-0.84480491292876,-1.2007499443447596,-1.2875274085922082,0.0,0.0,-3.544265814093899,-3.6750355854499315,0.004897836663506239
1984,-0.4552653813990455,-0.1352157051277445,-0.9660572774097975,-1.3305838988930434,-0.7961171404067553,-0.7961171404067553,-1.2340164954244042,-1.3231981129766652,0.0,0.0,-3.5438447300254463,-3.677503292789652,-0.092388435385444
1985,-0.42207320658037073,-0.12819101730697757,-0.9189513001860696,-1.2593135491711127,-0.7478455936665025,-0.7478455936665025,-1.197078585087351,-1.2835907224462166,0.0,0.0,-3.4583288906963876,-3.591321087766903,-0.17238020517609337
1986,-0.3889592575393186,-0.12076536379089764,-0.8708348197159026,-1.1871704891588308,-0.6994784189718946,-0.6994784189718946,-1.121399478220412,-1.2024423328019973,0.0,0.0,-3.283622066784876,-3.4128066970609683,-0.20295009233734823
1987,-0.35699134307510416,-0.1130637616079675,-0.8195386669480555,-1.111933309250265,-0.6507291257616128,-0.6507291257616128,-1.0443479103549242,-1.1198222952420922,0.0,0.0,-2.779225040469843,-2.9031664861920836,0.09238200566985383
1988,-0.3260296152044324,-0.1052970860827227,-0.7658687203065213,-1.0344488484118735,-0.6017026537589683,-0.6017026537589683,-0.9560640947148775,-1.0251582622292161,0.0,0.0,-2.613247071387455,-2.730188837885436,0.036418012597344174
1989,-0.2959837472635902,-0.09741342295916922,-0.7099330262807921,-0.9548436192228902,-0.5524121655936138,-0.5524121655936138,-0.852593688099951,-0.9142101125979487,0.0,0.0,-2.571374131013284,-2.6793308241489586,-0.16045150377533657
1990,-0.26714214946825354,-0.08937667195334487,-0.6510180267619532,-0.8724054343637597,-0.5027614100705353,-0.5027614100705353,-0.7338275031741044,-0.7868607681102397,0.0,0.0,-2.303168704288391,-2.399823899311424,-0.14841961481354454
1991,-0.2398837892582506,-0.08116287202619676,-0.5882513318215619,-0.7862678560228797,-0.4526317613349047,-0.4526317613349047,-0.6211462783275385,-0.6660361400459309,0.0,0.0,-1.9802105335819231,-2.0643960022695795,-0.07829737283966753
1992,-0.21380133592065587,-0.07290734182681091,-0.5228635211111765,-0.6977085170311454,-0.40218578928382165,-0.40218578928382165,-0.6240852906282397,-0.669187552968467,0.0,0.0,-1.6692921486278607,-1.748345412794212,0.09364378831603304
1993,-0.18675474196212072,-0.06536803828317539,-0.4612133335062758,-0.6131848039208165,-0.3522766824871244,-0.3522766824871244,-0.7813075068600543,-0.8377721226296679,0.0,0.0,-1.945708078054413,-2.0327574605596217,-0.16415581323883754
1994,-0.15651233050854696,-0.05889668595903097,-0.40908756455183237,-0.53851167046885,-0.3036745963990679,-0.3036745963990679,-0.7803330519009566,-0.8367272444065326,0.0,0.0,-1.8238274339765608,-1.9120300878496383,-0.1742198906161569
1995,-0.1262533372870811,-0.05154696622261512,-0.35515154595170983,-0.4622005763477457,-0.2548680780192054,-0.2548680780192054,-0.682129171002662,-0.7314262290850813,0.0,0.0,-1.4683318903542322,-1.5499716077682213,-0.04992975809357386
1996,-0.09777654597802954,-0.043532406998403106,-0.2958660173711696,-0.38070544731240474,-0.20538289593499748,-0.20538289593499748,-0.5550910135258866,-0.5952071016483047,0.0,0.0,-1.2153918319855053,-1.286103211069532,-0.061275359175421984
1997,-0.07161107487244234,-0.0352105905270792,-0.23088077506528037,-0.2937130054834274,-0.15516686997417217,-0.15516686997417217,-0.4193559253498951,-0.44966252164864784,0.0,0.0,-1.0169435069015065,-1.073681849273043,-0.13992886163971646
1998,-0.04716995215086772,-0.026718217581278347,-0.16184350715630025,-0.2029141989333123,-0.10443766388517695,-0.10443766388517695,-0.2983056238469426,-0.31986398887548884,0.0,0.0,-0.6456437480985595,-0.6878210703345284,-0.03388700105927206
1999,-0.024070184917108328,-0.01822107854988464,-0.08996389172100372,-0.10954738296085509,-0.05335650940601688,-0.05335650940601688,-0.16866136786503239,-0.180850421788179,0.0,0.0,-0.4474291416597176,-0.4733525804554919,-0.11137718775055627
2000,-0.001965909280172262,-0.009600547182541996,-0.01577234897419011,-0.014162817840762898,-0.001993779913595617,-0.001993779913595617,-0.014879111902242226,-0.015954416221190204,0.0,0.0,-0.26173140270112755,-0.26883181378901805,-0.22712025263092733
2001,0.01881681697140536,-0.0007455529999698118,0.06164219701407703,0.08412481350517886,0.04977687465316727,0.04977687465316727,0.14434178790469687,0.15477328065496154,0.0,0.0,0.27945500920905,0.2928067484790413,0.004877332665703449
2002,0.03772945056741861,0.008269986080111869,0.14326983678716765,0.18626817895703418,0.10209439282934873,0.10209439282934873,0.2971331562953057,0.3186067878108316,0.0,0.0,0.7708150642064371,0.8058275734045228,0.1905882277271964
2003,0.05518106374458487,0.017361841265528755,0.2280231365587948,0.2911584503487834,0.15481234933948862,0.15481234933948862,0.43853157457044434,0.47022398331290827,0.0,0.0,1.1467445598815642,1.2037530599349608,0.2701964356682517
2004,0.10414225140476407,0.05897390493844212,0.3145419598604988,0.3974308636209827,0.20774459438703197,0.20774459438703197,0.564861310468924,0.6056834919771092,0.0,0.0,1.1923549688140829,1.27089770761643,0.0010648526928641044
2005,0.15297742179752216,0.10096962777769192,0.40200095601910313,0.5042611224465237,0.26077758592412614,0.26077758592412614,0.6935543842532867,0.7436771355110796,0.0,0.0,1.6661019195894902,1.7664770432548733,0.15679157159545204
2006,0.20167444353260056,0.1431823684210023,0.49006272588212063,0.6113118004615483,0.31386494013371724,0.31386494013371724,0.8129821476535506,0.8717358703450131,0.0,0.0,1.9974992013522201,2.119009923511512,0.17891494415023101
2007,0.25019028902063933,0.1855133364329744,0.5786184868346318,0.7184723055866886,0.3669918911368857,0.3669918911368857,0.9291579069003948,0.9963075806738821,0.0,0.0,2.227831903033475,2.370158442971354,0.10287332914092326
2008,0.2985105221586615,0.22805856738230568,0.6678900979094475,0.8259544004846706,0.42018982713935493,0.42018982713935493,1.0498898815294564,1.1257647812846234,0.0,0.0,2.5626856099728754,2.72617285752691,0.12620528123595495
2009,0.34669544576157296,0.2708447886839773,0.7577957834378637,0.933673242866746,0.4734477916383977,0.4734477916383977,1.1795379307918021,1.264782415790426,0.0,0.0,2.9861520228474334,3.171423310197344,0.22867507121779704
2010,0.3945005849834411,0.31426578536101224,0.849643439046325,1.0428854882005911,0.5269500404047438,0.5269500404047438,1.312966627634383,1.4078539229653102,0.0,0.0,3.3632342846146623,3.5711288294774266,0.2791735925457694
2011,0.4419504170679973,0.3582503709566478,0.9432178044685386,1.1533668163768525,0.5806677861759528,0.5806677861759528,1.4541685431386462,1.5592604145614168,0.0,0.0,3.4191960534005665,3.6507368906203013,-0.000808497450568435
2012,0.48900603731674597,0.402915506283519,1.0388196172109332,1.2653899280563774,0.6346449926175328,0.6346449926175328,1.5984571033057717,1.7139766207427596,0.0,0.0,4.166526227792896,4.422525525042102,0.405598477341912
2013,0.5355242348461013,0.448426214486475,1.137056439535904,1.3795164774206015,0.6889697405919986,0.6889697405919986,1.7476729239106477,1.873976177460786,0.0,0.0,4.481021253010354,4.762686524085563,0.37179791412570257
2014,0.5816045814728543,0.4946903090595869,1.237511223014435,1.4953247514713173,0.7435850644296575,0.7435850644296575,1.9108916208039477,2.0489905897741703,0.0,0.0,4.729603544453478,5.0386017694673155,0.2560110547325828
2015,0.6271277111255458,0.542034391546198,1.3410476067644517,1.6136127899009907,0.7986167796761361,0.7986167796761361,2.0701600636283444,2.2197692655725807,0.0,0.0,5.50328233561891,5.840363401120338,0.6663301744244315
2016,0.6720779597064892,0.5902709280097953,1.4472996173614678,1.7340046592147846,0.8540155226561534,0.8540155226561534,2.22148174056151,2.3820268675680594,0.0,0.0,6.022147974495514,6.387591111658686,0.8272731342098929
2017,0.7166791699356123,0.6389924598639742,1.5549989366830612,1.8552794960717183,0.9096009372959895,0.9096009372959895,2.384922313462359,2.557279190732387,0.0,0.0,6.173644050112,6.568594776699048,0.6074426927349784
2018,0.7609562560712364,0.6884435121448209,1.664553595102026,1.9778062470055229,0.9654335376505667,0.9654335376505667,2.5522789418351404,2.736730580303028,0.0,0.0,6.475667526789028,6.900859073233997,0.5324451961300589
