group,model,exp,ssp,var,n_years,last_year,long,y2100,y2150,y2200,y2300
NORCE,CISM16t-MAR39-p50,CESM2_ssp245-r2300_RACMO2.3p2_p50,SSP2-4.5,slc,286,2300,True,6.165126634545448,9.367242432008904,11.74576087658279,15.423759309402563
NORCE,CISM16t-MAR39-p50,CESM2_ssp245-r2300_RACMO2.3p2_p75,SSP2-4.5,slc,286,2300,True,5.957274909403942,9.152195080693204,11.497937642808331,15.153893924828665
NORCE,CISM16t-MAR39-p50,CESM2_ssp245-r2300_RACMO2.3p2_p95,SSP2-4.5,slc,286,2300,True,5.602806943138017,8.684102299538576,10.942613607437313,14.424036260341033
NORCE,CISM16t-MAR39-p50,CNRM-ESM2-1_ssp585-r2300_MARv3.12_p05,SSP5-8.5,slc,286,2300,True,16.508141191352,30.829635467812633,42.40709138945178,62.677402684056105
NORCE,CISM16t-MAR39-p50,CNRM-ESM2-1_ssp585-r2300_MARv3.12_p25,SSP5-8.5,slc,286,2300,True,13.48845443096991,26.527806854755465,37.617477845021156,57.27980325399962
NORCE,CISM16t-MAR39-p50,CNRM-ESM2-1_ssp585-r2300_MARv3.12_p50,SSP5-8.5,slc,286,2300,True,12.783127305731856,25.76244022970826,36.80305031900879,56.31152294884991
NORCE,CISM16t-MAR39-p50,CNRM-ESM2-1_ssp585-r2300_MARv3.12_p75,SSP5-8.5,slc,286,2300,True,12.302220735953906,25.32156334322071,36.47734967119804,56.075934271984266
NORCE,CISM16t-MAR39-p50,CNRM-ESM2-1_ssp585-r2300_MARv3.12_p95,SSP5-8.5,slc,286,2300,True,11.600504000473055,24.636041086771332,35.85806633325488,55.54814377687957
NORCE,CISM16t-MAR39-p50,IPSL-CM6A-LR_ssp585-r2300_MARv3.12_p05,SSP5-8.5,slc,286,2300,True,18.395538823275626,36.55296245215264,51.43571998921068,78.71270640657073
NORCE,CISM16t-MAR39-p50,IPSL-CM6A-LR_ssp585-r2300_MARv3.12_p25,SSP5-8.5,slc,286,2300,True,14.941980169757052,31.572353464759395,45.93773071406221,72.73839891207992
NORCE,CISM16t-MAR39-p50,IPSL-CM6A-LR_ssp585-r2300_MARv3.12_p50,SSP5-8.5,slc,286,2300,True,14.03565796288726,30.42318770571404,44.75902440564559,71.48386028426587
NORCE,CISM16t-MAR39-p50,IPSL-CM6A-LR_ssp585-r2300_MARv3.12_p75,SSP5-8.5,slc,286,2300,True,13.442993229795075,29.8809496360831,44.28271241691917,71.05351192741995
NORCE,CISM16t-MAR39-p50,IPSL-CM6A-LR_ssp585-r2300_MARv3.12_p95,SSP5-8.5,slc,286,2300,True,12.58428941208276,29.137519556713265,43.59660774862677,70.47504203466079
NORCE,CISM16t-MAR39-p50,MPI-ESM1-2-HR_ssp126-r2300_MARv3.12_p05,SSP1-2.6,slc,286,2300,True,3.4038772101199655,4.68028335859394,5.735702623193628,7.474145595645254
NORCE,CISM16t-MAR39-p50,MPI-ESM1-2-HR_ssp126-r2300_MARv3.12_p25,SSP1-2.6,slc,286,2300,True,2.990910223001908,4.210148779065204,5.230902801052029,6.902095415665777
NORCE,CISM16t-MAR39-p50,MPI-ESM1-2-HR_ssp126-r2300_MARv3.12_p50,SSP1-2.6,slc,286,2300,True,2.7908799123610883,4.029647586241225,5.027098176143063,6.7341407529466935
NORCE,CISM16t-MAR39-p50,MPI-ESM1-2-HR_ssp126-r2300_MARv3.12_p75,SSP1-2.6,slc,286,2300,True,2.6746967783642717,3.849351791090694,4.874847721318165,6.565137326638748
NORCE,CISM16t-MAR39-p50,MPI-ESM1-2-HR_ssp126-r2300_MARv3.12_p95,SSP1-2.6,slc,286,2300,True,2.3051851476656893,3.3770387101770716,4.267670903769449,5.8478138511486755
NORCE,CISM16t-MAR39-p50,MPI-ESM1-2-HR_ssp245-r2300_MARv3.12_p05,SSP2-4.5,slc,286,2300,True,5.159803695444776,7.691559057992237,9.612466060985447,12.491029344498106
NORCE,CISM16t-MAR39-p50,MPI-ESM1-2-HR_ssp245-r2300_MARv3.12_p25,SSP2-4.5,slc,286,2300,True,4.483538815545796,6.826779747633083,8.665615005713168,11.404348735385739
NORCE,CISM16t-MAR39-p50,MPI-ESM1-2-HR_ssp245-r2300_MARv3.12_p50,SSP2-4.5,slc,286,2300,True,4.233456631182442,6.5747202144049055,8.404681785623236,11.130721344369743
NORCE,CISM16t-MAR39-p50,MPI-ESM1-2-HR_ssp245-r2300_MARv3.12_p75,SSP2-4.5,slc,286,2300,True,3.970341770470487,6.303972384427681,8.147783723568036,10.868102712523875
NORCE,CISM16t-MAR39-p50,MPI-ESM1-2-HR_ssp245-r2300_MARv3.12_p95,SSP2-4.5,slc,286,2300,True,3.380217608436631,5.558664555521986,7.321198256398276,9.917238140149198
NORCE,CISM16t-MAR39-p50,MPI-ESM1-2-HR_ssp585-r2300_MARv3.12_p05,SSP5-8.5,slc,286,2300,True,9.293410410174818,17.020355682546473,23.104553539531203,33.55621492011966
NORCE,CISM16t-MAR39-p50,MPI-ESM1-2-HR_ssp585-r2300_MARv3.12_p25,SSP5-8.5,slc,286,2300,True,7.751700546381102,14.834943611971152,20.515165739280228,30.52319065758473
NORCE,CISM16t-MAR39-p50,MPI-ESM1-2-HR_ssp585-r2300_MARv3.12_p50,SSP5-8.5,slc,286,2300,True,7.249286431099566,14.26463685177115,19.949649974085926,29.957820963540094
NORCE,CISM16t-MAR39-p50,MPI-ESM1-2-HR_ssp585-r2300_MARv3.12_p75,SSP5-8.5,slc,286,2300,True,6.86000273161298,13.779806405713657,19.41571567858178,29.345939083042083
NORCE,CISM16t-MAR39-p50,MPI-ESM1-2-HR_ssp585-r2300_MARv3.12_p95,SSP5-8.5,slc,286,2300,True,6.011266254897585,12.929276198474327,18.50876178736245,28.3688582987649
NORCE,CISM16t-MAR39-p50,UKESM1-0-LL-Robin_ssp585-r2300_MARv3.12_p05,SSP5-8.5,slc,286,2300,True,29.2983833039572,56.36435891526217,79.30266359667782,122.04239145760916
NORCE,CISM16t-MAR39-p50,UKESM1-0-LL-Robin_ssp585-r2300_MARv3.12_p25,SSP5-8.5,slc,286,2300,True,22.587134792323393,46.53445189144021,68.11953762152223,109.80512144991205
NORCE,CISM16t-MAR39-p50,UKESM1-0-LL-Robin_ssp585-r2300_MARv3.12_p50,SSP5-8.5,slc,286,2300,True,21.181717938770106,44.591027862298375,66.04347287610564,107.70593243494967
NORCE,CISM16t-MAR39-p50,UKESM1-0-LL-Robin_ssp585-r2300_MARv3.12_p75,SSP5-8.5,slc,286,2300,True,20.432073379197924,43.829899025641694,65.36285292264176,107.08738436842111
NORCE,CISM16t-MAR39-p50,UKESM1-0-LL-Robin_ssp585-r2300_MARv3.12_p95,SSP5-8.5,slc,286,2300,True,19.43564708632506,42.95799253001479,64.63153748222732,106.40923493765894
NORCE,CISM16t-MAR39-p50,UKESM1-0-LL-Robin_ssp585-r2300_MARv3.9_p05,SSP5-8.5,slc,286,2300,True,26.634406173413083,50.4967491350297,70.6350444483764,108.2334967435516
NORCE,CISM16t-MAR39-p50,UKESM1-0-LL-Robin_ssp585-r2300_MARv3.9_p25,SSP5-8.5,slc,286,2300,True,20.630215774471505,42.05343914343685,61.24054409152836,97.90521072639517
NORCE,CISM16t-MAR39-p50,UKESM1-0-LL-Robin_ssp585-r2300_MARv3.9_p50,SSP5-8.5,slc,286,2300,True,19.303860355217584,40.34072463719163,59.429624662080286,96.07391229853279
NORCE,CISM16t-MAR39-p50,UKESM1-0-LL-Robin_ssp585-r2300_MARv3.9_p75,SSP5-8.5,slc,286,2300,True,18.611923618816828,39.64056675028313,58.83340301182463,95.47479589449858
NORCE,CISM16t-MAR39-p50,UKESM1-0-LL-Robin_ssp585-r2300_MARv3.9_p95,SSP5-8.5,slc,286,2300,True,17.621998259313365,38.780681513009256,57.99724341342936,94.76446751097791
NORCE,CISM16x-MAR312-p25,CESM2-WACCM_ssp126-x2300_SDBN1_p25,SSP1-2.6,slc,286,2300,True,3.54324845135201,5.78315132298961,7.3242788366705724,10.130225546646887
NORCE,CISM16x-MAR312-p25,CESM2-WACCM_ssp126-x2300_SDBN1_pno,SSP1-2.6,slc,286,2300,True,3.1804562487618426,5.331756353046657,6.8439833640987935,9.464153626924254
NORCE,CISM16x-MAR312-p25,CESM2-WACCM_ssp585-x2300_SDBN1_p25,SSP5-8.5,slc,286,2300,True,10.951832575848552,52.410999165305675,124.78430288353266,312.56086543067806
NORCE,CISM16x-MAR312-p25,CESM2-WACCM_ssp585-x2300_SDBN1_pno,SSP5-8.5,slc,286,2300,True,8.302181518009544,43.59418465595697,109.42047520356334,296.0633338708707
NORCE,CISM16x-MAR312-p25,IPSL-CM6A-LR_ssp585-x2300_MARv3.13-e05_p25,SSP5-8.5,slc,286,2300,True,13.777932054317343,50.66518653861775,105.82209590042578,234.4679109219142
NORCE,CISM16x-MAR312-p25,IPSL-CM6A-LR_ssp585-x2300_MARv3.13-e05_pno,SSP5-8.5,slc,286,2300,True,11.100074195303566,43.92437603413794,93.89009848193021,217.39003794940544
NORCE,CISM16x-MAR312-p25,IPSL-CM6A-LR_ssp585-x2300_MARv3.13-e55_p25,SSP5-8.5,slc,286,2300,True,14.577331858113318,52.769751556875995,108.78712280080265,248.96563371913152
NORCE,CISM16x-MAR312-p25,IPSL-CM6A-LR_ssp585-x2300_MARv3.13-e55_pno,SSP5-8.5,slc,286,2300,True,11.530541188467147,45.27970649411106,96.19498983198423,231.3413052716454
NORCE,CISM16x-MAR312-p50,CESM2-WACCM_ssp126-x2300_SDBN1_p50,SSP1-2.6,slc,286,2300,True,3.628437724692901,5.9273181763376925,7.508670816487584,10.453223487808394
NORCE,CISM16x-MAR312-p50,CESM2-WACCM_ssp126-x2300_SDBN1_pno,SSP1-2.6,slc,286,2300,True,3.248301316235924,5.419278320139931,6.92700743738035,9.58020195649052
NORCE,CISM16x-MAR312-p50,CESM2-WACCM_ssp585-x2300_SDBN1_p50,SSP5-8.5,slc,286,2300,True,10.208290226748407,47.772744331272406,114.50106712639797,299.0994894396903
NORCE,CISM16x-MAR312-p50,CESM2-WACCM_ssp585-x2300_SDBN1_pno,SSP5-8.5,slc,286,2300,True,8.479667788549694,43.89021517996356,109.83277774550854,296.6403736294025
NORCE,CISM16x-MAR312-p50,IPSL-CM6A-LR_ssp585-x2300_MARv3.13-e05_p50,SSP5-8.5,slc,286,2300,True,13.281424552384458,47.27361413664637,97.96940818073452,220.7502529477205
NORCE,CISM16x-MAR312-p50,IPSL-CM6A-LR_ssp585-x2300_MARv3.13-e05_pno,SSP5-8.5,slc,286,2300,True,11.239192134727016,44.23562935673546,94.24090864253776,217.97016872516835
NORCE,CISM16x-MAR312-p50,IPSL-CM6A-LR_ssp585-x2300_MARv3.13-e55_p50,SSP5-8.5,slc,286,2300,True,13.685080530005322,48.70773538536967,100.50207383191213,234.81991953895712
NORCE,CISM16x-MAR312-p50,IPSL-CM6A-LR_ssp585-x2300_MARv3.13-e55_pno,SSP5-8.5,slc,286,2300,True,11.670621654795443,45.573798989531156,96.50247883488657,231.88845460737343
NORCE,CISM16x-MAR312-p75,CESM2-WACCM_ssp126-x2300_SDBN1_p75,SSP1-2.6,slc,286,2300,True,3.405740985682204,5.623482399633328,7.180617910194087,9.887372511145376
NORCE,CISM16x-MAR312-p75,CESM2-WACCM_ssp126-x2300_SDBN1_pno,SSP1-2.6,slc,286,2300,True,3.280514446044691,5.472545256217298,6.998034641340123,9.659372623906926
NORCE,CISM16x-MAR312-p75,CESM2-WACCM_ssp585-x2300_SDBN1_p75,SSP5-8.5,slc,286,2300,True,9.829811928115362,46.024297524574195,111.72704981056212,297.4407986449727
NORCE,CISM16x-MAR312-p75,CESM2-WACCM_ssp585-x2300_SDBN1_pno,SSP5-8.5,slc,286,2300,True,8.590964180601546,44.03252777053517,109.993770835524,296.8234449537671
NORCE,CISM16x-MAR312-p75,IPSL-CM6A-LR_ssp585-x2300_MARv3.13-e05_p75,SSP5-8.5,slc,286,2300,True,12.608139673589047,45.61831282918689,95.65459766005083,218.78389929789597
NORCE,CISM16x-MAR312-p75,IPSL-CM6A-LR_ssp585-x2300_MARv3.13-e05_pno,SSP5-8.5,slc,286,2300,True,11.312223617730766,44.34588489917593,94.38242246372167,218.14265783408766
NORCE,CISM16x-MAR312-p75,IPSL-CM6A-LR_ssp585-x2300_MARv3.13-e55_p75,SSP5-8.5,slc,286,2300,True,13.209502252478256,47.2521635630593,98.27222859868856,232.8138070275788
NORCE,CISM16x-MAR312-p75,IPSL-CM6A-LR_ssp585-x2300_MARv3.13-e55_pno,SSP5-8.5,slc,286,2300,True,11.745167927765365,45.68879263075827,96.64205759177395,232.06022017171037
VUB,GISMHOMv1,ACCESS1.3_rcp85_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,11.90493753516746,,,
VUB,GISMHOMv1,ACCESS1.3_rcp85_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,9.94552596393099,,,
VUB,GISMHOMv1,ACCESS1.3_rcp85_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,8.71403259170167,,,
VUB,GISMHOMv1,ACCESS1.3_rcp85_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,11.925181024043763,,,
VUB,GISMHOMv1,ACCESS1.3_rcp85_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,9.901525893674101,,,
VUB,GISMHOMv1,ACCESS1.3_rcp85_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,8.598161742267862,,,
VUB,GISMHOMv1,CESM2-Leo_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,21.816889148338348,,,
VUB,GISMHOMv1,CESM2-Leo_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,19.40987730500474,,,
VUB,GISMHOMv1,CESM2-Leo_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,17.826150881040004,,,
VUB,GISMHOMv1,CESM2-Leo_ssp585_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,22.631559667912526,,,
VUB,GISMHOMv1,CESM2-Leo_ssp585_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,20.196980460649616,,,
VUB,GISMHOMv1,CESM2-Leo_ssp585_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,18.64629263225943,,,
VUB,GISMHOMv1,CNRM-CM6-1_ssp126_MARv3.9_p25,SSP1-2.6,slc,86,2100,False,6.27098343273369,,,
VUB,GISMHOMv1,CNRM-CM6-1_ssp126_MARv3.9_p50,SSP1-2.6,slc,86,2100,False,5.718874454092848,,,
VUB,GISMHOMv1,CNRM-CM6-1_ssp126_MARv3.9_p75,SSP1-2.6,slc,86,2100,False,5.269032944745611,,,
VUB,GISMHOMv1,CNRM-CM6-1_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,17.56771585318262,,,
VUB,GISMHOMv1,CNRM-CM6-1_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,15.47832146203838,,,
VUB,GISMHOMv1,CNRM-CM6-1_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,13.784355212596289,,,
VUB,GISMHOMv1,CNRM-CM6-1_ssp585_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,17.29102218204659,,,
VUB,GISMHOMv1,CNRM-CM6-1_ssp585_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,15.157736337607819,,,
VUB,GISMHOMv1,CNRM-CM6-1_ssp585_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,13.448317340511462,,,
VUB,GISMHOMv1,CNRM-ESM2-1_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,16.731994753995938,,,
VUB,GISMHOMv1,CNRM-ESM2-1_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,14.585403397398267,,,
VUB,GISMHOMv1,CNRM-ESM2-1_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,12.94107910203195,,,
VUB,GISMHOMv1,CNRM-ESM2-1_ssp585_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,16.641638981323048,,,
VUB,GISMHOMv1,CNRM-ESM2-1_ssp585_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,14.46364738495598,,,
VUB,GISMHOMv1,CNRM-ESM2-1_ssp585_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,12.802142694977015,,,
VUB,GISMHOMv1,CSIRO-Mk3.6.0_rcp85_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,10.551084894006735,,,
VUB,GISMHOMv1,CSIRO-Mk3.6.0_rcp85_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,8.701613410405518,,,
VUB,GISMHOMv1,CSIRO-Mk3.6.0_rcp85_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,7.243826853586555,,,
VUB,GISMHOMv1,HadGEM2-ES_rcp85_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,12.611237632840044,,,
VUB,GISMHOMv1,HadGEM2-ES_rcp85_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,10.692568868392627,,,
VUB,GISMHOMv1,HadGEM2-ES_rcp85_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,9.42181540934941,,,
VUB,GISMHOMv1,IPSL-CM5A-MR_rcp85_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,14.56663098147164,,,
VUB,GISMHOMv1,IPSL-CM5A-MR_rcp85_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,12.702000517641654,,,
VUB,GISMHOMv1,IPSL-CM5A-MR_rcp85_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,11.397916338560066,,,
VUB,GISMHOMv1,MIROC5_rcp85_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,14.840795370794346,,,
VUB,GISMHOMv1,MIROC5_rcp85_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,12.817950538673806,,,
VUB,GISMHOMv1,MIROC5_rcp85_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,11.469500075755601,,,
VUB,GISMHOMv1,MPI-ESM1-2-HR_ssp245_MARv3.12_p25,SSP2-4.5,slc,86,2100,False,6.632990546705031,,,
VUB,GISMHOMv1,MPI-ESM1-2-HR_ssp245_MARv3.12_p50,SSP2-4.5,slc,86,2100,False,5.717993967053392,,,
VUB,GISMHOMv1,MPI-ESM1-2-HR_ssp245_MARv3.12_p75,SSP2-4.5,slc,86,2100,False,5.097978534431213,,,
VUB,GISMHOMv1,MPI-ESM1-2-HR_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,11.045264921081532,,,
VUB,GISMHOMv1,MPI-ESM1-2-HR_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,9.284861931253907,,,
VUB,GISMHOMv1,MPI-ESM1-2-HR_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,8.010997215180815,,,
VUB,GISMHOMv1,NorESM1-M_rcp85_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,11.700504668532474,,,
VUB,GISMHOMv1,NorESM1-M_rcp85_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,9.71775205355323,,,
VUB,GISMHOMv1,NorESM1-M_rcp85_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,8.308547168064617,,,
VUB,GISMHOMv1,UKESM1-0-LL-Robin_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,26.327706855699518,,,
VUB,GISMHOMv1,UKESM1-0-LL-Robin_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,23.22559770966972,,,
VUB,GISMHOMv1,UKESM1-0-LL-Robin_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,20.964807130419327,,,
VUB,GISMHOMv1,UKESM1-0-LL-Robin_ssp585_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,24.387960045618318,,,
VUB,GISMHOMv1,UKESM1-0-LL-Robin_ssp585_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,21.291163550413206,,,
VUB,GISMHOMv1,UKESM1-0-LL-Robin_ssp585_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,19.164558263211973,,,
VUB,GISMSIAv1,ACCESS1.3_rcp85_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,12.315846468363212,,,
VUB,GISMSIAv1,ACCESS1.3_rcp85_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,10.32986357384953,,,
VUB,GISMSIAv1,ACCESS1.3_rcp85_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,9.064209262159473,,,
VUB,GISMSIAv1,CESM2-Leo_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,22.045209925157838,,,
VUB,GISMSIAv1,CESM2-Leo_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,19.656611034110227,,,
VUB,GISMSIAv1,CESM2-Leo_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,18.02281435703641,,,
VUB,GISMSIAv1,CNRM-CM6-1_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,17.877238994145372,,,
VUB,GISMSIAv1,CNRM-CM6-1_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,15.816255279546798,,,
VUB,GISMSIAv1,CNRM-CM6-1_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,14.082521836769502,,,
VUB,GISMSIAv1,MPI-ESM1-2-HR_ssp126_MARv3.12_p25,SSP1-2.6,slc,86,2100,False,5.319601743407443,,,
VUB,GISMSIAv1,MPI-ESM1-2-HR_ssp126_MARv3.12_p50,SSP1-2.6,slc,86,2100,False,4.6068431065817705,,,
VUB,GISMSIAv1,MPI-ESM1-2-HR_ssp126_MARv3.12_p75,SSP1-2.6,slc,86,2100,False,3.9614861743634044,,,
VUB,GISMSIAv1,MPI-ESM1-2-HR_ssp245_MARv3.12_p25,SSP2-4.5,slc,86,2100,False,7.066587050594109,,,
VUB,GISMSIAv1,MPI-ESM1-2-HR_ssp245_MARv3.12_p50,SSP2-4.5,slc,86,2100,False,6.057577879284182,,,
VUB,GISMSIAv1,MPI-ESM1-2-HR_ssp245_MARv3.12_p75,SSP2-4.5,slc,86,2100,False,5.393386548628687,,,
VUB,GISMSIAv1,MPI-ESM1-2-HR_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,11.462961049438825,,,
VUB,GISMSIAv1,MPI-ESM1-2-HR_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,9.701837819800474,,,
VUB,GISMSIAv1,MPI-ESM1-2-HR_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,8.387212852240111,,,
VUB,GISMSIAv1,UKESM1-0-LL-Robin_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,26.57857279400604,,,
VUB,GISMSIAv1,UKESM1-0-LL-Robin_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,23.428000838944385,,,
VUB,GISMSIAv1,UKESM1-0-LL-Robin_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,21.186808404277535,,,
