model,component,year,p5,p50,p95
BRICK2.0,te,1968,-2.6728584722362903,-2.029493203170391,-1.5392624150615586
BRICK2.0,te,1969,-2.6169823360385047,-1.98706662510397,-1.507084117092736
BRICK2.0,te,1970,-2.5432430542816666,-1.9310766156490509,-1.4646186793971252
BRICK2.0,te,1971,-2.47706384536551,-1.8808269462102647,-1.4265069836222577
BRICK2.0,te,1972,-2.438363127252912,-1.8514416101802516,-1.4042197725912993
BRICK2.0,te,1973,-2.3795717855851763,-1.8068015255819418,-1.370362647906178
BRICK2.0,te,1974,-2.2952865393722583,-1.74280399780654,-1.3218239343950178
BRICK2.0,te,1975,-2.2340526992388576,-1.696309331648334,-1.2865602084528167
BRICK2.0,te,1976,-2.2136883702073273,-1.6808467593550702,-1.2748326715810439
BRICK2.0,te,1977,-2.1427931400582425,-1.6270162295236918,-1.234005084071585
BRICK2.0,te,1978,-2.0454098123142406,-1.5530733687955636,-1.1779233656390526
BRICK2.0,te,1979,-1.934100204411302,-1.4685563264481731,-1.1138216940915568
BRICK2.0,te,1980,-1.822669659185509,-1.383947456764135,-1.0496503764039524
BRICK2.0,te,1981,-1.7197052487631566,-1.3057668971530692,-0.9903545892538391
BRICK2.0,te,1982,-1.614003715112901,-1.2255080483078482,-0.9294825305001728
BRICK2.0,te,1983,-1.5876516486954864,-1.2054990054650783,-0.9143067380604053
BRICK2.0,te,1984,-1.6316372386318088,-1.238897128388705,-0.9396374340536892
BRICK2.0,te,1985,-1.5827973161132278,-1.201813125691062,-0.9115111947229283
BRICK2.0,te,1986,-1.482733135927349,-1.1258347019632435,-0.8538856102582172
BRICK2.0,te,1987,-1.3808542648665068,-1.048478389044939,-0.7952149702891455
BRICK2.0,te,1988,-1.2641239280347736,-0.9598454039226167,-0.7279915755419362
BRICK2.0,te,1989,-1.127313626750084,-0.8559657636554436,-0.6492044055708381
BRICK2.0,te,1990,-0.9702789916915013,-0.73672984906282,-0.5587703200704757
BRICK2.0,te,1991,-0.8212899925687063,-0.6236029610484739,-0.4729696055958771
BRICK2.0,te,1992,-0.8251760037625612,-0.6265535973755716,-0.4752075059700802
BRICK2.0,te,1993,-1.0330578462624265,-0.7843976399234092,-0.5949237985675205
BRICK2.0,te,1994,-1.0317694056260744,-0.7834193309177786,-0.5941818033342622
BRICK2.0,te,1995,-0.9019225926815577,-0.6848270458935171,-0.5194048104791933
BRICK2.0,te,1996,-0.7339506172380766,-0.5572864424434472,-0.42267206115129097
BRICK2.0,te,1997,-0.5544794146422382,-0.4210145112445134,-0.3193170651381495
BRICK2.0,te,1998,-0.39442468246307244,-0.29948544621283624,-0.2271437472632204
BRICK2.0,te,1999,-0.2230068800113723,-0.1693284369316599,-0.12842659357659506
BRICK2.0,te,2000,-0.01967341048315403,-0.014937959968130077,-0.011329646386948977
BRICK2.0,te,2001,0.10990853664954135,0.1449126711066524,0.1908511248506453
BRICK2.0,te,2002,0.22625097605163935,0.29830834145918206,0.39287442626679747
BRICK2.0,te,2003,0.3339182944545483,0.4402660016762987,0.5798337785905332
BRICK2.0,te,2004,0.43011161871274883,0.5670953816846291,0.7468690671808939
BRICK2.0,te,2005,0.5281044981269191,0.6962974467673397,0.9170292006306016
BRICK2.0,te,2006,0.6190423401835615,0.8161975564296393,1.074938585807307
BRICK2.0,te,2007,0.707503955342441,0.9328328000045569,1.2285481167303776
BRICK2.0,te,2008,0.7994348843610769,1.0540422791543478,1.3881819517955873
BRICK2.0,te,2009,0.8981549264274832,1.184203096718684,1.5596047697860886
BRICK2.0,te,2010,0.9997537290327689,1.3181595146238345,1.7360264232062044
BRICK2.0,te,2011,1.1072714211056458,1.459919894886055,1.9227259562814598
BRICK2.0,te,2012,1.217139427685339,1.604779127735218,2.113506702527707
BRICK2.0,te,2013,1.3307592790513947,1.754585108727366,2.3108023548910785
BRICK2.0,te,2014,1.4550415703392925,1.9184493484925806,2.5266128443614613
BRICK2.0,te,2015,1.57631595483589,2.0783477106212205,2.737200241867694
BRICK2.0,te,2016,1.691539302949466,2.2302678767702036,2.937280292670784
BRICK2.0,te,2017,1.8159905409274482,2.394354870080149,3.153384150307327
BRICK2.0,te,2018,1.9434236452977383,2.56237340717154,3.3746658819514255
BRICK2.0,te,2019,2.069910977444614,2.7291449585115863,3.594305323576994
BRICK2.0,te,2020,2.1852476267896166,2.8812145105462,3.7945821167635585
BRICK2.0,te,2021,2.3127955671774147,3.049384457114451,4.01606325587666
BRICK2.0,te,2022,2.4519008367857364,3.2327925598738387,4.257613166253994
BRICK2.0,te,2023,2.583187330777804,3.4058917303712333,4.485586131957092
BRICK2.0,te,2024,2.7173302542321176,3.5827570580373074,4.71851915620109
BRICK2.0,te,2025,2.8527072955814567,3.7612495506723684,4.953595169476182
BRICK2.0,total,1850,-26.86293883668052,-21.66406018574895,-16.895862764538702
BRICK2.0,total,1851,-23.933951236061056,-22.058635990238038,-20.074803577943033
BRICK2.0,total,1852,-23.750467994614105,-21.91244045606181,-19.93187144056211
BRICK2.0,total,1853,-23.582534444385622,-21.763185998059498,-19.79819257008592
BRICK2.0,total,1854,-23.424935873200223,-21.61632470036654,-19.666564189670556
BRICK2.0,total,1855,-23.270190110882908,-21.472669483409128,-19.541395114314486
BRICK2.0,total,1856,-23.19520295101035,-21.397126830034054,-19.485479594264564
BRICK2.0,total,1857,-23.080281983316343,-21.296967333697552,-19.391524036915065
BRICK2.0,total,1858,-22.934305732730486,-21.163239125788927,-19.273529799929083
BRICK2.0,total,1859,-22.782085959473292,-21.01868384636178,-19.146215994524855
BRICK2.0,total,1860,-22.62203738691926,-20.86836810288294,-19.013598393166767
BRICK2.0,total,1861,-22.46023878958283,-20.717733063629147,-18.879901933140488
BRICK2.0,total,1862,-22.3201715782116,-20.58694634377961,-18.762024371262225
BRICK2.0,total,1863,-22.181731118945287,-20.464874130032335,-18.64800274414873
BRICK2.0,total,1864,-22.20259648141111,-20.467960953504743,-18.635023305745044
BRICK2.0,total,1865,-22.151037884046353,-20.407410347690778,-18.577332416721116
BRICK2.0,total,1866,-22.02314829142759,-20.284036293003147,-18.47207802826252
BRICK2.0,total,1867,-21.865235413287866,-20.14170726123494,-18.347984841514126
BRICK2.0,total,1868,-21.702427455032172,-19.996242495864053,-18.21975639585632
BRICK2.0,total,1869,-21.537591851424196,-19.849350898265048,-18.091343722545055
BRICK2.0,total,1870,-21.37010889737187,-19.69977796801215,-17.961985275890996
BRICK2.0,total,1871,-21.211256342982228,-19.552763630383993,-17.83050940542744
BRICK2.0,total,1872,-21.050417130180435,-19.406068194860396,-17.697087743612567
BRICK2.0,total,1873,-20.890849731925535,-19.259854428818763,-17.564972483098337
BRICK2.0,total,1874,-20.747228585044866,-19.132940853854038,-17.448807962275946
BRICK2.0,total,1875,-20.591375122269067,-18.989679723449324,-17.320298986635727
BRICK2.0,total,1876,-20.435040081364424,-18.841996973746493,-17.19128912712509
BRICK2.0,total,1877,-20.284208437796433,-18.705361539985255,-17.068056074839166
BRICK2.0,total,1878,-20.12972329073359,-18.566799217032113,-16.94315185055164
BRICK2.0,total,1879,-19.97501041040744,-18.428031006467414,-16.82281199439721
BRICK2.0,total,1880,-19.821218164421154,-18.28244105361994,-16.69378853947534
BRICK2.0,total,1881,-19.67594888609873,-18.144329003625657,-16.572781787889006
BRICK2.0,total,1882,-19.531054237798777,-18.003797318659338,-16.450030398188865
BRICK2.0,total,1883,-19.375163460649627,-17.85731343754651,-16.32051908792534
BRICK2.0,total,1884,-19.301295954647166,-17.800652261709693,-16.25763737740024
BRICK2.0,total,1885,-19.50903574544996,-17.979776785282617,-16.39222756893445
BRICK2.0,total,1886,-19.507854565449126,-17.9603272177155,-16.39126886518028
BRICK2.0,total,1887,-19.40222666952192,-17.865910503972586,-16.313710954429183
BRICK2.0,total,1888,-19.2736258818624,-17.753700344888507,-16.211728642540358
BRICK2.0,total,1889,-19.127589238860583,-17.614227238103837,-16.091549112050316
BRICK2.0,total,1890,-18.97627108126948,-17.466462663522492,-15.965732939936519
BRICK2.0,total,1891,-18.855505496227885,-17.349768309557774,-15.85977914960101
BRICK2.0,total,1892,-18.753717419900454,-17.25193748180691,-15.766835180385167
BRICK2.0,total,1893,-18.624718664556717,-17.143023354624923,-15.667021230480406
BRICK2.0,total,1894,-18.46674713250909,-17.000353347544774,-15.54308976579407
BRICK2.0,total,1895,-18.298861570937245,-16.844850978229992,-15.410238766141429
BRICK2.0,total,1896,-18.131977467335634,-16.691214321462077,-15.27767537339828
BRICK2.0,total,1897,-17.967251349592892,-16.53911945364206,-15.146415129783458
BRICK2.0,total,1898,-17.806444105697423,-16.389461462746564,-15.017885584993746
BRICK2.0,total,1899,-17.647746422598857,-16.243197145003794,-14.888303057494575
BRICK2.0,total,1900,-17.491590994699372,-16.10142475800084,-14.760782713206499
BRICK2.0,total,1901,-17.3381094104847,-15.958324010322242,-14.633807687293537
BRICK2.0,total,1902,-17.196347810143582,-15.815340662783147,-14.506999312361353
BRICK2.0,total,1903,-17.084437237609624,-15.713423516395085,-14.408905726793813
BRICK2.0,total,1904,-17.08326943575504,-15.726178034186995,-14.39380801473493
BRICK2.0,total,1905,-17.00650388866382,-15.644657715988563,-14.31802594569069
BRICK2.0,total,1906,-16.870308233381436,-15.514613623504596,-14.199413721306062
BRICK2.0,total,1907,-16.715797640939897,-15.357795216521128,-14.07053024866714
BRICK2.0,total,1908,-16.59817088990421,-15.239471065305061,-13.962726844356792
BRICK2.0,total,1909,-16.44427125323486,-15.101065939818643,-13.839138858221212
BRICK2.0,total,1910,-16.285701177651227,-14.95896938151849,-13.709745696725198
BRICK2.0,total,1911,-16.135424207384013,-14.817109012143254,-13.583302618693745
BRICK2.0,total,1912,-15.979329266683235,-14.675245331990066,-13.457778752641145
BRICK2.0,total,1913,-15.931870239286164,-14.619934780039289,-13.402630131579928
BRICK2.0,total,1914,-15.863851946696757,-14.543245289270619,-13.357227737167207
BRICK2.0,total,1915,-15.732787624300963,-14.424120949621226,-13.247496759803587
BRICK2.0,total,1916,-15.56321239381433,-14.272514296727989,-13.10148547241304
BRICK2.0,total,1917,-15.390021691438506,-14.1156263763455,-12.963540184388233
BRICK2.0,total,1918,-15.214100055316559,-13.960824683530099,-12.825060075521685
BRICK2.0,total,1919,-15.03826215031044,-13.804503462765444,-12.685872977134867
BRICK2.0,total,1920,-14.867303102225563,-13.649013588832986,-12.545278469027979
BRICK2.0,total,1921,-14.705245750569132,-13.50136516280493,-12.4109097510972
BRICK2.0,total,1922,-14.535123652675583,-13.34904409240347,-12.272764332366354
BRICK2.0,total,1923,-14.393661337848316,-13.214164685027786,-12.153813880559964
BRICK2.0,total,1924,-14.246093688759727,-13.07462242003041,-12.031735303165874
BRICK2.0,total,1925,-14.080583105118558,-12.929137944307856,-11.896877581312435
BRICK2.0,total,1926,-13.911664456077219,-12.775246204356112,-11.759525440391842
BRICK2.0,total,1927,-13.748069541311548,-12.616648603778206,-11.614573279735977
BRICK2.0,total,1928,-13.584578725833003,-12.460147679885035,-11.473122866109106
BRICK2.0,total,1929,-13.422583225802788,-12.310857208652104,-11.331169177953475
BRICK2.0,total,1930,-13.291288958332755,-12.195538311014214,-11.21778716169396
BRICK2.0,total,1931,-13.114358344882206,-12.040306911492422,-11.074625842964764
BRICK2.0,total,1932,-12.940358958015816,-11.88110843168128,-10.928851911625115
BRICK2.0,total,1933,-12.793461726878126,-11.750273751448377,-10.80386151708323
BRICK2.0,total,1934,-12.627444309322032,-11.596311914290133,-10.660898752833564
BRICK2.0,total,1935,-12.461484075854885,-11.43738992889405,-10.51690752167837
BRICK2.0,total,1936,-12.293689931513123,-11.278931056217385,-10.37004953112526
BRICK2.0,total,1937,-12.121622021513193,-11.115240734843956,-10.217015818479272
BRICK2.0,total,1938,-11.947942341924714,-10.947734680101808,-10.060874807918958
BRICK2.0,total,1939,-11.771857943167818,-10.781144489037032,-9.903162372734636
BRICK2.0,total,1940,-11.600514848797971,-10.621738255475973,-9.749628697080478
BRICK2.0,total,1941,-11.435227493608684,-10.463962402624002,-9.600750485721145
BRICK2.0,total,1942,-11.272371457883883,-10.306424010361994,-9.45734263248942
BRICK2.0,total,1943,-11.112946096883881,-10.155808022918132,-9.316397755884354
BRICK2.0,total,1944,-10.955245075682383,-10.009370906677573,-9.17373007196501
BRICK2.0,total,1945,-10.792947523246943,-9.85823058482722,-9.030757611079059
BRICK2.0,total,1946,-10.606192546381408,-9.689350388656008,-8.874008775904878
BRICK2.0,total,1947,-10.4095907820818,-9.513500012057753,-8.71158826857701
BRICK2.0,total,1948,-10.219822033637662,-9.335317869213608,-8.545171927325718
BRICK2.0,total,1949,-10.03112335525111,-9.15720686362123,-8.378781928790792
BRICK2.0,total,1950,-9.841134694118761,-8.979134289868368,-8.21205546936133
BRICK2.0,total,1951,-9.659446559122243,-8.810594312673828,-8.05213740108374
BRICK2.0,total,1952,-9.480722156630701,-8.648727907939717,-7.894711707717177
BRICK2.0,total,1953,-9.302917050042812,-8.484087347272315,-7.742919285573698
BRICK2.0,total,1954,-9.125383681768099,-8.318609621515083,-7.593849289648903
BRICK2.0,total,1955,-8.947200968375942,-8.152007065428934,-7.443835605468223
BRICK2.0,total,1956,-8.766952102523195,-7.983312321070558,-7.291823770921102
BRICK2.0,total,1957,-8.580940391100185,-7.809050857532365,-7.131104432442494
BRICK2.0,total,1958,-8.38969006201782,-7.629114081184334,-6.964186780256101
BRICK2.0,total,1959,-8.191148919178746,-7.444337444593478,-6.799012936983345
BRICK2.0,total,1960,-7.993870455303424,-7.265290565897483,-6.634133643656166
BRICK2.0,total,1961,-7.800514003097408,-7.088932019853286,-6.472340670322198
BRICK2.0,total,1962,-7.616045361097572,-6.921109291466133,-6.318675598678785
BRICK2.0,total,1963,-7.467724581717492,-6.780073469982626,-6.192393764585916
BRICK2.0,total,1964,-7.466080708884393,-6.785561395286645,-6.189952641876751
BRICK2.0,total,1965,-7.443318067827215,-6.739220256286811,-6.1286033750229825
BRICK2.0,total,1966,-7.349339028214724,-6.636063191751026,-6.017634754541962
BRICK2.0,total,1967,-7.158569628594368,-6.458001836153806,-5.850745890991383
BRICK2.0,total,1968,-7.005075141959283,-6.317788922617169,-5.721324024484302
BRICK2.0,total,1969,-6.826723667918951,-6.152679709095381,-5.578083113156299
BRICK2.0,total,1970,-6.631161809921231,-5.976366121392157,-5.417762926257052
BRICK2.0,total,1971,-6.441018230212566,-5.801430970044663,-5.258709948715957
BRICK2.0,total,1972,-6.284796461030673,-5.648907070544783,-5.121613638394704
BRICK2.0,total,1973,-6.107062153964275,-5.481124526756204,-4.973010034295993
BRICK2.0,total,1974,-5.900429037118049,-5.294934410571045,-4.805096551073532
BRICK2.0,total,1975,-5.717576471341467,-5.1230532538558755,-4.642684772039992
BRICK2.0,total,1976,-5.579520100825814,-4.9818731691057145,-4.516553541292506
BRICK2.0,total,1977,-5.388395956804057,-4.8054930209515865,-4.366566302124264
BRICK2.0,total,1978,-5.170758739601041,-4.606457078527428,-4.183345768594435
BRICK2.0,total,1979,-4.935187048661349,-4.392321978626311,-3.9864739350622482
BRICK2.0,total,1980,-4.696132344850572,-4.178363450819354,-3.7884225622285084
BRICK2.0,total,1981,-4.459954993039083,-3.968055897900573,-3.601255973593166
BRICK2.0,total,1982,-4.215562066765724,-3.7546308510132365,-3.406020655994463
BRICK2.0,total,1983,-4.050091828873844,-3.600939040491175,-3.2640435998268438
BRICK2.0,total,1984,-3.9624510671634754,-3.499924142452562,-3.1664182959343377
BRICK2.0,total,1985,-3.7799240226138164,-3.3346515144710516,-3.011063497300816
BRICK2.0,total,1986,-3.5496749473811784,-3.1295041573612288,-2.8218955637938197
BRICK2.0,total,1987,-3.3136840519642945,-2.9184162092405073,-2.6310114782624283
BRICK2.0,total,1988,-3.0601757573511303,-2.695593995854342,-2.429946153363839
BRICK2.0,total,1989,-2.783610607797413,-2.453578714613533,-2.212615222692356
BRICK2.0,total,1990,-2.479559785779407,-2.190539896421255,-1.9775088240827636
BRICK2.0,total,1991,-2.1783890589517525,-1.9354831781130866,-1.747063425716456
BRICK2.0,total,1992,-2.035012259996196,-1.7967926045039775,-1.6156587238911735
BRICK2.0,total,1993,-2.077531447368428,-1.8096795118188282,-1.613718149247683
BRICK2.0,total,1994,-1.9436385592877623,-1.6756446035657628,-1.48513586901801
BRICK2.0,total,1995,-1.6793945134918502,-1.4449107300895694,-1.273799654637245
BRICK2.0,total,1996,-1.3749054709907984,-1.1768222204208918,-1.0350095373662997
BRICK2.0,total,1997,-1.0459369217497168,-0.8954629365733009,-0.7856689192747552
BRICK2.0,total,1998,-0.7354889873976415,-0.6247790148337362,-0.5449137553835354
BRICK2.0,total,1999,-0.41024366829752346,-0.3450714935724033,-0.2971867756711747
BRICK2.0,total,2000,-0.06930046239434073,-0.0333109202970876,-0.023523278745560105
BRICK2.0,total,2001,0.23183675900912115,0.2777715584946616,0.3279000970806793
BRICK2.0,total,2002,0.5181480787495696,0.5920492150624952,0.6988385819721084
BRICK2.0,total,2003,0.797234141284098,0.9099721400298311,1.0701415856333099
BRICK2.0,total,2004,1.0579229743407772,1.2143490347151147,1.425704123370503
BRICK2.0,total,2005,1.333067632395297,1.524472364645792,1.7878496983560404
BRICK2.0,total,2006,1.6072441983575203,1.8273152350978776,2.1419615355777264
BRICK2.0,total,2007,1.8742906956331216,2.1280365861681076,2.487638921911218
BRICK2.0,total,2008,2.147583096129064,2.4428071776684073,2.83770196907769
BRICK2.0,total,2009,2.424068331204029,2.76331439766661,3.207339379416654
BRICK2.0,total,2010,2.702756503802356,3.0912699473154372,3.585987686358201
BRICK2.0,total,2011,3.004652659923206,3.4273249354747204,3.975860122676069
BRICK2.0,total,2012,3.3006256997193053,3.7704349671828608,4.3712309496343424
BRICK2.0,total,2013,3.6087847453367057,4.118187773875128,4.779187950595891
BRICK2.0,total,2014,3.925373265570383,4.4864427751650595,5.205630128650785
BRICK2.0,total,2015,4.237231198944048,4.852391933983956,5.637882405344984
BRICK2.0,total,2016,4.545775800375737,5.221374613259471,6.052009468212595
BRICK2.0,total,2017,4.865354918275395,5.592747486191422,6.484217209577936
BRICK2.0,total,2018,5.18925196408612,5.97490729914678,6.921993361365775
BRICK2.0,total,2019,5.558838619174591,6.400714130224506,7.4047033281267005
BRICK2.0,total,2020,5.9259746609773565,6.822069906646869,7.876780438733489
BRICK2.0,total,2021,6.276532515413764,7.233448548772207,8.342011268660732
BRICK2.0,total,2022,6.662295016488807,7.686850198642173,8.856047885193453
BRICK2.0,total,2023,7.019338226324335,8.094165935109377,9.326109959862164
BRICK2.0,total,2024,7.393277808979745,8.51763456824066,9.8117665216592
BRICK2.0,total,2025,7.7422776735032635,8.929891878206536,10.294874551820607
