year,ais_p5,ais_p50,ais_p95,gsic_p5,gsic_p50,gsic_p95,gis_p5,gis_p50,gis_p95,te_p5,te_p50,te_p95,total_p5,total_p50,total_p95,ais_obs,gsic_obs,gis_obs,te_obs,total_obs,ais_obs_lo,ais_obs_hi,gsic_obs_lo,gsic_obs_hi,gis_obs_lo,gis_obs_hi,te_obs_lo,te_obs_hi,total_obs_lo,total_obs_hi
1947,-0.42443235494418957,-0.396455913864032,-0.3683227839306952,-3.359532743867752,-3.2031227410009837,-3.056576969941627,-2.772760260636601,-2.4869103133329196,-2.1851837997690877,-3.000094804584609,-2.8085596573990435,-2.5979531815700305,-7.494696489218644,-7.209151531242894,-6.812527838661103,-0.3789894970980558,-2.905828818407925,-1.649337751215155,-2.7342485904693605,-8.126264350354845,-0.6309091112830418,-0.15590909177606754,-3.531818264180964,-1.8886362856084653,-1.9459090883081611,-1.3613636016845698,-3.3953871336850243,-2.0600128455595543,-9.98735579530156,-6.2651729054081295
1948,-0.41819314273828023,-0.39089932666138894,-0.3633075345989393,-3.289899169464944,-3.1361125742914133,-2.9928938066156974,-2.7228187516360456,-2.4423420103691558,-2.146527850843405,-2.935836913968373,-2.7484041853191172,-2.542308609567732,-7.341594163374982,-7.060595738858509,-6.671442875557098,-0.37351922121914943,-2.814448508349333,-1.5536521738225768,-2.8385199069976803,-7.332821028831916,-0.6159090540625827,-0.15590909177606754,-3.4318182641809636,-1.8036364381963552,-1.835909050161188,-1.2763635635375978,-3.507165774432095,-2.154987744851546,-9.21444393417907,-5.4511981234847635
1949,-0.41182609982022594,-0.38514577209094814,-0.3580882865129643,-3.219757971576006,-3.0681773118908744,-2.9279088000505893,-2.6719898172273924,-2.3971640076578096,-2.1075675142626245,-2.8723709514927553,-2.688990082286563,-2.4873498133047045,-7.136319909143589,-6.86111041820064,-6.479386396673074,-0.36812314120205974,-2.7524962988766752,-1.4421209161931818,-2.8981478214263916,-6.104148728330061,-0.6059091112830417,-0.15590909177606754,-3.3468180352991275,-1.7436364000493834,-1.720909088308161,-1.1713636398315428,-3.5108252135190092,-2.2393356605009602,-7.931106702272644,-4.277190754387477
1950,-0.4054654326290087,-0.37929658292600454,-0.3525785816231039,-3.1498286574521472,-3.0002449318456206,-2.8630596679491926,-2.621090216122205,-2.3520007786543795,-2.0684278085111765,-2.8085817999173037,-2.6292734235260635,-2.4321111491692076,-7.084318100355044,-6.814001327712492,-6.440779975934678,-0.36264223185452554,-2.6413558569821447,-1.3604312723333192,-2.815257120132446,-6.490746621142681,-0.5959090731360699,-0.15590909177606754,-3.236818187887019,-1.6436364000493833,-1.635909050161188,-1.08636360168457,-3.4794279662045566,-2.142785863442855,-8.322410829819907,-4.659082412465454
1951,-0.39886904476186175,-0.3733575655861445,-0.3471561660241391,-3.0803834404435433,-2.9333055852428904,-2.7989335849857304,-2.5707357817917624,-2.3067495407145904,-2.0287059515729973,-2.7555145446301945,-2.5795941426911675,-2.3861571864812103,-6.699927569390399,-6.434650545814655,-6.069467344216133,-0.3572604569521817,-2.5635623541745276,-1.291308576410467,-2.7181330204010004,-5.433687535374539,-0.5809091112830418,-0.15590909177606754,-3.156818264180964,-1.5636362856084656,-1.5609090501611877,-1.0313636779785158,-3.3798513976010405,-2.0267261786894366,-7.306319041493927,-3.5610560292551523
1952,-0.3924566401657323,-0.367510603765398,-0.34198216968845796,-3.0116464069064044,-2.867360271948738,-2.735450573235608,-2.5207386552801605,-2.2620252303540145,-1.989874634365451,-2.7057313087322976,-2.5329892194920913,-2.3430470434643467,-6.504770794508583,-6.245054458210099,-5.887778397975978,-0.3518108281222257,-2.4708892432126133,-1.244715864008123,-2.6388128757476808,-5.429882731854707,-0.5709090731360694,-0.15590909177606754,-3.05181834047491,-1.4536364381963554,-1.5059091264551339,-0.9863636016845698,-3.296341952410611,-1.9715814872221513,-7.249749026524271,-3.610016437185142
1953,-0.38608071187586396,-0.3616805273796153,-0.33663460651496196,-2.9437711422168347,-2.802014325694465,-2.6727553548292153,-2.4708161000765,-2.217012621954817,-1.9508404949869085,-2.657393388311624,-2.487737338448664,-2.3011884815430834,-6.437634389341313,-6.183015941768195,-5.833514065737616,-0.34638618555935946,-2.3708160010251134,-1.1987132852727718,-2.6377714633941642,-4.849188605467255,-0.5609091303565285,-0.15590909177606754,-2.931818264180964,-1.3636362856084654,-1.460909050161188,-0.9463636398315429,-3.3144926634701823,-1.9085283561186361,-6.66033340201748,-3.0380438089170294
1954,-0.3796998722552184,-0.3557879559933368,-0.33125481428656967,-2.8763054403406314,-2.737545684537235,-2.6105339201000075,-2.4206872781736175,-2.172199393859394,-1.9118009551907265,-2.6093858013288447,-2.4427947013550404,-2.259615974184043,-6.260240623716002,-6.0098533811518635,-5.667583562955975,-0.34098810282620523,-2.2891849127682775,-1.16956976110285,-2.6217352390289306,-5.865882631110119,-0.5459090731360694,-0.15590909177606754,-2.8468180352991275,-1.2836363619024103,-1.4209090883081608,-0.916363620758057,-3.304916247454557,-1.940267209573226,-7.567745492010797,-4.164019770209441
1955,-0.3733972217240281,-0.34996298757466404,-0.3258604484272483,-2.80960063067058,-2.67426046851048,-2.549833002179405,-2.370918620153316,-2.1272561452167764,-1.8727616503382376,-2.560042300723721,-2.396601439414579,-2.2168866230345436,-6.297441172204188,-6.0518145719175624,-5.716614964941016,-0.33553046313199136,-2.2426900473507967,-1.146664029901678,-2.6249311923980714,-5.534710569325889,-0.5359091303565284,-0.15590909177606754,-2.796818035299127,-1.2586363619024103,-1.390909164602106,-0.9013636589050289,-3.2358595457943995,-1.9864240928129722,-7.279036544084527,-3.790384594567251
1956,-0.3670586716774258,-0.3441439489836839,-0.320345202753531,-2.7443550554663028,-2.6111985295173135,-2.4896942187352074,-2.3215279304999745,-2.082239644726182,-1.8327324081788476,-2.5086218413830474,-2.348463818080596,-2.1723587148705237,-6.394850569574836,-6.154142240424628,-5.825950021607091,-0.33016361323269944,-2.152102049914274,-1.1088739221746269,-2.6001024723052977,-6.876097271304517,-0.5259090922095557,-0.15090909654443913,-2.696818035299127,-1.1536364381963553,-1.350909012014216,-0.871363639831543,-3.229994448748502,-1.9333393378691242,-8.504181630666444,-5.248012911942589
1957,-0.36073998493495985,-0.3382296739630173,-0.31481073101630486,-2.6791049681946713,-2.5489026360881057,-2.429751953693416,-2.2710827683267603,-2.036815565894794,-1.7934102730019434,-2.4506280281116264,-2.2941725056580875,-2.122138564670728,-6.196375730484286,-5.960589099619438,-5.640061436197182,-0.3247422131625089,-2.053627547350797,-1.036597234552557,-2.548732614517211,-5.26638116035934,-0.5159090540625831,-0.15590909177606754,-2.57681834047491,-1.0936364000493835,-1.2709090883081609,-0.8063636779785159,-2.7766943541440092,-2.250119809670882,-6.986571174746169,-3.5461911459725113
1958,-0.35429047301004685,-0.33221983689992435,-0.3091735848274961,-2.6147301000337837,-2.487038879068025,-2.37049758768165,-2.2206103091322698,-1.991962191180198,-1.7538730793154933,-2.386419642977402,-2.234063378480124,-2.0665368622885163,-5.841614628971801,-5.611012243921905,-5.298456617461246,-0.3192844781008634,-1.9792344656857574,-0.9685359781438658,-2.0671160221099854,-5.444852192363919,-0.5059091112830421,-0.15090909654443913,-2.47681834047491,-1.0486363237554372,-1.205909126455134,-0.7363636016845698,-2.2289904204281887,-2.022560147805647,-6.887504271122807,-4.0022001136050305
1959,-0.3477343181204895,-0.326122688838576,-0.30348600834581985,-2.5496497476466766,-2.4247508042459955,-2.3106148206580874,-2.1697957315353125,-1.9465736812896803,-1.7140265159992532,-2.3177462574650063,-2.16977431008389,-2.007068661447504,-5.717487139575173,-5.492124386397147,-5.187584132707409,-0.31389617052945223,-1.9245202628048985,-0.94980486089533,-2.270864725112914,-5.145200276751647,-0.49590907313606947,-0.15090909654443913,-2.4118181878870186,-1.0286363428289245,-1.1759090120142162,-0.7263636589050289,-2.5336409178647123,-2.0682331366972493,-6.563575996971689,-3.726824556531605
1960,-0.34076877649313647,-0.31972911416591,-0.2974329696473275,-2.483356518506382,-2.361268111513158,-2.249809612486283,-2.1192034183794553,-1.900873435042357,-1.6737204766043203,-2.2563887121120585,-2.1123340164331763,-1.9539356638104222,-5.600847286241232,-5.3808468084835415,-5.083902539592221,-0.3084096821871671,-1.8498691168698396,-0.881216985529119,-1.997335672378541,-4.5589059522749595,-0.48090911128304215,-0.15090909654443913,-2.3318182641809635,-0.9736363237554373,-1.105909126455134,-0.6613636016845699,-2.2034052458676427,-1.8698820395903153,-5.937730058389989,-3.18008184615993
1961,-0.33380609265770617,-0.3132386054873083,-0.2912454565598436,-2.4169321648528177,-2.29733929414075,-2.188143480391402,-2.0688090135198,-1.854905390593397,-1.63317212910384,-2.1993975369621523,-2.0589813306749836,-1.904583755138785,-5.460558763569114,-5.2459371774240875,-4.955961195479916,-0.30309595194729894,-1.7750989523800937,-0.8129214113408869,-1.8097164630889897,-4.593547354659224,-0.47090907313606944,-0.15090909654443913,-2.2468182260339917,-0.9336363619024104,-1.0309091264551342,-0.606363677978516,-2.007074603167447,-1.6138897223906084,-5.9244821414764886,-3.262612567841959
1962,-0.3268487545343497,-0.3067470876124831,-0.28504265115970295,-2.3513245733623545,-2.234142255062863,-2.1280582265151375,-2.017409620823985,-1.8089862074385412,-1.592979878456435,-2.1520110382236717,-2.014620129669299,-1.8635490835100843,-5.3725383040097165,-5.16279704287108,-4.879558368967874,-0.29754404154690833,-1.6921268072995277,-0.7267779176885429,-1.6807960987091066,-4.7832616179935,-0.4559091112830421,-0.15090909654443913,-2.1568182641809637,-0.8536363428289244,-0.945909088308161,-0.5213636398315429,-1.8870802489193996,-1.559993581338362,-6.050741861878166,-3.515781374108835
1963,-0.3200479039795834,-0.30039588616288837,-0.2789644764898511,-2.28678690757456,-2.1722468708791425,-2.068778927260256,-1.9658328776965055,-1.7629716965811588,-1.5529103048509563,-2.1369349269489573,-2.000506523041963,-1.8504938189924443,-5.239529075463258,-5.034180402091717,-4.757543111811058,-0.29218482104214755,-1.6561305609616364,-0.7027726953679869,-1.8142593860626226,-4.741207803944308,-0.4459090731360694,-0.15090909654443913,-2.1068182641809634,-0.8636363809758962,-0.9059091264551341,-0.5013636589050288,-2.048039492693814,-1.644145421548323,-6.064906527030096,-3.41750908085852
1964,-0.3136238453491031,-0.2943314780873669,-0.2731703421218099,-2.225235362552951,-2.1133824741757152,-2.0129628005992393,-1.914899379280488,-1.7176608571349998,-1.5126950229748015,-2.2720212401797726,-2.1269685165186556,-1.9674727613606187,-5.275812993980537,-5.070129092940999,-4.793984441526542,-0.28678678599270907,-1.6563836661252114,-0.6994616335088559,-2.048475503921509,-5.147275527638862,-0.43590913035652845,-0.15090909654443913,-2.126818149740046,-0.9236363237554372,-0.9009090120142161,-0.5013636589050288,-2.1148668852719386,-1.8270038886503743,-6.480563903842273,-3.813987151435451
1965,-0.3092560013006711,-0.2900669122057442,-0.2687636066761975,-2.173054660107546,-2.064832561213639,-1.9675663655689988,-1.8668895574310018,-1.6738072875099346,-1.4739131283190352,-2.3466215702910165,-2.1968061354028694,-2.0320734415332957,-5.354840443675269,-5.150175752918172,-4.876077660762175,-0.281308260830966,-1.6436187354001133,-0.656011277979071,-2.089956521987914,-4.5376163909647005,-0.42590909220955575,-0.14590910131281076,-2.1218182260339917,-0.9336363619024104,-0.8559091264551341,-0.4613636016845699,-2.108756503191861,-2.001657132668929,-5.840897794722326,-3.234334987207075
1966,-0.304942177872749,-0.28588698187651534,-0.2643146258869583,-2.1253088488640595,-2.0206206372174127,-1.926278227370836,-1.8195674042321213,-1.6307339728168033,-1.4365449711248302,-2.3598113396900278,-2.209153829938339,-2.0434952150459105,-5.348796752615431,-5.148110000743877,-4.878415180712032,-0.27591704455288973,-1.6075242606076325,-0.5829888170415709,-2.034507989883423,-5.147061003775025,-0.41090913035652843,-0.14590910131281076,-2.0618181878870185,-0.9186364000493834,-0.7909090692346751,-0.39136362075805653,-1.9696604338559236,-2.105542211099105,-6.427757832992831,-3.8663641745572184
1967,-0.3002009751688378,-0.281302715817649,-0.2595908422690924,-2.077664311060815,-1.9759689559149467,-1.883344589699064,-1.7720512760574525,-1.587362645408713,-1.3982917313800318,-2.2917056903260518,-2.145396251693704,-1.9845186493128373,-5.28223027339871,-5.087518052651626,-4.825324245506989,-0.2704956444826994,-1.5743239966305826,-0.5461797540838069,-2.1567160129547114,-5.168768370944515,-0.40090909220955573,-0.14590910131281076,-2.0368181878870186,-0.9186364000493834,-0.7509091073816471,-0.35636367797851554,-2.183862551775846,-2.092444448037581,-6.415143270850589,-3.9223934710384416
1968,-0.2944494657992737,-0.2757478535510469,-0.25389652304856486,-2.0250676300664976,-1.9259366879231985,-1.8352026584042302,-1.7233701832304946,-1.5429088870001273,-1.3591080768295696,-2.2667954771261543,-2.122076382020409,-1.9629474751161533,-5.335296254759363,-5.1437017736991715,-4.887952512298311,-0.2649793061343107,-1.5531613913449376,-0.4902192896062678,-2.3616812229156494,-5.371642008513516,-0.39090905406258314,-0.14090908223932436,-2.0068182641809638,-0.8886363809758964,-0.6859090501611881,-0.3063636779785155,-2.4929777708920575,-2.3941875739531078,-6.587978829239746,-4.1553051877872855
1969,-0.2888611647770402,-0.2702483305417246,-0.24823976098065856,-1.9715194874305682,-1.8748635706243022,-1.7863189855021442,-1.6744790761793829,-1.4985328474527788,-1.3196736629877037,-2.21940809237381,-2.077714351566672,-1.9219120362375204,-5.127502069847869,-4.939120886592923,-4.690425421371855,-0.2596308144656095,-1.5060065833005045,-0.4493830507451839,-2.2940184116363525,-5.340070319460355,-0.38090911128304206,-0.14090908223932436,-1.9468182260339915,-0.8536363428289244,-0.645909088308161,-0.26636362075805653,-2.4115595427426433,-2.268512372537093,-6.5635792717383294,-4.11656136718238
1970,-0.2828670655218377,-0.2643296290514609,-0.24232276863464647,-1.9160133694382095,-1.8216941263428557,-1.73494573980218,-1.6245449528861462,-1.453677504507505,-1.2797116534647215,-2.156871346747663,-2.019170141362974,-1.867757901836098,-5.071837311921472,-4.888085807994861,-4.646691193622647,-0.25425337878140536,-1.4767449942502116,-0.43406332189386587,-2.2299360752105715,-5.362510923261866,-0.37090907313606947,-0.14090908223932436,-1.9018181497400457,-0.8486363237554373,-0.6259091073816471,-0.2613636016845702,-2.3305739012631497,-2.117861012978987,-6.5969769790119726,-4.12804486751176
1971,-0.2763321662158457,-0.2580720479470696,-0.2359959033873318,-1.8582502569341846,-1.7664786655655145,-1.682060041778508,-1.5748601975959482,-1.4085194007815471,-1.2393715639097995,-2.100746141088937,-1.9666281389784368,-1.8191558855316334,-5.047951815346864,-4.869264586596803,-4.635701006275603,-0.2487426194277677,-1.4299668875607576,-0.3854952638799498,-2.01857705116272,-4.148213316415467,-0.35590911128304215,-0.14090908223932436,-1.8468182260339918,-0.8136363809758964,-0.570909088308161,-0.22136363983154284,-2.05002084645358,-1.961701612039046,-5.382618532393455,-2.9138081004374805
1972,-0.2697029197604458,-0.25164555582506765,-0.22966589730628276,-1.7996284944969985,-1.7103004475351735,-1.62838002125075,-1.5242841651740773,-1.363241470214986,-1.1989000620368067,-2.0679248698954145,-1.9359022772363963,-1.79073407506415,-4.888331777767244,-4.71453251334565,-4.487773544724807,-0.24328188029202552,-1.4258151617917147,-0.41572569066828,-1.9049362659454347,-4.720875082199328,-0.3509090922095558,-0.135909087007696,-1.8068182641809636,-0.8286363428289243,-0.6009091073816469,-0.2513636589050292,-1.8983992186459628,-1.821239499612288,-5.947689305839834,-3.4940608585588215
1973,-0.2633979178104385,-0.24542558500948997,-0.22363374464688537,-1.7427732249074068,-1.6557893951929137,-1.5758760957891134,-1.474007843253595,-1.3178695805284129,-1.1584237540522309,-2.018065160235927,-1.8892257625925022,-1.747557709055958,-4.886544656406743,-4.717003598346215,-4.496535009014666,-0.23790487376126385,-1.3984220114621255,-0.4206208055669609,-1.8290678501129145,-5.196610427802097,-0.34090910174629896,-0.135909087007696,-1.7818182641809637,-0.8286363428289243,-0.585909050161188,-0.26636362075805653,-1.9285627928647127,-1.716574697061019,-6.460153500039744,-3.9330673555644493
1974,-0.25683185937327685,-0.23901702193978225,-0.21706066516881212,-1.6858191360808004,-1.6013016897489505,-1.523334132552873,-1.4237668165025232,-1.2722645326789739,-1.118368925205624,-1.9465846022907638,-1.82230874016162,-1.6856586175171653,-5.2362201677167795,-5.071044191023093,-4.858834006095811,-0.2324612530795011,-1.3576064673337074,-0.39651621038263496,-1.7317896366119383,-4.549964100429307,-0.3309091112830421,-0.13090909177606758,-1.7368181878870188,-0.8136363809758964,-0.5509091073816471,-0.2413636207580565,-1.8476355162533846,-1.584427670999007,-5.802025705894354,-3.2979024949642595
1975,-0.2499527306758592,-0.23228641735702393,-0.2103652299191124,-1.6279521449743002,-1.5455545437849398,-1.4694123170234168,-1.3737131065212085,-1.226231475429755,-1.0779050585958176,-1.8946534606671954,-1.773693040049828,-1.6406884804410493,-4.873182155654767,-4.712036902486629,-4.506602305169558,-0.2270876320925626,-1.3260503378781405,-0.39089840108698093,-1.4828915119171144,-3.6841547154152776,-0.31590910174629894,-0.13090909177606758,-1.6968182260339915,-0.8086363619024104,-0.5509091073816471,-0.2413636207580565,-1.4927517500790677,-1.3761524482206868,-4.867060605687434,-2.5012488251431213
1976,-0.24301971230508038,-0.22553531909811858,-0.2036208583446771,-1.570352869182797,-1.489985900066254,-1.41586468302373,-1.323179609894827,-1.1800065203990844,-1.0367495573361853,-1.877382898300023,-1.7575250827403088,-1.6257329155766542,-4.703013874305808,-4.545925816713192,-4.34624081687357,-0.22159060564908123,-1.3133924094113434,-0.4085678880864929,-1.5214472293853758,-4.681656538177072,-0.3109090826728126,-0.13090909177606758,-1.6768181497400456,-0.8086363619024104,-0.565909069234675,-0.2613636016845702,-1.6507288542660798,-1.206962232156233,-5.804602078244994,-3.55871099810915
1977,-0.23641367272651806,-0.21907062807169664,-0.19722623501383582,-1.5135990460159223,-1.4355408256219775,-1.3632907131815215,-1.272572267189002,-1.1342553189071964,-0.9961573964831434,-1.8172581334757532,-1.7012388651721175,-1.573667452902721,-4.447912690049967,-4.2954991859748475,-4.101910058640287,-0.21624631014737222,-1.2574727621945465,-0.40815065557306496,-1.4027002811431886,-4.218181979996186,-0.30090909220955575,-0.13090909177606758,-1.6068182641809634,-0.7636363809758964,-0.555909126455134,-0.27636365890502923,-1.535372027483853,-1.163559941811995,-5.368952676826394,-3.067411283165978
1978,-0.2293792293400581,-0.21226088395520293,-0.19054292368289877,-1.4561056458410064,-1.3804028596908386,-1.309964416509281,-1.222114311294886,-1.0881948377275381,-0.9552794307658354,-1.7346693659930872,-1.6239228149754166,-1.5021491292431965,-4.559779980983791,-4.412076354788571,-4.226302107430267,-0.2107981118288908,-1.1968986121090972,-0.40049865896051595,-1.3702120304107668,-4.685784089362705,-0.2909091017462989,-0.12590909654443916,-1.5318182641809637,-0.7286363428289244,-0.5409090692346751,-0.26636362075805653,-1.6756313887509429,-1.0505323691801591,-5.7901982942596995,-3.5813698844657096
1979,-0.22190452778201894,-0.2049917105379197,-0.18351571542572934,-1.3971059309488796,-1.3235307281832616,-1.2553845683313702,-1.1706866374679576,-1.0416229879938435,-0.9142900254112221,-1.6402700110044321,-1.5355502009831943,-1.4204033443246125,-4.411046724344342,-4.269286613734836,-4.091126298130529,-0.20536288348111248,-1.1345557776364417,-0.389603788202459,-1.4052307605743404,-3.6974944138835655,-0.2809091112830421,-0.12590909654443916,-1.4318182641809636,-0.6586363619024103,-0.520909088308161,-0.2613636016845702,-1.734473094073209,-0.9123125358061361,-4.845562539238173,-2.549426288528957
1980,-0.21393356392994123,-0.19729703760894662,-0.17615749145395604,-1.335542077740619,-1.2646702923294035,-1.1989903842477858,-1.1187351373168954,-0.9947061987425183,-0.8725608508893624,-1.5457680915967071,-1.447081570595342,-1.338568743026482,-4.002881159747618,-3.866340384186816,-3.697086141741197,-0.19993166056546302,-1.0903853979977698,-0.3607046907598319,-1.0921608448028564,-3.9276538985542118,-0.27590909220955573,-0.1209091013128108,-1.3918181115930737,-0.6436364000493833,-0.4859090501611881,-0.23636360168457027,-1.1829983321103177,-0.945947293801741,-5.053362850024402,-2.8019449470840216
1981,-0.20539166946201998,-0.1891794454597564,-0.1685315835873789,-1.2714370972770987,-1.2032418575074886,-1.140280936352956,-1.0660367982595313,-0.9470943413988131,-0.8301296794938602,-1.458446124393905,-1.3653345024974488,-1.2629516718029998,-3.8832365558652873,-3.7524217825813624,-3.5918580055595033,-0.19452041712674234,-1.0451837149533363,-0.3079829996282405,-1.1296556949615475,-2.2095708662028803,-0.2709090731360695,-0.1209091013128108,-1.3618181878870188,-0.6236363237554374,-0.430909126455134,-0.1863636493682861,-1.2320248213681306,-1.053640775247054,-3.3147643202945463,-1.1043774121112144
1982,-0.19662806573922192,-0.1808906068838333,-0.16083673886064104,-1.2063182746488605,-1.1409445153362348,-1.0808974702664578,-1.0125498148205303,-0.8991037655662802,-0.7874948353557166,-1.3688028601161564,-1.281414335966943,-1.1853244570627155,-3.711737351683838,-3.5870087238621284,-3.4353725957362298,-0.1890497597781095,-1.0073812094601715,-0.2692658250982112,-1.2615566730499266,-3.034656955629597,-0.26090908267281265,-0.11590908223932433,-1.3118181878870185,-0.5936364000493835,-0.38590905016118804,-0.14636363983154288,-1.3832502928647126,-1.068843488259749,-4.121833953913703,-1.9474799573454902
1983,-0.18752344391857084,-0.1723922544833178,-0.15298330076699915,-1.1402642713086402,-1.078042303048593,-1.0209497613036111,-0.9587923025380128,-0.8507932938873128,-0.7451275222903211,-1.3464542226598886,-1.2604925032763252,-1.1659714973847282,-3.479037945726412,-3.359329201839244,-3.213286764572938,-0.1837081822482023,-0.9826043692502114,-0.2925846880132503,-1.4041773319244384,-2.6952381332198456,-0.2509090922095558,-0.11590908223932433,-1.2918181115930736,-0.5986363237554373,-0.4159090692346751,-0.1713636398315429,-1.627029856768521,-1.071774510903792,-3.790703258398402,-1.5997730080412893
1984,-0.17910610494448936,-0.16439852986649353,-0.1455487700666483,-1.0771141106655984,-1.0176810930213374,-0.9633556979197954,-0.9050820497699809,-0.8027933386733709,-0.7026404215800479,-1.383757483330836,-1.295414210700291,-1.1982745181409145,-3.4925521796488472,-3.374968916973558,-3.2332215364801344,-0.17819761362942788,-0.9233422842892735,-0.30610683614557455,-1.3752907276153565,-2.7272790545117447,-0.24590907313606947,-0.11090908700769597,-1.2168181115930738,-0.5686364000493833,-0.4209090883081611,-0.19636363983154292,-1.7809807387265286,-1.066921262307601,-3.80295503193544,-1.6516030770880494
1985,-0.17151496285995008,-0.15713467909794576,-0.13874556855899553,-1.0185094133320356,-0.9612879125324949,-0.9093013692958648,-0.8523391357651641,-0.7555625616248001,-0.6605357545045534,-1.3423373645260857,-1.2566384778461406,-1.1624064751492835,-3.418399056882283,-3.3049120494635416,-3.1689366480563628,-0.1728599938479337,-0.8694018927487465,-0.2849181955510921,-1.2075136661529546,-3.2898149564817416,-0.24090910174629898,-0.11090908700769597,-1.1518181497400457,-0.5136363809758964,-0.38590905016118804,-0.17636365890502925,-1.448527773943814,-0.9998466773466632,-4.297241504131765,-2.282388408831718
1986,-0.16335213114754293,-0.14937064577393902,-0.13135857189100103,-0.9596987304852296,-0.9045355625362045,-0.8547976023835182,-0.7994072996349617,-0.7080890905350787,-0.6187079258129783,-1.2574750220475068,-1.1771940045736642,-1.0889193332427014,-3.252651780077755,-3.1438310305254555,-3.016239092992967,-0.16734274950894445,-0.8345355597409335,-0.2674289529973811,-1.0398712635040286,-2.5597005227912426,-0.23590908267281263,-0.10590909177606755,-1.1118181878870184,-0.48363636190241027,-0.3609090501611881,-0.16636362075805655,-1.05489202412692,-0.9270632071928551,-3.5527830947829004,-1.566617950799585
1987,-0.154404609417062,-0.14091480561797087,-0.12350851866448406,-0.8978094288305931,-0.8449327227129544,-0.7978564443124886,-0.746080108619048,-0.6600737739714369,-0.5762373737399675,-1.171073678117681,-1.0963087843681087,-1.0140994822128613,-2.7539744307996132,-2.6514524980772785,-2.531484192604643,-0.16192802515896887,-0.8025719252499665,-0.2675323312932796,-1.0571058750152584,-2.81647471615318,-0.23090911128304215,-0.10090909654443914,-1.0668181115930735,-0.4786363428289239,-0.35590912645513406,-0.16636362075805655,-1.1261431303891267,-0.8811249061064292,-3.8356782205690543,-1.7972712117373055
1988,-0.14500186655643116,-0.13205310540692378,-0.11545831162480401,-0.8336516443479994,-0.7837166039017087,-0.7394764164988081,-0.6918700774787443,-0.6114986891792789,-0.5331231948163081,-1.0720771160766687,-1.0036324629582976,-0.9283727135367784,-2.591942406527592,-2.4955054798577843,-2.384644256866109,-0.15648268786343666,-0.7562198248776525,-0.24032619649713705,-0.9519709110260006,-3.0787532276555245,-0.22090907313606944,-0.09590910131281077,-1.0168181115930737,-0.45863636190241025,-0.325909107381647,-0.14636363983154288,-1.1118237105282869,-0.8395891471342611,-4.1293142649558865,-2.0281921903551625
1989,-0.1350574608869425,-0.12282673904375155,-0.10708595102840579,-0.7674455831729889,-0.72086841666677,-0.6797552093919194,-0.6371325675426536,-0.5623979900249925,-0.4897861843539253,-0.9560511553317541,-0.8950139512828801,-0.8278992173654779,-2.551116550295821,-2.462390249886437,-2.3611581798471004,-0.15115498629483315,-0.7032585707577795,-0.2040105646306819,-0.9955696582794187,-2.3659954497370173,-0.2109090826728126,-0.09090908223932437,-0.9518181497400454,-0.42363632375543764,-0.28590905016118795,-0.11136364936828602,-1.204935320940885,-0.809251431985335,-3.313403430767309,-1.4185874687067255
1990,-0.12439864014332108,-0.11303331742160641,-0.09847012746643348,-0.6985318483021253,-0.6559046611630287,-0.6182499398776369,-0.5812668048292385,-0.5124302908491412,-0.445986661676983,-0.8228733592754112,-0.770338629458525,-0.7125729688581527,-2.2814426802589436,-2.200811930665461,-2.1103097330209906,-0.14561819163235762,-0.6167625037106604,-0.18309095556085775,-0.9834099292755125,-2.0397483331288306,-0.20590911128304212,-0.085909087007696,-0.8468182260339915,-0.3836363619024103,-0.26590906923467517,-0.10136365890502919,-1.230180224505338,-0.803867368264632,-3.0619424927711307,-1.0175541734865305
1991,-0.11286471773126151,-0.10256741855478668,-0.08942096677967205,-0.625980349829301,-0.5880405657286987,-0.5543171853151946,-0.5238760529853387,-0.46159934671331015,-0.40169483199977596,-0.6965188991118177,-0.6520510210784163,-0.6031554360235453,-1.9549145433345851,-1.8831461582491882,-1.8032319135975474,-0.14028843966397375,-0.5496396628293124,-0.16452606374567214,-0.7139692783355716,-2.7960979502417294,-0.20090909220955577,-0.08090909177606759,-0.7718182260339915,-0.3486363237554377,-0.2409090692346747,-0.086363649368286,-0.7626877394589509,-0.6910055442289871,-4.184664780630762,-1.407531119852696
1992,-0.1008200094886166,-0.09170103084667527,-0.08012914283858437,-0.5516008211781048,-0.5185916956048475,-0.48902851709052647,-0.46562263223143135,-0.41024054897562806,-0.3569407401227764,-0.6998145440888308,-0.6551362620892682,-0.6060093229541423,-1.6480562482309784,-1.5825885249668312,-1.5084427400655223,-0.15604604807767014,-0.5325298872860994,-0.188701326196844,-0.7196871280670165,-2.860248378703343,-0.22090907313606944,-0.09090908223932437,-0.7318181688135325,-0.328636342828924,-0.25090910738164707,-0.1313636302947997,-0.8955408659848298,-0.52087338404222,-3.931978102831109,-1.788518654575577
