year,incumbent_hindcast_cm,stock_hindcast_cm,A_hindcast_cm,B_hindcast_cm,A+B_hindcast_cm,A+B'_hindcast_cm,A+B+C_hindcast_cm,A+B'+C_hindcast_cm,A+B+C+D_hindcast_cm,A+B'+C+D_hindcast_cm,A+B'+C+D2_hindcast_cm
2023,1.29882928,1.5605816,1.58583937,1.54632361,1.58524833,1.61147025,1.85027561,1.64690111,1.63005102,1.64007345,1.58541641
2024,1.36122638,1.63245372,1.62958409,1.61601503,1.62882823,1.62828963,1.95840452,1.71230892,1.70368241,1.7056442,1.61285389
2025,1.42424625,1.70622881,1.66031149,1.68823225,1.65953474,1.62828963,2.06704758,1.76833508,1.7773138,1.76254054,1.62346914
2026,1.48789581,1.78177824,1.6906705,1.76264074,1.68987252,1.62828963,2.17616136,1.82436217,1.85094519,1.81943689,1.63393758
2027,1.55207715,1.85738949,1.72066555,1.83704302,1.71984601,1.62828963,2.28564147,1.88038994,1.92457658,1.87633323,1.64426124
2028,1.61664417,1.93078436,1.75030099,1.90872341,1.74945959,1.62828963,2.39537419,1.93641818,1.99820797,1.93322957,1.65444212
2029,1.68159654,2.00215248,1.77958114,1.97812691,1.77871757,1.62828963,2.50534682,1.99244685,2.07183936,1.99012592,1.66448219
2030,1.74699475,2.07259462,1.80851025,2.04672597,1.80762423,1.62828963,2.61558222,2.04847601,2.14547075,2.04702226,1.67438341
2031,1.81285768,2.14245929,1.83709254,2.11494791,1.83618378,1.62828963,2.72607927,2.10450567,2.21910214,2.10391861,1.68414769
2032,1.87907095,2.2100131,1.86533216,2.18065505,1.86440039,1.62828963,2.8367693,2.16053575,2.29273353,2.16081495,1.69377692
2033,1.94574448,2.277172,1.89323323,2.24630903,1.89227819,1.62828963,2.94770434,2.21656638,2.36636492,2.21771129,1.70327298
2034,2.01304577,2.34654062,1.92079979,2.31500501,1.91982123,1.62828963,3.05896446,2.27259786,2.43999631,2.27460764,1.71263771
2035,2.08114156,2.42045599,1.94803586,2.38930251,1.94703355,1.62828963,3.17061467,2.32863061,2.5136277,2.33150398,1.72187292
2036,2.14999358,2.49777087,1.9749454,2.46736301,1.97391911,1.62828963,3.28260881,2.38466488,2.58725909,2.38840033,1.7309804
2037,2.21962229,2.57838251,2.00153233,2.54886923,2.00048184,1.62828963,3.39493096,2.44070112,2.66089048,2.44529667,1.73996193
2038,2.29005238,2.66225947,2.02780052,2.63366273,2.02672561,1.62828963,3.50756741,2.49674087,2.73452187,2.50219301,1.74881923
2039,2.36123678,2.74818713,2.05375378,2.72017749,2.05265426,1.62828963,3.62047986,2.5527953,2.80815326,2.55908936,1.75755404
2040,2.43311042,2.83477848,2.07939589,2.80679585,2.07827156,1.62828963,3.73362956,2.60887394,2.88178465,2.6159857,1.76616805
2041,2.50558015,2.92033802,2.10473058,2.89165042,2.10358126,1.62828963,3.84697408,2.66498065,2.95541604,2.67288204,1.77466291
2042,2.57857763,3.00379542,2.12976154,2.97376061,2.12858706,1.62828963,3.96048373,2.72111693,3.02904743,2.72977839,1.7830403
2043,2.65205564,3.08457646,2.15449241,3.05275777,2.15329259,1.62828963,4.07413834,2.77728321,3.10267882,2.78667473,1.79130182
2044,2.72622068,3.16643037,2.17892679,3.13353606,2.17770148,1.62828963,4.18799298,2.83349417,3.17631021,2.84357108,1.79944908
2045,2.8010524,3.24881767,2.20306822,3.21516096,2.20181727,1.62828963,4.30203467,2.88975062,3.2499416,2.90046742,1.80748366
2046,2.8764476,3.32986198,2.22692023,3.29520737,2.2256435,1.62828963,4.41622981,2.94604643,3.32357299,2.95736376,1.81540712
2047,2.95269127,3.41454187,2.25048628,3.37998958,2.24918363,1.62828963,4.53065142,3.00239795,3.39720438,3.01426011,1.823221
2048,3.02978614,3.5023623,2.27376981,3.46836545,2.27244111,1.62828963,4.64529591,3.05880069,3.47083577,3.07115645,1.83092681
2049,3.10782462,3.59444049,2.29677419,3.56145643,2.29541932,1.62828963,4.76018333,3.11525095,3.54446716,3.1280528,1.83852604
2050,3.18653105,3.68528929,2.31950278,3.65215603,2.31812162,1.62828963,4.87523838,3.17172778,3.61809855,3.18494914,1.84602018
2051,3.26595508,3.77588294,2.34195888,3.74224548,2.34055133,1.62828963,4.99046945,3.22822371,3.69172993,3.24184548,1.85341066
2052,3.34594442,3.86350045,2.36414575,3.82855288,2.36271172,1.62828963,5.10583499,3.28472728,3.76536132,3.29874183,1.86069894
2053,3.42650386,3.94860081,2.38606663,3.91214582,2.38460602,1.62828963,5.22133248,3.34123592,3.83899271,3.35563817,1.86788642
2054,3.50756898,4.03035954,2.40772471,3.99221055,2.40623743,1.62828963,5.33694311,3.39774877,3.9126241,3.41253451,1.87497449
2055,3.58917093,4.10977881,2.42912313,4.07022068,2.42760911,1.62828963,5.45267018,3.45426572,3.98625549,3.46943086,1.88196453
2056,3.67126233,4.18632311,2.45026501,4.14547696,2.44872417,1.62828963,5.56849928,3.51078619,4.05988688,3.5263272,1.8888579
2057,3.75393926,4.26209713,2.47115343,4.22065409,2.46958569,1.62828963,5.68444609,3.56731045,4.13351827,3.58322355,1.89565593
2058,3.83724274,4.33790682,2.49179142,4.29645905,2.49019673,1.62828963,5.80051286,3.62383841,4.20714966,3.64011989,1.90235994
2059,3.9212229,4.4146018,2.51218198,4.37366089,2.51056029,1.62828963,5.91670155,3.68036997,4.28078105,3.69701623,1.90897123
2060,4.00594296,4.49314019,2.53232808,4.45316517,2.53067933,1.62828963,6.03301425,3.73690506,4.35441244,3.75391258,1.91549109
2061,4.09128116,4.57097105,2.55223266,4.53147058,2.55055681,1.62828963,6.14942085,3.79344288,4.42804383,3.81080892,1.92192077
2062,4.17727044,4.64876019,2.57189861,4.60966728,2.57019561,1.62828963,6.26591789,3.84998335,4.50167522,3.86770527,1.92826153
2063,4.26363368,4.72140559,2.59132878,4.68138954,2.58959861,1.62828963,6.38245869,3.90652534,4.57530661,3.92460161,1.9345146
2064,4.35046396,4.79142288,2.61052601,4.75065058,2.60876863,1.62828963,6.49905138,3.96306909,4.648938,3.98149795,1.94068118
2065,4.43777884,4.85953369,2.62949308,4.81835945,2.62770848,1.62828963,6.61569379,4.01961457,4.72256939,4.0383943,1.94676248
2066,4.52556734,4.92582254,2.64823277,4.8844909,2.64642091,1.62828963,6.73238086,4.07616166,4.79620078,4.09529064,1.95275967
2067,4.61394345,4.99266117,2.66674779,4.9519385,2.66490867,1.62828963,6.8491213,4.13271063,4.86983217,4.15218699,1.95867392
2068,4.70295004,5.06071846,2.68504083,5.02108315,2.68317444,1.62828963,6.96591518,4.18926152,4.94346356,4.20908333,1.96450637
2069,4.79258428,5.12970256,2.70311457,5.09121409,2.7012209,1.62828963,7.08275789,4.2458143,5.01709495,4.26597967,1.97025816
2070,4.88285006,5.19949385,2.72097162,5.16207271,2.71905067,1.62828963,7.19964635,4.30236892,5.09072634,4.32287602,1.9759304
2071,4.97369117,5.26886426,2.73861458,5.23209035,2.73666636,1.62828963,7.3165728,4.35892516,5.16435773,4.37977236,1.98152419
2072,5.06506646,5.33707994,2.75604603,5.3005662,2.75407054,1.62828963,7.43353193,4.41548285,5.23798912,4.4366687,1.98704061
2073,5.15674082,5.39989099,2.77326849,5.36238794,2.77126575,1.62828963,7.55050328,4.47204141,5.31162051,4.49356505,1.99248075
2074,5.24886401,5.46106125,2.79028448,5.42320707,2.7882545,1.62828963,7.66749856,4.52860113,5.3852519,4.55046139,1.99784564
2075,5.34149677,5.52200669,2.80709647,5.48450086,2.80503927,1.62828963,7.78452212,4.5851621,5.45888329,4.60735774,2.00313634
2076,5.43442081,5.57861955,2.8237069,5.54065855,2.8216225,1.62828963,7.90155634,4.64172383,5.53251468,4.66425408,2.00835386
2077,5.52776846,5.63417561,2.84011819,5.59641554,2.83800662,1.62828963,8.01861177,4.69828657,5.60614607,4.72115042,2.01349922
2078,5.62144299,5.68701852,2.85633274,5.64929664,2.85419403,1.62828963,8.13568084,4.75485009,5.67977746,4.77804677,2.01857342
2079,5.71564077,5.74136033,2.87235288,5.70478258,2.87018707,1.62828963,8.25277973,4.81141474,5.75340885,4.83494311,2.02357745
2080,5.81011697,5.7922475,2.88818097,5.75583084,2.88598809,1.62828963,8.36988917,4.86798004,5.82704024,4.89183946,2.02851226
2081,5.90514331,5.84549291,2.90381929,5.81046231,2.90159939,1.62828963,8.48703234,4.92454646,5.90067163,4.9487358,2.03337883
2082,6.00068169,5.89991424,2.91927013,5.86629275,2.91702325,1.62828963,8.60420758,4.98111388,5.97430302,5.00563214,2.03817809
2083,6.09680058,5.95659352,2.93453574,5.92456503,2.93226192,1.62828963,8.72142284,5.03768239,6.04793441,5.06252849,2.04291098
2084,6.19320543,6.00940122,2.94961832,5.97724739,2.94731763,1.62828963,8.83865328,5.09425149,6.1215658,5.11942483,2.0475784
2085,6.28992768,6.05967323,2.96452009,6.02720974,2.96219257,1.62828963,8.95590279,5.15082123,6.19519719,5.17632117,2.05218128
2086,6.38696966,6.10792998,2.9792432,6.07531465,2.9768889,1.62828963,9.07317283,5.2073916,6.26882858,5.23321752,2.0567205
2087,6.48424888,6.15295629,2.9937898,6.11998246,2.99140879,1.62828963,9.19045625,5.26396246,6.34245997,5.29011386,2.06119693
2088,6.58171575,6.19441515,3.008162,6.16101382,3.00575434,1.62828963,9.30774862,5.32053373,6.41609136,5.34701021,2.06561146
2089,6.67958299,6.23711493,3.02236189,6.2046668,3.01992765,1.62828963,9.42507251,5.37710573,6.48972275,5.40390655,2.06996494
2090,6.77770961,6.27807034,3.03639155,6.24617057,3.03393079,1.62828963,9.54241414,5.43367824,6.56335413,5.46080289,2.0742582
2091,6.87628644,6.32133026,3.05025301,6.29092851,3.0477658,1.62828963,9.65979453,5.49025154,6.63698552,5.51769924,2.07849208
2092,6.97519004,6.36402617,3.06394828,6.33452157,3.0614347,1.62828963,9.77720116,5.54682543,6.71061691,5.57459558,2.08266741
2093,7.07443637,6.40657546,3.07747937,6.37781885,3.07493948,1.62828963,9.89463619,5.60339993,6.7842483,5.63149193,2.086785
2094,7.17421012,6.45262589,3.09084823,6.42551181,3.08828212,1.62828963,10.0121204,5.65997531,6.85787969,5.68838827,2.09084563
2095,7.27445788,6.5004232,3.10405682,6.47458865,3.10146456,1.62828963,10.129648,5.71655148,6.93151108,5.74528461,2.09485011
2096,7.37498858,6.54583012,3.11710705,6.51990035,3.11448873,1.62828963,10.247198,5.77312817,7.00514247,5.80218096,2.0987992
2097,7.47579368,6.58915441,3.13000082,6.56282953,3.12735653,1.62828963,10.3647693,5.82970537,7.07877386,5.8590773,2.10269368
2098,7.57675723,6.62851992,3.14274002,6.60128581,3.14006982,1.62828963,10.4823491,5.88628292,7.15240525,5.91597365,2.1065343
2099,7.67776079,6.66239623,3.15532648,6.63383883,3.15263048,1.62828963,10.5999244,5.94286065,7.22603664,5.97286999,2.11032179
2100,7.77899067,6.69559299,3.16776205,6.66712492,3.16504033,1.62828963,10.7175154,5.99943882,7.29966803,6.02976633,2.11405691
2101,7.88042112,6.72773892,3.18004853,6.6997337,3.17730119,1.62828963,10.8351191,6.05601739,7.37329942,6.08666268,2.11774037
2102,7.98226683,6.76330774,3.19218772,6.73710241,3.18941484,1.62828963,10.9527578,6.11259664,7.44693081,6.14355902,2.12137288
2103,8.08453086,6.80165865,3.20418136,6.77728519,3.20138305,1.62828963,11.0704307,6.16917656,7.5205622,6.20045536,2.12495515
2104,8.18715531,6.84105782,3.21603122,6.81783535,3.21320756,1.62828963,11.1881308,6.22575707,7.59419359,6.25735171,2.12848789
2105,8.29022345,6.88295447,3.22773901,6.86095394,3.22489011,1.62828963,11.3058651,6.28233827,7.66782498,6.31424805,2.13197176
2106,8.39332722,6.91862569,3.23930644,6.8953254,3.23643239,1.62828963,11.423593,6.33891963,7.74145637,6.3711444,2.13540745
2107,8.49654425,6.95094629,3.25073519,6.92662393,3.2478361,1.62828963,11.5413219,6.39550126,7.81508776,6.42804074,2.13879562
2108,8.59980653,6.97926256,3.26202693,6.9540039,3.25910289,1.62828963,11.6590452,6.45208307,7.88871915,6.48493708,2.14213693
2109,8.70332892,7.0087326,3.27318328,6.9841686,3.27023441,1.62828963,11.7767823,6.50866532,7.96235054,6.54183343,2.14543204
2110,8.80698804,7.036633,3.28420589,7.01242795,3.28123228,1.62828963,11.8945214,6.56524785,8.03598193,6.59872977,2.14868157
2111,8.91089264,7.06548594,3.29509635,7.04224041,3.29209811,1.62828963,12.0122713,6.62183079,8.10961332,6.65562612,2.15188615
2112,9.01503481,7.0949299,3.30585624,7.07262062,3.30283349,1.62828963,12.1300305,6.67841413,8.18324471,6.71252246,2.15504642
2113,9.11954435,7.12746473,3.31648714,7.1066844,3.31343998,1.62828963,12.2478082,6.734998,8.2568761,6.7694188,2.15816298
2114,9.22435318,7.16105032,3.32699059,7.14120607,3.32391912,1.62828963,12.3655972,6.79158232,8.33050749,6.82631515,2.16123644
2115,9.32957424,7.19775981,3.33736811,7.1791528,3.33427245,1.62828963,12.4834038,6.84816719,8.40413888,6.88321149,2.16426739
2116,9.43505946,7.23389799,3.34762122,7.2154203,3.34450148,1.62828963,12.6012154,6.90475245,8.47777027,6.94010783,2.16725642
2117,9.54067806,7.26691513,3.3577514,7.24756352,3.35460771,1.62828963,12.7190226,6.96133796,8.55140166,6.99700418,2.17020411
2118,9.64640177,7.29691441,3.36776014,7.27661021,3.36459259,1.62828963,12.8368232,7.01792368,8.62503305,7.05390052,2.17311103
2119,9.75205326,7.320941,3.37764888,7.29902268,3.3744576,1.62828963,12.9546063,7.07450943,8.69866444,7.11079687,2.17597775
2120,9.85784301,7.34460109,3.38741907,7.32274308,3.38420417,1.62828963,13.0723845,7.13109543,8.77229583,7.16769321,2.17880483
2121,9.96387012,7.37000101,3.39707213,7.34927667,3.39383372,1.62828963,13.1901631,7.18768176,8.84592722,7.22458955,2.1815928
2122,10.069947,7.39292275,3.40660945,7.3723085,3.40334767,1.62828963,13.3079311,7.24426823,8.91955861,7.2814859,2.18434222
2123,10.1764454,7.42153287,3.41603244,7.4030726,3.41274739,1.62828963,13.4257086,7.3008552,8.99319,7.33838224,2.18705361
2124,10.283295,7.45314667,3.42534246,7.43631788,3.42203426,1.62828963,13.5434909,7.35744257,9.06682139,7.39527859,2.1897275
2125,10.3904092,7.48531119,3.43454086,7.46905853,3.43120963,1.62828963,13.6612727,7.41403026,9.14045278,7.45217493,2.19236441
2126,10.4976394,7.51483281,3.44362898,7.49792454,3.44027485,1.62828963,13.7790462,7.47061814,9.21408417,7.50907127,2.19496485
2127,10.6049308,7.54116839,3.45260814,7.523272,3.44923123,1.62828963,13.8968085,7.52720615,9.28771556,7.56596762,2.19752932
2128,10.7123077,7.56553686,3.46147966,7.54710037,3.45808008,1.62828963,14.0145608,7.58379432,9.36134695,7.62286396,2.20005833
2129,10.8198218,7.5894492,3.47024482,7.57113331,3.4668227,1.62828963,14.1323053,7.64038268,9.43497833,7.67976031,2.20255236
2130,10.9274983,7.61353148,3.47890489,7.5956976,3.47546035,1.62828963,14.250043,7.69697124,9.50860972,7.73665665,2.2050119
2131,11.0350385,7.63155899,3.48746114,7.6125122,3.48399431,1.62828963,14.36776,7.75355978,9.58224111,7.79355299,2.20743742
2132,11.1428389,7.65311637,3.49591482,7.63537111,3.4924258,1.62828963,14.4854745,7.81014859,9.6558725,7.85044934,2.2098294
2133,11.2511255,7.68212298,3.50426714,7.66723094,3.50075608,1.62828963,14.6031959,7.86673781,9.72950389,7.90734568,2.21218829
2134,11.3598176,7.7152277,3.51251932,7.70217012,3.50898634,1.62828963,14.7209201,7.92332737,9.80313528,7.96424202,2.21451456
2135,11.468938,7.75199218,3.52067258,7.74009669,3.5171178,1.62828963,14.8386474,7.97991726,9.87676667,8.02113837,2.21680866
2136,11.5781394,7.78427594,3.52872808,7.77090164,3.52515163,1.62828963,14.9563631,8.03650727,9.95039806,8.07803471,2.21907103
2137,11.6874303,7.81328513,3.53668701,7.79841347,3.53308901,1.62828963,15.0740676,8.09309739,10.0240295,8.13493106,2.22130211
2138,11.7967039,7.83753107,3.54455053,7.8210194,3.5409311,1.62828963,15.1917565,8.14968757,10.0976608,8.1918274,2.22350233
2139,11.9059712,7.85834633,3.55231976,7.8408527,3.54867904,1.62828963,15.3094302,8.20627781,10.1712922,8.24872374,2.22567212
2140,12.0154638,7.88138896,3.55999586,7.86487537,3.55633396,1.62828963,15.4270979,8.26286825,10.2449236,8.30562009,2.22781191
2141,12.1250282,7.90291899,3.56757992,7.8866626,3.56389699,1.62828963,15.5447535,8.31945878,10.318555,8.36251643,2.2299221
2142,12.2346784,7.92357981,3.57507307,7.9075974,3.57136921,1.62828963,15.6623976,8.37604943,10.3921864,8.41941278,2.2320031
2143,12.3443879,7.94301977,3.58247637,7.92721295,3.57875173,1.62828963,15.7800289,8.43264017,10.4658178,8.47630912,2.23405533
2144,12.4544912,7.96858586,3.58979093,7.95502178,3.58604562,1.62828963,15.8976607,8.48923117,10.5394492,8.53320546,2.23607917
2145,12.5648664,7.99628741,3.59701779,7.98393832,3.59325194,1.62828963,16.0152879,8.54582237,10.6130806,8.59010181,2.23807502
2146,12.6753873,8.02294975,3.604158,8.01049384,3.60037175,1.62828963,16.1329058,8.6024137,10.686712,8.64699815,2.24004327
2147,12.7860455,8.04863476,3.61121262,8.03583625,3.60740608,1.62828963,16.250514,8.65900516,10.7603434,8.70389449,2.2419843
2148,12.8968518,8.07380605,3.61818266,8.06082874,3.61435597,1.62828963,16.3681129,8.71559674,10.8339747,8.76079084,2.24389848
2149,13.0078322,8.09913643,3.62506913,8.08626505,3.62122241,1.62828963,16.4857036,8.77218846,10.9076061,8.81768718,2.24578619
2150,13.1188252,8.12114907,3.63187305,8.10747249,3.62800643,1.62828963,16.6032798,8.82878024,10.9812375,8.87458353,2.24764779
2151,13.2299251,8.14263988,3.63859539,8.1289337,3.634709,1.62828963,16.7208452,8.88537212,11.0548689,8.93147987,2.24948364
2152,13.3412112,8.16542679,3.64523714,8.15241606,3.64133111,1.62828963,16.838403,8.94196415,11.1285003,8.98837621,2.2512941
2153,13.4525816,8.18702484,3.65179927,8.17406907,3.64787371,1.62828963,16.9559493,8.99855626,11.2021317,9.04527256,2.25307953
2154,13.5640993,8.20906966,3.65828272,8.19652269,3.65433777,1.62828963,17.0734865,9.05514849,11.2757631,9.1021689,2.25484026
2155,13.6760299,8.23716275,3.66468845,8.22664486,3.66072423,1.62828963,17.1910254,9.11174096,11.3493945,9.15906525,2.25657664
2156,13.788365,8.26969597,3.67101737,8.26072355,3.66703402,1.62828963,17.3085661,9.16833366,11.4230259,9.21596159,2.258289
2157,13.9008905,8.3009906,3.67727043,8.29156454,3.67326806,1.62828963,17.4261001,9.2249265,11.4966572,9.27285793,2.25997769
2158,14.0136435,8.33214267,3.68344851,8.32225846,3.67942726,1.62828963,17.5436292,9.28151948,11.5702886,9.32975428,2.26164301
2159,14.1265012,8.36052699,3.68955253,8.34953965,3.68551252,1.62828963,17.6611484,9.33811256,11.64392,9.38665062,2.26328531
2160,14.2393669,8.38471989,3.69558336,8.37233332,3.69152472,1.62828963,17.7786536,9.3947057,11.7175514,9.44354696,2.26490489
2161,14.3523514,8.408137,3.7015419,8.39556812,3.69746475,1.62828963,17.8961497,9.45129893,11.7911828,9.50044331,2.26650208
2162,14.4654068,8.42993023,3.707429,8.41726014,3.70333346,1.62828963,18.0136346,9.50789226,11.8648142,9.55733965,2.26807717
2163,14.5783646,8.44684215,3.71324551,8.43323147,3.70913173,1.62828963,18.1311011,9.56448558,11.9384456,9.614236,2.26963048
2164,14.6916394,8.4690536,3.7189923,8.45747568,3.71486038,1.62828963,18.2485678,9.6210791,12.012077,9.67113234,2.2711623
2165,14.8052136,8.49491005,3.72467019,8.48512341,3.72052027,1.62828963,18.3660344,9.67767281,12.0857084,9.72802868,2.27267295
2166,14.9190575,8.52287811,3.73028001,8.51407592,3.7261122,1.62828963,18.4835001,9.73426668,12.1593398,9.78492503,2.27416269
2167,15.0332654,8.55451641,3.73582257,8.54680931,3.73163701,1.62828963,18.6009702,9.79086077,12.2329711,9.84182137,2.27563184
2168,15.1477437,8.58687268,3.74129868,8.57922687,3.73709549,1.62828963,18.7184404,9.84745505,12.3066025,9.89871772,2.27708066
2169,15.2621844,8.61300983,3.74670915,8.60325796,3.74248845,1.62828963,18.8358954,9.90404935,12.3802339,9.95561406,2.27850945
2170,15.3765892,8.63450658,3.75205474,8.62314991,3.74781666,1.62828963,18.9533353,9.9606437,12.4538653,10.0125104,2.27991848
2171,15.4908522,8.65020037,3.75733625,8.63736945,3.75308091,1.62828963,19.0707549,10.017238,12.5274967,10.0694067,2.28130802
2172,15.6052892,8.66844134,3.76255444,8.65690348,3.75828196,1.62828963,19.1881701,10.0738325,12.6011281,10.1263031,2.28267834
2173,15.7196801,8.6837785,3.76771007,8.67228548,3.76342057,1.62828963,19.3055698,10.130427,12.6747595,10.1831994,2.28402971
2174,15.8342975,8.70291771,3.77280389,8.6932132,3.7684975,1.62828963,19.4229682,10.1870217,12.7483909,10.2400958,2.28536239
2175,15.9491139,8.7243171,3.77783665,8.71595928,3.77351348,1.62828963,19.5403639,10.2436165,12.8220223,10.2969921,2.28667664
2176,16.0640963,8.74669212,3.78280906,8.73899238,3.77846925,1.62828963,19.6577556,10.3002115,12.8956537,10.3538885,2.28797272
2177,16.1795667,8.77693285,3.78772186,8.77162473,3.78336552,1.62828963,19.7751603,10.3568068,12.969285,10.4107848,2.28925086
2178,16.2951318,8.80435845,3.79257577,8.79819403,3.78820301,1.62828963,19.8925572,10.4134022,13.0429164,10.4676812,2.29051133
2179,16.4108076,8.83003412,3.79737148,8.82294188,3.79298244,1.62828963,20.0099473,10.4699977,13.1165478,10.5245775,2.29175437
2180,16.5265784,8.85404935,3.80210969,8.84625446,3.79770448,1.62828963,20.1273297,10.5265933,13.1901792,10.5814738,2.29298022
2181,16.6422367,8.87222054,3.8067911,8.8627447,3.80236984,1.62828963,20.2446934,10.5831889,13.2638106,10.6383702,2.29418911
2182,16.7579786,8.89037846,3.81141639,8.88112476,3.8069792,1.62828963,20.3620487,10.6397847,13.337442,10.6952665,2.29538128
2183,16.8736318,8.9046997,3.81598622,8.8949035,3.81153322,1.62828963,20.4793866,10.6963805,13.4110734,10.7521629,2.29655697
2184,16.9891927,8.91607892,3.82050127,8.9060439,3.81603258,1.62828963,20.5967068,10.7529762,13.4847048,10.8090592,2.29771639
2185,17.1050598,8.93411602,3.82496219,8.92676557,3.82047792,1.62828963,20.7140306,10.8095723,13.5583362,10.8659556,2.29885978
2186,17.2210199,8.95238813,3.82936963,8.94584165,3.82486989,1.62828963,20.8313466,10.8661684,13.6319676,10.9228519,2.29998736
2187,17.3371026,8.97149945,3.83372422,8.96548059,3.82920915,1.62828963,20.9486563,10.9227647,13.7055989,10.9797482,2.30109934
2188,17.453303,8.99112972,3.83802661,8.98541364,3.83349631,1.62828963,21.0659596,10.9793611,13.7792303,11.0366446,2.30219594
2189,17.5698034,9.01523462,3.84227742,9.01087443,3.83773201,1.62828963,21.1832657,11.0359578,13.8528617,11.0935409,2.30327738
2190,17.6863911,9.03790781,3.84647727,9.03309275,3.84191686,1.62828963,21.3005635,11.0925546,13.9264931,11.1504373,2.30434386
2191,17.8031739,9.06193623,3.85062676,9.05728553,3.84605148,1.62828963,21.4178584,11.1491516,14.0001245,11.2073336,2.30539559
2192,17.9199776,9.08306165,3.85472651,9.07742837,3.85013646,1.62828963,21.5351416,11.2057487,14.0737559,11.26423,2.30643277
2193,18.0367693,9.101291,3.85877711,9.09473702,3.8541724,1.62828963,21.6524111,11.2623458,14.1473873,11.3211263,2.30745561
2194,18.1534269,9.11462848,3.86277915,9.10683144,3.8581599,1.62828963,21.7696608,11.318943,14.2210187,11.3780227,2.3084643
2195,18.2703243,9.1327404,3.8667332,9.12675481,3.86209953,1.62828963,21.8869096,11.3755403,14.2946501,11.434919,2.30945905
2196,18.387377,9.15250095,3.87063985,9.14754466,3.86599187,1.62828963,22.004153,11.4321379,14.3682814,11.4918153,2.31044003
2197,18.5044417,9.17025919,3.87449967,9.16496544,3.86983748,1.62828963,22.1213839,11.4887355,14.4419128,11.5487117,2.31140745
2198,18.6216189,9.18879956,3.87831321,9.18386763,3.87363693,1.62828963,22.2386069,11.5453332,14.5155442,11.605608,2.31236149
2199,18.7390467,9.21105143,3.88208103,9.20737761,3.87739077,1.62828963,22.3558286,11.6019312,14.5891756,11.6625044,2.31330233
2200,18.8566717,9.2348474,3.88580368,9.23167454,3.88109954,1.62828963,22.4730459,11.6585294,14.662807,11.7194007,2.31423016
2201,18.9746079,9.26238621,3.8894817,9.26012614,3.8847638,1.62828963,22.5902637,11.7151279,14.7364384,11.7762971,2.31514516
2202,19.0927428,9.29013683,3.89311563,9.28762054,3.88838407,1.62828963,22.7074763,11.7717266,14.8100698,11.8331934,2.31604751
2203,19.2108035,9.31182537,3.89670598,9.30714209,3.89196088,1.62828963,22.8246719,11.8283253,14.8837012,11.8900898,2.31693737
2204,19.3288607,9.33065323,3.9002533,9.32497215,3.89549476,1.62828963,22.9418535,11.884924,14.9573326,11.9469861,2.31781493
2205,19.4469297,9.34772325,3.90375808,9.34180399,3.89898622,1.62828963,23.0590216,11.9415229,15.030964,12.0038824,2.31868035
2206,19.5649486,9.36208644,3.90722085,9.35587591,3.90243576,1.62828963,23.1761735,11.9981218,15.1045953,12.0607788,2.3195338
2207,19.6828661,9.37328533,3.9106421,9.36677614,3.9058439,1.62828963,23.2933073,12.0547207,15.1782267,12.1176751,2.32037545
2208,19.8006951,9.38245167,3.91402234,9.37610925,3.90921112,1.62828963,23.4104234,12.1113197,15.2518581,12.1745715,2.32120546
2209,19.9186565,9.39514936,3.91736205,9.39068105,3.91253793,1.62828963,23.5275307,12.1679188,15.3254895,12.2314678,2.32202398
2210,20.0367333,9.41006746,3.92066172,9.40695616,3.9158248,1.62828963,23.6446282,12.224518,15.3991209,12.2883642,2.32283119
2211,20.1550306,9.42903694,3.92392184,9.42745847,3.91907221,1.62828963,23.7617196,12.2811175,15.4727523,12.3452605,2.32362724
2212,20.2735421,9.45084917,3.92714287,9.45013081,3.92228064,1.62828963,23.8788039,12.3377171,15.5463837,12.4021568,2.32441227
2213,20.3920955,9.47080345,3.93032528,9.46929336,3.92545056,1.62828963,23.995875,12.3943169,15.6200151,12.4590532,2.32518645
2214,20.5107964,9.49182169,3.93346954,9.49033071,3.92858243,1.62828963,24.1129359,12.4509168,15.6936465,12.5159495,2.32594992
2215,20.6294793,9.50981367,3.9365761,9.50727484,3.9316767,1.62828963,24.2299811,12.5075168,15.7672779,12.5728459,2.32670283
2216,20.7482121,9.52714837,3.93964542,9.52437535,3.93473383,1.62828963,24.3470126,12.5641169,15.8409092,12.6297422,2.32744533
2217,20.8669693,9.54341539,3.94267794,9.54048445,3.93775427,1.62828963,24.4640294,12.6207171,15.9145406,12.6866386,2.32817756
2218,20.985555,9.55439219,3.9456741,9.55017109,3.94073844,1.62828963,24.5810258,12.6773172,15.988172,12.7435349,2.32889966
2219,21.1041867,9.56649939,3.94863435,9.56305765,3.9436868,1.62828963,24.698008,12.7339175,16.0618034,12.8004313,2.32961178
2220,21.2228002,9.57795411,3.9515591,9.5749145,3.94659976,1.62828963,24.8149742,12.7905178,16.1354348,12.8573276,2.33031404
2221,21.3415162,9.59171863,3.95444879,9.58984336,3.94947776,1.62828963,24.9319275,12.8471183,16.2090662,12.9142239,2.3310066
2222,21.4603283,9.60703196,3.95730384,9.60595535,3.95232121,1.62828963,25.0488674,12.9037189,16.2826976,12.9711203,2.33168957
2223,21.5796225,9.63244037,3.96012466,9.63441484,3.95513053,1.62828963,25.1658027,12.9603198,16.356329,13.0280166,2.3323631
