year,ais_p05,ais_p50,ais_p95,ais_pred_p05,ais_pred_p95,ais_obs,glaciers_p05,glaciers_p50,glaciers_p95,glaciers_pred_p05,glaciers_pred_p95,glaciers_obs,gis_p05,gis_p50,gis_p95,gis_pred_p05,gis_pred_p95,gis_obs,te_p05,te_p50,te_p95,te_pred_p05,te_pred_p95,te_obs,total_p05,total_p50,total_p95,total_pred_p05,total_pred_p95,total_obs,glaciers_obs_delta_corrected,provenance
1900,-1.17867082486161,-0.6408373361947939,-0.15397748312212708,-1.4846335664201944,0.1830111186337296,-0.6340783032503996,-7.301600390751463,-6.39694778938694,-5.270203165160988,-8.157823592761133,-4.50553668885454,-7.27700420293,-4.522767351704268,-4.107905915935202,-3.7010401479161974,-5.215342566594308,-2.953234419577584,-4.130332357233222,-4.029521324615034,-3.6234454793199635,-3.2205585174861397,-4.828089610266271,-2.453863302324338,-3.6098928928375242,-15.076162288750279,-13.468272091036908,-12.036546380564186,NaN,NaN,-13.937918849348069,-7.27700420293,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1933,-0.8648091303839474,-0.5706712792735834,-0.2864037710805751,-1.0987597905823963,-0.07715273691755802,-0.4549425515261564,-4.8093303961927605,-4.283965575036529,-3.5856202537046635,-5.579112765799055,-2.9625267197002434,-4.25953250798,-2.9048235519848236,-2.6855691039973846,-2.4680548775126616,-3.1562627243953045,-2.2039416646675685,-2.484005719965155,-3.497502452082188,-3.1450409187543933,-2.7953472396769254,-4.076189715291405,-2.1321461438737237,-3.867179727554321,-9.948840449627765,-8.951767294160112,-8.013855304819145,NaN,NaN,-9.253040811952237,-4.25953250798,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1934,-0.8540503000716703,-0.5661008008223485,-0.2875331741107062,-1.0748723693914684,-0.05812013674476054,-0.449480524930087,-4.7414338847791395,-4.2267228016245975,-3.5423831730860167,-5.432696565015549,-2.9181069988480517,-4.18574787053,-2.8245395476861095,-2.608277829574967,-2.394127438091755,-3.0685383213417854,-2.1111970667493942,-2.3884008234197447,-3.515789006772268,-3.1614846421116423,-2.809962603318967,-4.203949706974889,-2.123307572806516,-3.853262567520142,-9.880136652691153,-8.894266907986264,-7.970319586682634,NaN,NaN,-9.500952017569661,-4.18574787053,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1935,-0.845548813390811,-0.5626113794411778,-0.2902391994216859,-1.0827231702027822,-0.05766023989072506,-0.4440792950716886,-4.659995997737538,-4.158532741785185,-3.4852067019162085,-5.372525751007495,-2.8461349268526055,-4.09781146916,-2.765047390542053,-2.5536527577097594,-2.342110601440357,-3.04580311742785,-2.086937555411329,-2.276845914667303,-3.4917892508933117,-3.139903466597527,-2.7907810152376724,-4.136048601016861,-2.127928345173592,-3.7873159885406498,-9.812817654225473,-8.838018041991385,-7.933961269403659,NaN,NaN,-8.699684359075338,-4.09781146916,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1936,-0.8358174544179744,-0.5585234411290754,-0.2907045891757646,-1.067811440311592,-0.051795365963592514,-0.43867577639493077,-4.580288904013036,-4.090675371655465,-3.4295594913356773,-5.261018871063038,-2.843429151061865,-3.99091983708,-2.6980342074148904,-2.4885995864173367,-2.2795748094186963,-2.9561336813938723,-1.9728788051548114,-2.151611310785467,-3.4485965005481165,-3.1010634746060104,-2.756259599711682,-4.0975028844423305,-2.109198588558542,-3.683291864395142,-9.429802271347796,-8.469292985797386,-7.583107523403892,NaN,NaN,-8.345625635928295,-3.99091983708,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1937,-0.8271096394128955,-0.5545760250946249,-0.29101546104118226,-1.0681036265909474,-0.06355424829489997,-0.43329123583706947,-4.501052761146489,-4.020173257051404,-3.372595355696835,-5.170088632952164,-2.73878168610648,-3.89691425237,-2.6237788121808743,-2.4139303989157037,-2.2091252338667067,-2.890489861391944,-1.9558345989698105,-2.0860078638250177,-3.400383136086909,-3.057708821924911,-2.7177255037078507,-3.9958748317180146,-2.077445010816842,-3.566823816299438,-9.219194005179846,-8.267438263600017,-7.404720313113118,NaN,NaN,-7.953761479092558,-3.89691425237,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1938,-0.8169695453452934,-0.5495916072815419,-0.2895111303160701,-1.0515824307943509,-0.0896963238678044,-0.4277643593874845,-4.405606705095406,-3.9351947883948286,-3.29787291666008,-5.1277606005994665,-2.7223568999299808,-3.79899288091,-2.571731722386264,-2.365634208741774,-2.1639794970600086,-2.8379372042807143,-1.9004166295480507,-2.044928914850409,-3.356748972832915,-3.0184719005018197,-2.6828512929020656,-3.9865709971776653,-1.9265053472259879,-3.444520044326782,-9.091086221355377,-8.152413083983687,-7.307491782760434,NaN,NaN,-7.899684639860988,-3.79899288091,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1939,-0.8051651528521825,-0.5443460880052542,-0.28835112226394655,-0.9967272488089685,-0.08421909122177033,-0.4223870190707119,-4.3034599779196,-3.8441903393072243,-3.218321425367688,-4.94655243421094,-2.694421603334522,-3.72093234929,-2.5391923030884316,-2.33809096475754,-2.140435854248634,-2.8245398744961374,-1.865648373576689,-1.9972474878484552,-3.3096812969700613,-2.9761474794135037,-2.645232878160739,-3.9553991767697747,-1.9292609868719377,-3.301994562149048,-8.933874948147931,-8.010971054115705,-7.1814644717780896,NaN,NaN,-7.911933543707674,-3.72093234929,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1940,-0.7934357384239343,-0.5389338979274291,-0.2849470577694691,-0.9958073692207609,-0.0966118076774936,-0.4169570836153898,-4.215379945123375,-3.7675399606863964,-3.1541072717479777,-4.880652604439184,-2.532093948063574,-3.6258666602,-2.457304317194611,-2.258443141364645,-2.061176736730285,-2.7181340362999267,-1.8018059823689665,-1.9552793329412288,-3.268412017897755,-2.9390371204793366,-2.6122487796736733,-3.868514991953627,-1.9366875580557525,-3.169507455825806,-8.66294127318506,-7.759033398558975,-6.934897270183495,NaN,NaN,-7.4846792166250555,-3.6258666602,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1941,-0.7830221410467049,-0.5329814554128605,-0.28357739118572206,-0.9890459185650744,-0.07854114539627356,-0.41157092181119054,-4.095554541510494,-3.6598974044947044,-3.0596350037534794,-4.7761569465848375,-2.5044993011474315,-3.52210994634,-2.3945927173152555,-2.1964992985734177,-2.0018488647442196,-2.669560611910929,-1.7398161631146427,-1.893123418634588,-3.235784313356358,-2.9096974796145734,-2.5861713815656353,-3.850479997899036,-1.889736594924454,-3.092987680435181,-8.444214734781756,-7.552975917503371,-6.744685629425915,NaN,NaN,-7.475771658546931,-3.52210994634,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1942,-0.7721762417241534,-0.5269853083894938,-0.28304468525133464,-1.0131408080640574,-0.09116671424832619,-0.40614322749051196,-3.989056356629535,-3.5650692947037412,-2.9745260870156436,-4.6319640108979305,-2.382839058412627,-3.42794910344,-2.2941276765143623,-2.092184144893232,-1.8960561458545218,-2.5692630203605877,-1.6453663049634317,-1.8451209848577332,-3.205624106144809,-2.882576673525657,-2.5620661084080156,-3.9111762648515564,-1.8739572988034756,-2.967337656021119,-8.288281369760913,-7.420193484723326,-6.633344023575864,NaN,NaN,-7.568758274996826,-3.42794910344,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1943,-0.7616717790730956,-0.5209015881680339,-0.2819217042671604,-0.9724887868824564,-0.06449579983675367,-0.40063289729031654,-3.890913288857995,-3.4764213828878416,-2.901809755213478,-4.536393756456517,-2.3486295169508677,-3.31921268376,-2.2191286024564567,-2.016736955502285,-1.820041466774808,-2.4567429018606037,-1.572789467122302,-1.775259572809393,-3.180012262122077,-2.8595458683840347,-2.541596073440818,-3.814834039155782,-1.8515032878242417,-2.8022913455963137,-8.153525868036223,-7.300218885176554,-6.531633917853821,NaN,NaN,-7.195089099762248,-3.31921268376,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1944,-0.7514593877806244,-0.5147967229295427,-0.28033085204788993,-0.9444017675342499,-0.05705584409431258,-0.3952644738284025,-3.7994977201329228,-3.3939638422451393,-2.8296113647884966,-4.459636823789129,-2.261313606027833,-3.20311962041,-2.1789245300038034,-1.9797712595936332,-1.7870603466401944,-2.4189215422708994,-1.5341894951783954,-1.7251830881292172,-3.1848278357494717,-2.8638761515826685,-2.545444877160394,-3.833742775170819,-1.8608048374582469,-2.6818834781646728,-7.8794117836697914,-7.034456791987795,-6.279655492373701,NaN,NaN,-6.940120632661161,-3.20311962041,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1945,-0.7414002220586858,-0.5101144564388538,-0.27975082052408,-0.9605376222687818,-0.0982569925618475,-0.3898103627291593,-3.7001299331612976,-3.3050215086571826,-2.7517799861631613,-4.344705690942063,-2.2245141624816465,-3.10310283574,-2.136726931791847,-1.941902019884494,-1.751750146785031,-2.386647794200142,-1.5136591406667659,-1.720994169061834,-3.1728498960153724,-2.853105291203803,-2.535871617032214,-3.80691726960596,-1.855260915453774,-2.6717501163482664,-7.839919053530166,-7.011350453568722,-6.269783829795752,NaN,NaN,-7.064113984469863,-3.10310283574,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1946,-0.731248833452406,-0.5050392085530835,-0.27996824593805125,-0.9174301551716209,-0.08240541567095719,-0.3843481930819425,-3.6150491627917476,-3.2295732242481243,-2.6888225145174136,-4.281919736801085,-2.1327201832998397,-3.00976177129,-2.076893570269295,-1.885339128653887,-1.696004812509211,-2.319968673268286,-1.4575224748260602,-1.70151384527033,-3.1262802083394203,-2.811228673439808,-2.498651214850626,-3.7914009696407485,-1.8375670302960596,-2.6829302310943604,-7.627779173995787,-6.813236180499413,-6.085261160597737,NaN,NaN,-6.7264434873824115,-3.00976177129,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1947,-0.720372650516176,-0.49878569558740893,-0.2789589230309532,-0.9056229708666271,-0.08201646786094774,-0.3789894970980558,-3.534851351992213,-3.159922744907074,-2.632074132248839,-4.152149722338206,-2.08377479116874,-2.90582881841,-2.0033923307116646,-1.8109092782427756,-1.6217482952410558,-2.23622213226694,-1.386505881309927,-1.649337751215155,-3.0670998554294764,-2.7580122328402337,-2.4513518524008786,-3.754742073902946,-1.8094276799205282,-2.7342485904693605,-7.478687643839461,-6.6802336349159654,-5.9652161228540646,NaN,NaN,-6.723254636996462,-2.90582881841,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1948,-0.7092755268602211,-0.49236319253102256,-0.2769374662609539,-0.8950197455274211,-0.08475512398963995,-0.37351922121914943,-3.425065080606454,-3.059716400329426,-2.546176643624334,-4.0455805496364725,-2.032556867902369,-2.81444850835,-1.9202205848454463,-1.7249691892229462,-1.5346928509488218,-2.171104194788447,-1.281960486894667,-1.5536521738225768,-3.026184666884175,-2.721220280886943,-2.418650757568799,-3.68372562622983,-1.7073647587845473,-2.8385199069976803,-7.265257726475979,-6.478968293980826,-5.776635921304834,NaN,NaN,-6.29570893822944,-2.81444850835,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1949,-0.6978699679505994,-0.4856419283789295,-0.2749990561375161,-0.8943617808349544,-0.07814235822288261,-0.36812314120205974,-3.3521865402701474,-2.9965900996823787,-2.4968543079205783,-4.063632570789362,-1.9501254544719002,-2.75249629888,-1.8723473840929676,-1.679943818778507,-1.4923696305925551,-2.116609128980115,-1.2665369282449472,-1.4421209161931818,-2.9785025508902048,-2.6783433399988663,-2.380541257103303,-3.6384866392317523,-1.7246410442167084,-2.8981478214263916,-7.0698636441616785,-6.299084975372921,-5.607135727397675,NaN,NaN,-5.795047387289413,-2.75249629888,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1950,-0.6874256493969226,-0.4793659309605463,-0.27274520053528306,-0.8559778381001724,-0.09123335138628158,-0.36264223185452554,-3.2789882777550003,-2.9327392990552554,-2.4463453188387825,-3.9509736906644886,-1.8257734251612936,-2.64135585698,-1.8504189605781312,-1.6629081082143913,-1.4803578375845559,-2.072667676817985,-1.2466887197708632,-1.3604312723333192,-2.923028735331429,-2.6284599096819226,-2.3362043111479824,-3.571028136814089,-1.6370240892286227,-2.815257120132446,-7.051527011359879,-6.290736554807968,-5.618862320301397,NaN,NaN,-5.985805844939225,-2.64135585698,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1951,-0.6763812748747926,-0.4725616113194472,-0.27048114361770065,-0.8499769772241291,-0.10990799649819494,-0.3572604569521817,-3.2097267298178496,-2.8720650566947588,-2.3985740445324373,-3.876255229569066,-1.7724534328180694,-2.56356235417,-1.796502683918774,-1.6116319303765967,-1.430429276765052,-2.01799231941015,-1.198554014696752,-1.291308576410467,-2.8753061921209384,-2.5855466156384357,-2.298062499594887,-3.5479453270235077,-1.6073552781559974,-2.7181330204010004,-6.660224297504767,-5.916045691218892,-5.257965253582841,NaN,NaN,-5.4950770375657925,-2.56356235417,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1952,-0.6647536732655216,-0.46573024706869487,-0.26681244556013173,-0.8559117362342495,-0.09682701026671368,-0.3518108281222257,-3.1309688894803895,-2.8019815025379207,-2.3419409301344234,-3.8269537806493625,-1.7023724848800845,-2.47088924321,-1.753374134158286,-1.5737548845158214,-1.3957139961568807,-2.004046970538023,-1.170990755902853,-1.244715864008123,-2.8371193683903657,-2.5512080769711036,-2.267542025693936,-3.5438049034995744,-1.5993499164193945,-2.6388128757476808,-6.466391943384246,-5.739924311674611,-5.094159726363845,NaN,NaN,-5.224996184831158,-2.47088924321,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1953,-0.6534356735756414,-0.45943067081283817,-0.2636295990611379,-0.8210958096387915,-0.11498473138472781,-0.34638618555935946,-3.0441825270014693,-2.723584905717202,-2.2750816242185667,-3.6923752880627556,-1.664641218695922,-2.37081600103,-1.6947053892844268,-1.5171806956447023,-1.340335823765973,-1.9181467598371522,-1.1296097449627824,-1.1987132852727718,-2.8003958409595935,-2.518185370616168,-2.238191078141721,-3.518165997680186,-1.5063685669704174,-2.6377714633941642,-6.370154708732472,-5.6629777956943785,-5.028534112426736,NaN,NaN,-5.3352413439159,-2.37081600103,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1954,-0.6419711806884576,-0.452844651432327,-0.2606859164740659,-0.8150690801631819,-0.08565492045048506,-0.34098810282620523,-2.9501810283441676,-2.636773600460968,-2.2012289375801335,-3.65438127640035,-1.611890269966997,-2.28918491277,-1.6484403755621848,-1.4741001002330372,-1.3008155659391343,-1.8902281322292425,-1.0972683192265926,-1.16956976110285,-2.7628439867596177,-2.4844178122935965,-2.208178097902019,-3.460505400688616,-1.4938214100721103,-2.6217352390289306,-6.168910926309155,-5.4805488903387145,-4.8582677720080785,NaN,NaN,-5.127941677618937,-2.28918491277,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1955,-0.6307740687405536,-0.4458109011650515,-0.25771232649524534,-0.7863770621021985,-0.09725602585623892,-0.33553046313199136,-2.871726210377716,-2.5653055641644107,-2.1433279994923646,-3.531000717290713,-1.6005951171971318,-2.24269004735,-1.5989861190306647,-1.4272532144263326,-1.2557986903844067,-1.8119261088182401,-1.0467575981366701,-1.146664029901678,-2.722935988297017,-2.4485315506340104,-2.1762819906449544,-3.3705010901452894,-1.4980494412080219,-2.6249311923980714,-6.19557984849639,-5.5196320997210275,-4.913106664231131,NaN,NaN,-5.472432942739919,-2.24269004735,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1956,-0.6195331507969201,-0.4387365311398011,-0.2558099591289709,-0.776916690658368,-0.10218541946106581,-0.33016361323269944,-2.8027344496177338,-2.506696511317217,-2.098016196847264,-3.5076148944157257,-1.4974852785632662,-2.15210204991,-1.5522690410585729,-1.3835501296487656,-1.2136025347777673,-1.7838994772422905,-1.0021647288296993,-1.1088739221746269,-2.6842945121896933,-2.4137841772772726,-2.1453981399390467,-3.399919046782237,-1.4562398816282482,-2.6001024723052977,-6.2956041825029025,-5.6345465014868,-5.045049234266988,NaN,NaN,-5.659138423447326,-2.15210204991,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1957,-0.6084366635061049,-0.4315414497132317,-0.25360100156406945,-0.7774025509086308,-0.10418160132461168,-0.3247422131625089,-2.737772371708017,-2.4519471959820147,-2.057722462298226,-3.397149838467694,-1.4414164529703912,-2.05362754735,-1.5100790044054688,-1.3457742129519366,-1.1785959363620588,-1.6986868365729277,-0.9750966622954015,-1.036597234552557,-2.6595220794190517,-2.3915081915451184,-2.1255989968321516,-3.1515526394289304,-1.6421673087676758,-2.548732614517211,-6.130648700276208,-5.484868359572026,-4.909341241086952,NaN,NaN,-5.107489815830466,-2.05362754735,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1958,-0.5971343078894135,-0.4254000413452317,-0.25111069999653246,-0.7542995271451306,-0.09453605282156448,-0.3192844781008634,-2.6609958545353734,-2.3840317625500274,-2.003937695452153,-3.2557723075687712,-1.4097418429600725,-1.97923446569,-1.4600724588808405,-1.298401247397706,-1.134027216992912,-1.6907149245678896,-0.9275793215933346,-0.9685359781438658,-2.620500839632884,-2.356419325272855,-2.094411623436574,-3.1122096755772892,-1.624204020934907,-2.0671160221099854,-5.774626914664605,-5.14868818570789,-4.587060350126288,NaN,NaN,-5.097668094673679,-1.97923446569,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1959,-0.5855168392713077,-0.4184910873559817,-0.24830319349561425,-0.7243602465888437,-0.0998233597471746,-0.31389617052945223,-2.5705125664095534,-2.3011723016392795,-1.9331536841741634,-3.2006617958874717,-1.3977464073638073,-1.9245202628,-1.4083625164159181,-1.24860360913459,-1.086451171384913,-1.6240771270888918,-0.8826079976913681,-0.94980486089533,-2.56532045698122,-2.306799757101089,-2.0503092010814967,-3.0684829178248783,-1.5599749088120662,-2.270864725112914,-5.629817065310703,-5.0155398438525935,-4.471422891143315,NaN,NaN,-4.9727829336889435,-1.9245202628,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1960,-0.5739263737487112,-0.41069052136039463,-0.24422383453900723,-0.7232731893578539,-0.10379999321926842,-0.3084096821871671,-2.4940509779516646,-2.234193430109175,-1.8800827956216515,-3.0946104092003104,-1.3579698720171303,-1.84986911687,-1.3663609171276567,-1.2101202654507326,-1.0501281122471957,-1.5666557249165887,-0.8608267662852648,-0.881216985529119,-2.514796914152006,-2.2613677347550523,-2.0099287158863364,-2.972473179343799,-1.549774976314889,-1.997335672378541,-5.515361507411574,-4.916726992720253,-4.388340970154143,NaN,NaN,-4.939828278424672,-1.84986911687,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1961,-0.5614429206348229,-0.4024847838687295,-0.2404656877522972,-0.722217881906506,-0.09575740525186549,-0.30309595194729894,-2.4072445164243006,-2.156660358672353,-1.815626413626682,-2.9722401299115737,-1.3006622696981485,-1.77509895238,-1.297208326548784,-1.1397279872517232,-0.9791655512896327,-1.5167418960774688,-0.7679409411863811,-0.8129214113408869,-2.468055286749094,-2.2193365045256597,-1.972570892431215,-2.9090210485841146,-1.5202184662713205,-1.8097164630889897,-5.334058743507817,-4.752458792124469,-4.24043561480035,NaN,NaN,-4.833232625878124,-1.77509895238,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1962,-0.5492278572196269,-0.39443495866070694,-0.23699140961436377,-0.6781654975226354,-0.09819846586301668,-0.29754404154690833,-2.3409400653479215,-2.098012325079256,-1.7714095690748646,-2.9248543380591467,-1.2641273875374475,-1.6921268073,-1.2513882305487636,-1.096584127616064,-0.9386375979049194,-1.4517556257525492,-0.7339807757382648,-0.7267779176885429,-2.426660667325589,-2.1821134364401225,-1.9394866168007339,-2.8636154530569122,-1.4798120425296453,-1.6807960987091066,-5.243739423398775,-4.678373682579881,-4.181971016169852,NaN,NaN,-4.6839244378786695,-1.6921268073,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1963,-0.5368599361928426,-0.38685675640799644,-0.23356946318640973,-0.6812169824131482,-0.10539997377491071,-0.29218482104214755,-2.258735194229158,-2.0249149932338644,-1.7115979045577467,-2.76361153116917,-1.2032894210678005,-1.65613056096,-1.1952454439726825,-1.0411206844066059,-0.8839006859495269,-1.3899696497800582,-0.6956102226935932,-0.7027726953679869,-2.3875628114006866,-2.1469556750363603,-1.9082380086483952,-2.874281727236482,-1.451477915127993,-1.8142593860626226,-5.05562907003597,-4.50550250637556,-4.020128929100814,NaN,NaN,-4.793041086951737,-1.65613056096,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1964,-0.5242982573789112,-0.37870796500276704,-0.23050673723375445,-0.6573256343888965,-0.09490076985562167,-0.28678678599270907,-2.175073372667032,-1.9503472216679767,-1.6510043324101997,-2.7052234532739208,-1.1849453084397665,-1.65638366613,-1.1462940277919984,-0.9961208234827925,-0.8408604095923958,-1.351882835079716,-0.6491303990578912,-0.6994616335088559,-2.487723344923303,-2.2370225100675585,-1.9882904102529544,-2.902398206474392,-1.5566265603533744,-2.048475503921509,-5.034416003151092,-4.48758429228776,-4.008986237338577,NaN,NaN,-4.473911095272729,-1.65638366613,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1965,-0.5151717358770234,-0.3746124263265629,-0.23012516530106347,-0.6556493791497934,-0.10208896083421336,-0.281308260830966,-2.118731828222044,-1.901778218179524,-1.6158258802789214,-2.6482010780258585,-1.1216369174689924,-1.6436187354,-1.096533488807493,-0.9494618602349627,-0.7966874562943752,-1.2919759733448504,-0.6091644598191731,-0.656011277979071,-2.548840202553462,-2.291980303723458,-2.037137506606663,-2.8966702808564775,-1.6929266706839272,-2.089956521987914,-5.084591485228578,-4.5505409028248875,-4.076178788179958,NaN,NaN,-4.245484458237755,-1.6436187354,"posterior_predictive_ladrillo.jl | tag L27r | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L27r.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
